5463047	2390-09-2	C21H40O2	324.541	CCCCCCCCC=CCCCCCCCCCC(=O)OC	InChI=1S/C21H40O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h10-11H,3-9,12-20H2,1-2H3/b11-10-	RBKMRGOHCLRTLZ-KHPPLWFESA-N	methyl (Z)-icos-11-enoate	Methyl cis-11-eicosenoate
5319706	301-00-8	C19H32O2	292.456	CCC=CCC=CCC=CCCCCCCCC(=O)OC	InChI=1S/C19H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h4-5,7-8,10-11H,3,6,9,12-18H2,1-2H3/b5-4-,8-7-,11-10-	DVWSXZIHSUZZKJ-YSTUJMKBSA-N	methyl (9Z,12Z,15Z)-octadeca-9,12,15-trienoate	Alpha-Methyl linolenate
5367326	55682-88-7	C21H36O2	320.509	CCC=CCC=CCC=CCCCCCCCCCC(=O)OC	InChI=1S/C21H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h4-5,7-8,10-11H,3,6,9,12-20H2,1-2H3/b5-4+,8-7+,11-10+	XQAVRBUXEPJVRC-JSIPCRQOSA-N	methyl (11E,14E,17E)-icosa-11,14,17-trienoate	cis-11,14,17-Eicosatrienoic acid methyl ester
6421258	2566-89-4	C21H34O2	318.493	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC	InChI=1S/C21H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23-2/h7-8,10-11,13-14,16-17H,3-6,9,12,15,18-20H2,1-2H3/b8-7-,11-10-,14-13-,17-16-	OFIDNKMQBYGNIW-ZKWNWVNESA-N	methyl (5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate	cis-5,8,11,14-Eicosatetraenoic acid methyl ester
5364841	2733-88-2	C25H48O2	380.647	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)OC	InChI=1S/C25H48O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25(26)27-2/h10-11H,3-9,12-24H2,1-2H3/b11-10-	AINIZSBLAFHZCP-KHPPLWFESA-N	methyl (Z)-tetracos-15-enoate	Methyl nervonate
8900	142-82-5	C7H16	100.20	CCCCCCC	InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3	IMNFDUFMRHMDMM-UHFFFAOYSA-N	n-heptane	Heptane
356	111-65-9	C8H18	114.23	CCCCCCCC	InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3	TVMXDCGIABBOFY-UHFFFAOYSA-N	n-octane	Octane
8141	111-84-2	C9H20	128.25	CCCCCCCCC	InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3	BKIMMITUMNQMOS-UHFFFAOYSA-N	n-nonane	Nonane
15600	124-18-5	C10H22	142.28	CCCCCCCCCC	InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3	DIOQZVSQGTUSAI-UHFFFAOYSA-N	n-decane	Decane
14257	1120-21-4	C11H24	156.31	CCCCCCCCCCC	InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3	RSJKGSCJYJTIGS-UHFFFAOYSA-N	n-undecane	Undecane
8182	112-40-3	C12H26	170.33	CCCCCCCCCCCC	InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3	SNRUBQQJIBEYMU-UHFFFAOYSA-N	n-dodecane	Dodecane
12388	629-50-5	C13H28	184.36	CCCCCCCCCCCCC	InChI=1S/C13H28/c1-3-5-7-9-11-13-12-10-8-6-4-2/h3-13H2,1-2H3	IIYFAKIEWZDVMP-UHFFFAOYSA-N	n-tridecane	Tridecane
12389	629-59-4	C14H30	198.39	CCCCCCCCCCCCCC	InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3	BGHCVCJVXZWKCC-UHFFFAOYSA-N	n-tetradecane	Tetradecane
12391	629-62-9	C15H32	212.41	CCCCCCCCCCCCCCC	InChI=1S/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3	YCOZIPAWZNQLMR-UHFFFAOYSA-N	n-pentadecane	Pentadecane  s
