Deltat;T;DeltaT;pinj;pdet
0.05;49.446;-2.337;253.2984;230.15041
0.04;49.569;-2.706;253.30732;230.13196
0.05;49.569;-2.706;253.30732;230.13196
0.04;49.446;-2.583;253.2984;230.15041
0.05;49.323;-2.46;253.28948;230.16887
0.05;49.077;-2.214;253.27161;230.20582
0.04;49.446;-2.583;253.2984;230.15041
0.05;49.446;-2.706;253.2984;230.15041
0.05;49.446;-2.583;253.2984;230.15041
0.04;49.323;-2.583;253.28948;230.16887
0.05;49.446;-2.706;253.2984;230.15041
0.04;49.323;-2.583;253.28948;230.16887
0.05;49.323;-2.583;253.28948;230.16887
0.04;49.569;-2.829;253.30732;230.13196
0.05;49.446;-2.952;253.2984;230.15041
0.05;49.446;-2.706;253.2984;230.15041
0.04;49.323;-2.583;253.28948;230.16887
0.05;49.323;-2.829;253.28948;230.16887
0.04;49.569;-2.829;253.30732;230.13196
0.05;49.446;-2.706;253.2984;230.15041
0.05;49.446;-2.706;253.2984;230.15041
0.04;49.446;-2.706;253.2984;230.15041
0.04;49.446;-2.952;253.2984;230.15041
0.05;49.323;-2.829;253.28948;230.16887
0.05;49.446;-3.075;253.2984;230.15041
0.04;49.446;-2.952;253.2984;230.15041
0.05;49.323;-2.829;253.28948;230.16887
0.05;49.323;-2.583;253.28948;230.16887
0.04;49.446;-2.706;253.2984;230.15041
0.05;49.077;-2.337;253.27161;230.20582
0.05;49.323;-2.829;253.28948;230.16887
0.04;49.323;-2.829;253.28948;230.16887
0.04;49.077;-2.583;253.27161;230.20582
0.05;49.077;-2.337;253.27161;230.20582
0.05;49.077;-2.706;253.27161;230.20582
0.04;49.077;-2.706;253.27161;230.20582
0.05;49.077;-2.706;253.27161;230.20582
0.04;48.954;-2.583;253.26267;230.2243
0.05;48.954;-2.583;253.26267;230.2243
0.05;48.954;-2.706;253.26267;230.2243
0.04;48.954;-2.706;253.26267;230.2243
0.05;48.954;-2.46;253.26267;230.2243
0.04;48.831;-2.337;253.25372;230.24279
0.05;48.954;-2.214;253.26267;230.2243
0.05;48.954;-2.214;253.26267;230.2243
0.04;49.077;-2.583;253.27161;230.20582
0.05;49.077;-2.583;253.27161;230.20582
0.04;49.077;-2.583;253.27161;230.20582
0.05;48.831;-2.337;253.25372;230.24279
0.05;48.831;-2.337;253.25372;230.24279
0.04;48.831;-2.337;253.25372;230.24279
0.05;48.831;-2.46;253.25372;230.24279
0.04;48.708;-2.214;253.24478;230.2613
0.05;48.831;-2.337;253.25372;230.24279
0.05;48.954;-2.46;253.26267;230.2243
0.04;49.323;-2.583;253.28948;230.16887
0.05;49.077;-2.214;253.27161;230.20582
0.05;49.446;-2.583;253.2984;230.15041
0.04;49.323;-2.337;253.28948;230.16887
0.05;49.323;-2.337;253.28948;230.16887
0.04;49.323;-2.337;253.28948;230.16887
0.05;49.446;-2.46;253.2984;230.15041
0.04;49.323;-2.583;253.28948;230.16887
0.05;49.323;-2.46;253.28948;230.16887
0.05;49.077;-2.214;253.27161;230.20582
0.04;49.077;-2.091;253.27161;230.20582
0.05;49.446;-2.46;253.2984;230.15041
0.05;49.569;-2.706;253.30732;230.13196
0.04;49.569;-2.583;253.30732;230.13196
0.05;49.323;-2.214;253.28948;230.16887
0.04;49.077;-2.214;253.27161;230.20582
0.05;48.954;-2.214;253.26267;230.2243
0.05;49.077;-2.583;253.27161;230.20582
0.04;49.323;-2.583;253.28948;230.16887
0.05;49.446;-2.706;253.2984;230.15041
0.04;49.446;-2.706;253.2984;230.15041
0.05;49.323;-2.583;253.28948;230.16887
0.05;49.323;-2.829;253.28948;230.16887
0.04;49.323;-2.583;253.28948;230.16887
0.05;49.323;-2.46;253.28948;230.16887
0.04;49.323;-2.46;253.28948;230.16887
0.05;49.323;-2.46;253.28948;230.16887
0.04;49.077;-2.337;253.27161;230.20582
0.05;49.077;-2.337;253.27161;230.20582
0.05;48.954;-2.091;253.26267;230.2243
0.04;49.077;-2.337;253.27161;230.20582
0.05;49.077;-2.583;253.27161;230.20582
0.05;48.954;-2.583;253.26267;230.2243
0.04;48.954;-2.46;253.26267;230.2243
0.05;48.954;-2.214;253.26267;230.2243
0.04;48.954;-2.214;253.26267;230.2243
0.05;48.954;-2.46;253.26267;230.2243
0.05;48.954;-2.46;253.26267;230.2243
0.04;49.077;-2.583;253.27161;230.20582
0.05;49.323;-2.829;253.28948;230.16887
0.05;49.323;-2.583;253.28948;230.16887
0.04;49.077;-2.337;253.27161;230.20582
0.04;49.077;-2.337;253.27161;230.20582
0.05;49.077;-2.214;253.27161;230.20582
0.05;49.077;-2.091;253.27161;230.20582
0.04;49.077;-2.337;253.27161;230.20582
0.05;49.323;-2.583;253.28948;230.16887
0.05;49.077;-2.214;253.27161;230.20582
0.04;49.077;-2.214;253.27161;230.20582
0.05;49.077;-2.583;253.27161;230.20582
0.04;48.954;-2.46;253.26267;230.2243
0.05;49.077;-2.706;253.27161;230.20582
0.05;48.954;-2.46;253.26267;230.2243
0.04;48.708;-2.337;253.24478;230.2613
0.05;48.954;-2.583;253.26267;230.2243
0.05;49.077;-2.337;253.27161;230.20582
0.04;49.077;-2.337;253.27161;230.20582
0.05;49.323;-2.46;253.28948;230.16887
0.04;49.446;-2.706;253.2984;230.15041
0.05;49.569;-2.706;253.30732;230.13196
0.05;49.323;-2.46;253.28948;230.16887
0.04;49.077;-2.337;253.27161;230.20582
0.05;49.323;-2.583;253.28948;230.16887
0.04;49.323;-2.583;253.28948;230.16887
0.05;49.077;-2.583;253.27161;230.20582
0.04;48.954;-2.214;253.26267;230.2243
0.05;48.954;-2.091;253.26267;230.2243
0.05;48.954;-2.214;253.26267;230.2243
0.04;48.954;-2.214;253.26267;230.2243
0.05;49.077;-2.337;253.27161;230.20582
0.05;48.954;-2.091;253.26267;230.2243
0.04;48.954;-2.091;253.26267;230.2243
0.05;49.077;-2.337;253.27161;230.20582
0.04;49.077;-2.337;253.27161;230.20582
0.05;48.954;-2.46;253.26267;230.2243
0.05;49.323;-2.583;253.28948;230.16887
0.04;49.077;-2.337;253.27161;230.20582
0.05;48.954;-2.091;253.26267;230.2243
0.05;48.954;-2.091;253.26267;230.2243
0.04;48.954;-2.091;253.26267;230.2243
0.04;48.954;-2.091;253.26267;230.2243
0.05;49.077;-2.091;253.27161;230.20582
0.05;49.077;-2.091;253.27161;230.20582
0.04;49.077;-1.968;253.27161;230.20582
0.05;49.323;-2.337;253.28948;230.16887
0.05;49.446;-2.337;253.2984;230.15041
0.04;49.323;-2.091;253.28948;230.16887
0.05;49.077;-1.722;253.27161;230.20582
0.04;49.323;-1.968;253.28948;230.16887
0.05;49.569;-1.968;253.30732;230.13196
0.05;49.692;-1.845;253.31624;230.11352
0.04;49.938;-2.091;253.33406;230.07666
0.05;50.061;-2.091;253.34296;230.05825
0.05;50.184;-1.968;253.35186;230.03984
0.04;50.307;-1.845;253.36075;230.02144
0.05;50.553;-1.722;253.37853;229.98467
0.04;50.799;-1.722;253.39628;229.94794
0.05;50.799;-1.476;253.39628;229.94794
0.05;51.168;-1.476;253.42288;229.8929
0.04;51.291;-1.476;253.43173;229.87457
0.05;51.906;-1.722;253.47594;229.78305
0.05;51.906;-1.353;253.47594;229.78305
0.04;52.029;-1.23;253.48477;229.76477
0.05;52.275;-1.107;253.50241;229.72824
0.04;52.644;-1.107;253.52884;229.67351
0.05;53.013;-0.984;253.55522;229.61885
0.05;53.382;-1.23;253.58157;229.56428
0.04;53.628;-1.353;253.5991;229.52794
0.05;53.751;-1.353;253.60787;229.50978
0.05;54.243;-1.476;253.64287;229.43723
0.04;54.366;-1.353;253.65161;229.41911
0.05;54.489;-0.861;253.66034;229.40101
0.04;54.735;-0.984;253.6778;229.36482
0.05;54.735;-0.738;253.6778;229.36482
0.05;54.981;-0.492;253.69524;229.32866
0.04;55.35;-0.615;253.72136;229.2745
0.05;55.719;-0.738;253.74743;229.2204
0.05;55.842;-0.123;253.75612;229.20239
0.04;56.088;0;253.77347;229.16639
0.05;56.58;-0.369;253.80812;229.09449
0.04;56.826;-0.123;253.82542;229.05859
0.05;56.949;-0.123;253.83406;229.04065
0.05;57.441;-0.246;253.86859;228.96899
0.04;57.687;-0.246;253.88582;228.9332
0.05;57.933;-0.246;253.90304;228.89746
0.05;57.933;0.123;253.90304;228.89746
0.04;58.302;0.123;253.92882;228.8439
0.05;58.425;0.492;253.93741;228.82606
0.04;58.917;0.123;253.97171;228.7548
0.05;59.163;0;253.98884;228.71922
0.05;59.409;0.123;254.00594;228.68368
0.04;59.778;0;254.03157;228.63042
0.05;60.024;0.123;254.04863;228.59496
0.05;60.27;0.492;254.06567;228.55953
0.04;60.393;0.738;254.07418;228.54183
0.05;60.762;0.738;254.0997;228.48878
0.04;60.885;0.861;254.10819;228.47111
0.05;61.131;0.984;254.12517;228.4358
0.05;61.5;0.984;254.1506;228.38289
0.04;61.746;0.984;254.16753;228.34767
0.05;62.115;0.861;254.1929;228.29489
0.04;62.484;0.861;254.21822;228.24218
0.05;62.607;1.23;254.22665;228.22463
0.04;62.73;1.476;254.23508;228.20709
0.05;63.099;1.476;254.26034;228.15451
0.05;63.345;1.599;254.27715;228.1195
0.04;63.591;1.599;254.29395;228.08452
0.05;64.083;1.599;254.32749;228.01467
0.05;64.329;1.722;254.34423;227.97979
0.04;64.575;1.845;254.36096;227.94495
0.05;64.821;1.845;254.37766;227.91013
0.04;64.821;2.091;254.37766;227.91013
0.05;65.067;2.091;254.39435;227.87536
0.05;65.436;2.091;254.41935;227.82325
0.04;65.682;2.337;254.43599;227.78855
0.05;65.928;2.46;254.45262;227.75389
0.05;66.051;2.706;254.46092;227.73657
0.04;66.42;2.583;254.48582;227.68466
0.05;66.543;2.706;254.4941;227.66738
0.04;66.666;3.075;254.50239;227.6501
0.05;67.035;3.075;254.52721;227.59832
0.05;67.281;3.321;254.54374;227.56383
0.04;67.527;3.567;254.56025;227.52938
0.05;68.142;3.198;254.60145;227.44341
0.05;68.265;3.567;254.60967;227.42624
0.04;68.634;3.69;254.63432;227.37477
0.05;68.88;3.813;254.65073;227.3405
0.04;69.126;3.69;254.66713;227.30627
0.05;69.495;3.567;254.69169;227.25497
0.04;69.618;3.813;254.69986;227.23789
0.05;69.987;3.813;254.72437;227.1867
0.05;70.11;4.059;254.73253;227.16965
0.04;70.356;4.059;254.74883;227.13558
0.05;70.602;4.182;254.76512;227.10154
0.04;70.848;4.305;254.78139;227.06753
0.05;71.094;4.428;254.79764;227.03356
0.05;71.217;4.674;254.80576;227.01658
0.04;71.34;4.674;254.81388;226.99961
0.05;71.586;4.797;254.83009;226.9657
0.05;71.832;4.92;254.84629;226.93183
0.04;72.078;5.043;254.86248;226.89798
0.05;72.324;5.289;254.87864;226.86417
0.04;72.693;5.166;254.90285;226.81351
0.05;73.185;5.043;254.93508;226.74608
0.05;73.431;5.043;254.95116;226.71241
0.04;73.431;5.658;254.95116;226.71241
0.05;73.677;5.658;254.96723;226.67878
0.05;74.046;5.658;254.9913;226.62839
0.04;74.292;5.781;255.00733;226.59483
0.05;74.415;6.15;255.01533;226.57807
0.04;74.661;6.15;255.03133;226.54456
0.05;75.03;6.15;255.0553;226.49436
0.04;75.153;6.396;255.06327;226.47765
0.05;75.522;6.519;255.08719;226.42754
0.05;75.768;6.642;255.10311;226.39418
0.04;76.014;6.765;255.11901;226.36085
0.05;76.383;7.011;255.14283;226.31092
0.04;76.629;7.134;255.15869;226.27767
0.05;76.752;7.134;255.16661;226.26106
0.05;76.998;7.257;255.18245;226.22786
0.04;77.121;7.626;255.19036;226.21127
0.05;77.49;7.626;255.21406;226.16155
0.05;77.613;7.995;255.22195;226.145
0.04;77.859;7.995;255.23773;226.11191
0.05;78.228;8.241;255.26135;226.06233
0.04;78.597;8.364;255.28494;226.01283
0.05;78.966;8.364;255.30849;225.9634
0.05;79.335;8.487;255.332;225.91404
0.04;79.704;8.364;255.35548;225.86475
0.05;79.827;8.61;255.36329;225.84834
0.05;79.827;8.856;255.36329;225.84834
0.04;79.95;8.979;255.3711;225.83193
0.05;80.073;9.102;255.37891;225.81553
0.04;80.319;9.225;255.39451;225.78276
0.05;80.565;9.348;255.41009;225.75002
0.05;80.811;9.348;255.42566;225.71732
0.04;81.18;9.594;255.44898;225.66831
0.05;81.549;9.471;255.47226;225.61938
0.04;81.918;9.717;255.4955;225.57052
0.05;82.164;9.963;255.51097;225.53798
0.04;82.41;10.086;255.52643;225.50548
0.05;82.902;10.086;255.55729;225.44057
0.05;83.025;10.086;255.565;225.42436
0.04;83.271;10.086;255.58039;225.39197
0.05;83.394;10.332;255.58808;225.37578
0.05;83.886;10.332;255.61881;225.31112
0.04;84.009;10.455;255.62648;225.29497
0.05;84.009;10.701;255.62648;225.29497
0.04;84.255;10.824;255.64181;225.26271
0.05;84.378;11.07;255.64947;225.24658
0.05;84.747;11.193;255.67242;225.19826
0.04;84.87;11.439;255.68006;225.18217
0.05;85.116;11.685;255.69533;225.15001
0.05;85.485;11.808;255.7182;225.10183
0.04;85.854;11.931;255.74104;225.05373
0.05;86.1;12.054;255.75624;225.02169
0.04;86.223;12.177;255.76383;225.00569
0.05;86.469;12.423;255.77901;224.9737
0.05;86.715;12.546;255.79417;224.94174
0.04;87.084;12.423;255.81688;224.89387
0.05;87.33;12.669;255.832;224.86199
0.05;87.576;12.669;255.8471;224.83014
0.04;87.822;12.669;255.86219;224.79832
0.05;88.068;12.792;255.87726;224.76654
0.04;88.314;12.915;255.89231;224.73478
0.05;88.314;13.284;255.89231;224.73478
0.05;88.683;13.284;255.91486;224.68721
0.04;88.929;13.53;255.92987;224.65553
0.05;89.421;13.653;255.95984;224.59227
0.05;89.544;13.899;255.96732;224.57647
0.04;89.913;13.899;255.98974;224.52913
0.05;90.036;14.268;255.99721;224.51336
0.04;90.282;14.514;256.01213;224.48185
0.05;90.405;14.637;256.01958;224.46611
0.05;90.651;14.637;256.03447;224.43465
0.04;90.897;14.76;256.04935;224.40322
0.05;91.02;15.129;256.05679;224.38751
0.05;91.389;15.006;256.07906;224.34044
0.04;91.635;15.252;256.09389;224.3091
0.05;92.127;15.129;256.12349;224.24652
0.04;92.127;15.498;256.12349;224.24652
0.05;92.496;15.498;256.14566;224.19965
0.05;92.865;15.498;256.16778;224.15286
0.04;93.111;15.744;256.18251;224.12171
0.05;93.357;15.867;256.19722;224.09058
0.05;93.603;15.744;256.21192;224.05948
0.04;93.726;15.99;256.21926;224.04395
0.05;93.972;16.113;256.23394;224.0129
0.04;94.095;16.359;256.24127;223.99738
0.05;94.341;16.605;256.25591;223.96638
0.05;94.71;16.359;256.27785;223.91993
0.04;94.833;16.605;256.28516;223.90446
0.05;95.202;16.605;256.30705;223.8581
0.05;95.325;16.974;256.31434;223.84266
0.04;95.448;17.22;256.32163;223.82723
0.05;95.817;17.22;256.34346;223.78099
0.04;96.063;17.589;256.35799;223.75019
0.05;96.432;17.712;256.37976;223.70406
0.05;96.801;17.589;256.4015;223.658
0.04;97.047;17.835;256.41597;223.62732
0.05;97.416;17.712;256.43764;223.58137
0.05;97.662;17.835;256.45207;223.55077
0.04;97.908;18.081;256.46648;223.52021
0.05;98.031;18.081;256.47368;223.50493
0.04;98.277;18.204;256.48807;223.47441
0.05;98.523;18.204;256.50244;223.44392
0.05;98.646;18.573;256.50962;223.42868
0.04;98.892;18.819;256.52397;223.39824
0.05;99.015;18.819;256.53114;223.38302
0.05;99.384;18.942;256.55262;223.33743
0.04;99.63;19.065;256.56692;223.30707
0.05;99.753;19.311;256.57406;223.29191
0.05;100.122;19.311;256.59547;223.24645
0.04;100.245;19.68;256.6026;223.23131
0.05;100.614;19.803;256.62396;223.18594
0.04;100.86;19.803;256.63818;223.15573
0.05;101.229;20.049;256.65948;223.11047
0.05;101.352;20.295;256.66657;223.0954
0.04;101.598;20.541;256.68074;223.06528
0.05;101.967;20.418;256.70197;223.02016
0.04;102.336;20.664;256.72316;222.9751
0.05;102.336;20.91;256.72316;222.9751
0.05;102.705;20.91;256.74432;222.93011
0.04;102.951;21.033;256.7584;222.90015
0.05;103.074;21.156;256.76544;222.88519
0.05;103.443;21.279;256.78652;222.84033
0.04;103.566;21.402;256.79354;222.82539
0.05;103.812;21.525;256.80757;222.79554
0.04;104.058;21.648;256.82159;222.76571
0.05;104.427;21.771;256.84258;222.72103
0.05;104.55;22.017;256.84957;222.70615
0.05;104.796;22.017;256.86353;222.67642
0.04;105.042;22.263;256.87748;222.64671
0.05;105.165;22.386;256.88445;222.63187
0.05;105.411;22.632;256.89838;222.6022
0.04;105.657;22.755;256.91229;222.57257
0.05;106.026;22.755;256.93313;222.52817
0.04;106.395;22.755;256.95393;222.48385
0.05;106.764;22.878;256.9747;222.43958
0.05;107.01;23.001;256.98852;222.41011
0.04;107.256;23.124;257.00233;222.38066
0.05;107.379;23.37;257.00923;222.36595
0.05;107.625;23.493;257.02302;222.33655
0.04;107.748;23.739;257.0299;222.32186
0.05;107.871;23.862;257.03679;222.30718
0.05;108.117;23.985;257.05054;222.27784
0.04;108.486;24.231;257.07114;222.23388
0.05;108.732;24.354;257.08486;222.20461
0.04;108.978;24.477;257.09856;222.17537
0.05;109.224;24.723;257.11224;222.14616
0.05;109.47;24.846;257.12591;222.11698
0.04;109.716;25.092;257.13957;222.08782
0.05;109.962;25.461;257.15321;222.0587
0.04;110.331;25.461;257.17364;222.01507
0.06;110.577;25.584;257.18724;221.98601
0.04;110.946;25.707;257.20761;221.94249
0.05;111.069;26.076;257.21439;221.92799
0.04;111.315;26.076;257.22794;221.89903
0.05;111.561;26.322;257.24148;221.87009
0.05;111.807;26.445;257.255;221.84118
0.04;112.053;26.445;257.26851;221.8123
0.05;112.299;26.691;257.282;221.78345
0.04;112.545;26.814;257.29548;221.75463
0.05;112.791;26.814;257.30894;221.72583
0.05;113.16;26.937;257.32911;221.6827
0.04;113.529;26.814;257.34924;221.63962
0.05;113.529;27.183;257.34924;221.63962
0.05;113.529;27.552;257.34924;221.63962
0.04;113.898;27.552;257.36933;221.59661
0.05;114.144;27.798;257.38271;221.56798
0.05;114.267;28.044;257.38939;221.55367
0.04;114.636;28.167;257.40942;221.51079
0.05;114.882;28.167;257.42275;221.48223
0.04;115.128;28.413;257.43607;221.45371
0.05;115.497;28.536;257.45601;221.41098
0.05;115.866;28.659;257.47593;221.36831
0.05;116.112;28.659;257.48918;221.3399
0.04;116.358;28.782;257.50242;221.31152
0.05;116.481;29.028;257.50904;221.29734
0.05;116.85;28.905;257.52886;221.25484
0.04;117.096;29.151;257.54206;221.22654
0.05;117.342;29.274;257.55524;221.19827
0.04;117.465;29.52;257.56182;221.18415
0.05;117.834;29.397;257.58156;221.14182
0.05;117.957;29.52;257.58813;221.12772
0.04;118.203;29.766;257.60125;221.09955
0.05;118.449;29.766;257.61437;221.07141
0.05;118.572;30.135;257.62092;221.05735
0.04;118.818;30.258;257.63401;221.02925
0.05;119.064;30.504;257.64708;221.00118
0.04;119.31;30.75;257.66015;220.97313
0.05;119.679;30.627;257.67971;220.93112
0.05;120.048;30.75;257.69924;220.88917
0.04;120.417;30.873;257.71874;220.84728
0.05;120.417;31.119;257.71874;220.84728
0.05;120.786;30.996;257.7382;220.80545
0.05;121.032;30.996;257.75116;220.77761
0.04;121.155;31.242;257.75763;220.76369
0.05;121.278;31.365;257.7641;220.74978
0.04;121.524;31.488;257.77702;220.72199
0.05;121.77;31.734;257.78994;220.69423
0.05;122.016;31.98;257.80283;220.66649
0.04;122.508;31.98;257.82859;220.6111
0.05;122.754;32.103;257.84144;220.58344
0.05;123;32.226;257.85428;220.55581
0.04;123.246;32.472;257.8671;220.52821
0.05;123.492;32.472;257.87991;220.50064
0.04;123.738;32.595;257.8927;220.4731
0.05;123.984;32.718;257.90548;220.44558
0.05;124.107;33.087;257.91187;220.43183
0.05;124.353;33.087;257.92463;220.40436
0.04;124.476;33.579;257.931;220.39063
0.05;124.722;33.702;257.94374;220.3632
0.05;124.968;33.825;257.95646;220.33579
0.04;125.337;33.948;257.97551;220.29473
0.05;125.583;34.194;257.9882;220.2674
0.05;125.829;34.317;258.00087;220.24008
0.04;126.198;34.44;258.01984;220.19917
0.05;126.444;34.686;258.03248;220.17193
0.05;126.69;34.809;258.0451;220.14471
0.04;126.936;34.932;258.0577;220.11753
0.05;127.305;34.932;258.07658;220.0768
0.05;127.551;35.055;258.08915;220.04968
0.05;127.797;35.178;258.1017;220.02258
0.04;127.92;35.301;258.10797;220.00905
0.05;128.166;35.424;258.12051;219.982
0.04;128.412;35.547;258.13302;219.95497
0.05;128.658;35.547;258.14553;219.92798
0.05;129.027;35.547;258.16425;219.88753
0.04;129.15;35.793;258.17049;219.87406
0.05;129.396;35.916;258.18295;219.84715
0.05;129.642;36.039;258.1954;219.82026
0.05;129.765;36.408;258.20161;219.80682
0.04;130.011;36.408;258.21404;219.77998
0.05;130.257;36.777;258.22645;219.75315
0.04;130.503;36.9;258.23884;219.72636
0.05;130.995;36.9;258.26359;219.67285
0.05;131.118;37.146;258.26977;219.65949
0.04;131.364;37.146;258.28212;219.63279
0.05;131.733;37.269;258.30061;219.59279
0.05;131.979;37.392;258.31292;219.56616
0.05;132.348;37.392;258.33136;219.52626
0.04;132.471;37.638;258.33749;219.51297
0.05;132.717;37.638;258.34976;219.48642
0.04;132.963;37.761;258.36202;219.45989
0.05;133.209;37.761;258.37425;219.43339
0.05;133.578;37.761;258.39259;219.39369
0.04;133.701;37.884;258.39869;219.38047
0.05;133.947;38.007;258.41089;219.35406
0.05;134.07;38.13;258.41698;219.34086
0.05;134.316;38.376;258.42916;219.31448
0.04;134.562;38.376;258.44132;219.28812
0.05;134.931;38.376;258.45953;219.24864
0.04;135.177;38.376;258.47166;219.22236
0.05;135.423;38.622;258.48377;219.1961
0.05;135.669;38.745;258.49587;219.16986
0.05;135.915;38.745;258.50795;219.14366
0.04;136.161;38.991;258.52002;219.11747
0.05;136.284;39.237;258.52605;219.10439
0.05;136.53;39.114;258.5381;219.07825
0.04;136.776;39.36;258.55014;219.05214
0.05;137.022;39.483;258.56216;219.02605
0.05;137.268;39.606;258.57417;218.99999
0.05;137.637;39.606;258.59215;218.96094
0.04;137.883;39.729;258.60412;218.93495
0.05;138.129;39.729;258.61608;218.90898
0.04;138.375;40.098;258.62803;218.88303
0.05;138.621;40.221;258.63996;218.85712
0.05;138.99;40.221;258.65783;218.81829
0.04;139.113;40.467;258.66378;218.80536
0.05;139.359;40.59;258.67567;218.77952
0.05;139.728;40.713;258.69347;218.74081
0.05;139.974;40.836;258.70533;218.71503
0.04;140.343;40.713;258.72309;218.67642
0.05;140.466;40.959;258.729;218.66356
0.04;140.712;41.082;258.74081;218.63787
0.05;140.835;41.205;258.74671;218.62503
0.05;141.081;41.205;258.75851;218.59937
0.04;141.45;41.205;258.77617;218.56094
0.05;141.573;41.574;258.78205;218.54814
0.05;141.819;41.697;258.7938;218.52256
0.05;141.942;41.82;258.79967;218.50978
0.04;142.311;41.82;258.81727;218.47148
0.05;142.434;42.189;258.82312;218.45872
0.04;142.68;42.312;258.83483;218.43323
0.05;142.926;42.558;258.84652;218.40777
0.05;143.295;42.558;258.86403;218.36962
0.05;143.664;42.681;258.88151;218.33153
0.04;143.91;42.927;258.89314;218.30617
0.05;144.156;43.05;258.90477;218.28084
0.05;144.525;43.173;258.92217;218.24289
0.04;144.648;43.419;258.92797;218.23025
0.05;144.894;43.665;258.93955;218.20499
0.04;145.017;43.788;258.94534;218.19237
0.05;145.263;43.911;258.9569;218.16715
0.05;145.509;43.911;258.96845;218.14196
0.05;145.878;44.034;258.98574;218.10421
0.04;146.124;44.034;258.99726;218.07908
0.05;146.37;44.034;259.00876;218.05398
0.05;146.616;44.28;259.02025;218.0289
0.04;146.739;44.526;259.02599;218.01637
0.05;147.108;44.526;259.04318;217.97882
0.05;147.477;44.403;259.06035;217.94132
0.04;147.6;44.649;259.06606;217.92884
0.05;147.846;44.772;259.07749;217.90389
0.05;147.969;45.018;259.08319;217.89142
0.04;148.338;45.018;259.10029;217.85406
0.05;148.707;44.895;259.11735;217.81675
0.05;148.83;45.264;259.12304;217.80433
0.05;149.199;45.387;259.14006;217.7671
