Deltat;T;DeltaT;pinj;pdet
0.04;237.39;44.895;262.45927;210.31667
0.05;237.636;44.895;262.46674;210.29942
0.05;237.882;44.772;262.4742;210.28218
0.04;238.128;44.772;262.48165;210.26497
0.05;238.251;44.895;262.48537;210.25637
0.05;238.497;44.895;262.49281;210.23918
0.05;238.743;44.895;262.50023;210.222
0.04;238.866;45.018;262.50395;210.21342
0.05;239.112;45.141;262.51136;210.19627
0.04;239.481;45.141;262.52247;210.17058
0.05;239.604;45.264;262.52617;210.16202
0.05;239.85;45.387;262.53356;210.14493
0.04;240.096;45.387;262.54095;210.12784
0.05;240.342;45.387;262.54832;210.11078
0.05;240.711;45.387;262.55937;210.08521
0.04;240.957;45.387;262.56673;210.06819
0.05;241.326;45.264;262.57774;210.04268
0.05;241.572;45.264;262.58508;210.0257
0.04;241.818;45.141;262.59241;210.00873
0.05;242.064;45.141;262.59972;209.99178
0.05;242.31;45.141;262.60703;209.97485
0.04;242.556;45.141;262.61434;209.95793
0.05;242.802;45.141;262.62163;209.94103
0.05;243.048;45.264;262.62892;209.92415
0.04;243.294;45.141;262.6362;209.90728
0.05;243.54;45.141;262.64347;209.89043
0.04;243.663;45.141;262.6471;209.88201
0.05;243.909;45.264;262.65436;209.86518
0.05;244.155;45.264;262.66161;209.84837
0.05;244.401;45.264;262.66885;209.83158
0.04;244.524;45.264;262.67247;209.82319
0.05;244.893;45.141;262.68331;209.79804
0.05;245.139;45.141;262.69053;209.78129
0.04;245.385;45.264;262.69774;209.76456
0.05;245.754;45.141;262.70854;209.7395
0.04;245.877;45.264;262.71214;209.73115
0.05;246.246;45.141;262.72292;209.70614
0.05;246.615;45.018;262.73368;209.68116
0.05;246.738;45.141;262.73726;209.67284
0.04;246.861;45.141;262.74084;209.66452
0.05;247.23;45.018;262.75157;209.63961
0.05;247.353;45.141;262.75515;209.63131
0.04;247.476;45.264;262.75872;209.62301
0.05;247.845;45.264;262.76942;209.59815
0.05;248.214;45.141;262.7801;209.57333
0.04;248.583;45.018;262.79077;209.54854
0.05;248.829;45.018;262.79787;209.53204
0.04;249.075;44.895;262.80497;209.51555
0.05;249.198;45.018;262.80851;209.50731
0.05;249.321;45.018;262.81205;209.49907
0.05;249.567;45.018;262.81913;209.48261
0.04;249.69;45.018;262.82267;209.47439
0.05;250.059;44.895;262.83327;209.44975
0.05;250.428;44.772;262.84385;209.42514
0.04;250.674;44.772;262.85089;209.40875
0.05;250.92;45.018;262.85793;209.39238
0.04;251.166;45.018;262.86496;209.37602
0.05;251.412;45.018;262.87198;209.35968
0.05;251.535;45.141;262.87549;209.35152
0.05;251.904;45.018;262.886;209.32705
0.04;252.15;44.895;262.893;209.31075
0.05;252.519;44.772;262.90348;209.28634
0.05;252.765;44.772;262.91046;209.27009
0.04;252.888;44.895;262.91395;209.26196
0.05;253.134;44.772;262.92092;209.24573
0.04;253.38;44.895;262.92788;209.22952
0.05;253.749;44.772;262.93831;209.20522
0.05;253.872;44.895;262.94178;209.19713
0.04;254.241;44.772;262.95219;209.17288
0.05;254.487;44.649;262.95912;209.15673
0.05;254.61;44.772;262.96258;209.14866
0.05;254.856;44.649;262.9695;209.13254
0.04;254.979;44.772;262.97295;209.12448
0.05;255.225;44.772;262.97986;209.10838
0.04;255.348;44.895;262.98331;209.10034
0.05;255.717;44.772;262.99365;209.07622
0.05;256.086;44.649;263.00397;209.05215
0.04;256.332;44.649;263.01085;209.03611
0.05;256.578;44.649;263.01771;209.0201
0.05;256.824;44.649;263.02457;209.00409
0.04;257.07;44.526;263.03142;208.9881
0.05;257.316;44.526;263.03827;208.97213
0.04;257.439;44.649;263.04169;208.96415
0.05;257.808;44.649;263.05193;208.94023
0.05;258.054;44.649;263.05876;208.9243
0.05;258.3;44.772;263.06557;208.90839
0.04;258.669;44.772;263.07578;208.88455
0.05;258.915;44.895;263.08258;208.86867
0.05;259.038;45.141;263.08597;208.86074
0.04;259.284;45.018;263.09276;208.84489
0.05;259.53;45.141;263.09954;208.82905
0.04;259.899;45.141;263.1097;208.80532
0.05;260.022;45.141;263.11308;208.79742
0.05;260.268;45.141;263.11984;208.78162
0.05;260.637;45.018;263.12996;208.75796
0.04;260.883;45.018;263.1367;208.7422
0.05;261.006;45.141;263.14007;208.73433
0.05;261.252;45.141;263.1468;208.71859
0.04;261.498;45.264;263.15352;208.70287
0.05;261.744;45.387;263.16024;208.68717
0.04;262.113;45.264;263.1703;208.66364
0.05;262.236;45.387;263.17365;208.6558
0.05;262.605;45.387;263.18369;208.63231
0.04;262.851;45.387;263.19038;208.61667
0.05;263.097;45.264;263.19706;208.60105
0.05;263.343;45.264;263.20373;208.58544
0.05;263.589;45.264;263.21039;208.56984
0.04;263.958;45.141;263.22038;208.54647
0.05;264.204;45.141;263.22702;208.53091
0.04;264.45;45.264;263.23366;208.51536
0.05;264.696;45.141;263.2403;208.49983
0.05;264.942;45.141;263.24692;208.48431
0.04;265.188;45.141;263.25354;208.46881
0.05;265.557;45.018;263.26346;208.44558
0.05;265.68;45.141;263.26676;208.43785
0.05;265.803;45.141;263.27007;208.43011
0.04;266.049;45.018;263.27666;208.41466
0.05;266.172;45.141;263.27996;208.40694
0.04;266.418;45.141;263.28654;208.39151
0.05;266.664;45.141;263.29312;208.37609
0.05;267.033;45.141;263.30298;208.35299
0.04;267.279;45.141;263.30954;208.33761
0.05;267.525;45.141;263.3161;208.32224
0.05;267.648;45.387;263.31937;208.31456
0.04;268.017;45.264;263.32919;208.29154
0.05;268.263;45.387;263.33573;208.27622
0.05;268.509;45.387;263.34226;208.2609
0.04;268.755;45.387;263.34878;208.24561
0.05;269.124;45.264;263.35855;208.22269
0.05;269.493;45.141;263.36831;208.19979
0.04;269.739;45.141;263.37481;208.18455
0.05;269.985;45.141;263.3813;208.16932
0.05;270.231;45.141;263.38778;208.15411
0.04;270.354;45.141;263.39102;208.14651
0.05;270.6;45.141;263.39749;208.13131
0.05;270.846;45.018;263.40396;208.11613
0.05;270.969;45.018;263.40719;208.10855
0.04;271.215;44.895;263.41365;208.09339
0.05;271.584;44.772;263.42333;208.07067
0.04;271.707;44.895;263.42655;208.06311
0.05;271.953;44.772;263.43299;208.04799
0.05;272.199;44.772;263.43942;208.03288
0.04;272.322;45.018;263.44263;208.02534
0.05;272.691;44.895;263.45226;208.00271
0.05;272.937;45.018;263.45868;207.98765
0.04;273.306;44.895;263.46828;207.96508
0.05;273.552;44.895;263.47468;207.95005
0.05;273.798;44.895;263.48107;207.93503
0.04;273.921;45.141;263.48427;207.92753
0.05;274.167;45.141;263.49065;207.91253
0.05;274.536;45.018;263.50021;207.89006
0.04;274.782;45.018;263.50657;207.8751
0.05;275.028;45.018;263.51293;207.86015
0.05;275.397;44.895;263.52246;207.83775
0.04;275.52;45.018;263.52563;207.83029
0.05;275.889;44.895;263.53514;207.80793
0.05;276.135;44.772;263.54147;207.79304
0.04;276.381;44.772;263.5478;207.77816
0.05;276.627;44.649;263.55412;207.7633
0.05;276.75;44.649;263.55728;207.75587
0.04;276.873;44.649;263.56043;207.74845
0.05;277.119;44.649;263.56674;207.73361
0.05;277.365;44.649;263.57304;207.71879
0.04;277.734;44.526;263.58248;207.69658
0.05;277.98;44.526;263.58877;207.68179
0.04;278.226;44.526;263.59504;207.66701
0.05;278.595;44.526;263.60445;207.64487
0.05;278.841;44.526;263.61072;207.63012
0.05;279.087;44.403;263.61698;207.61539
0.04;279.21;44.526;263.6201;207.60803
0.05;279.456;44.526;263.62635;207.59332
0.05;279.702;44.28;263.6326;207.57862
0.04;279.948;44.28;263.63883;207.56393
0.05;280.194;44.403;263.64506;207.54926
0.04;280.44;44.28;263.65129;207.53459
0.05;280.686;44.403;263.65751;207.51995
0.05;281.055;44.28;263.66683;207.498
0.05;281.301;44.28;263.67303;207.48338
0.04;281.67;44.157;263.68233;207.46148
0.05;281.916;44.157;263.68852;207.4469
0.05;282.039;44.157;263.69161;207.43961
0.04;282.162;44.034;263.6947;207.43233
0.05;282.531;43.911;263.70397;207.41049
0.04;282.654;43.788;263.70706;207.40322
0.05;282.777;43.911;263.71014;207.39595
0.05;283.146;43.665;263.71938;207.37417
0.05;283.392;43.665;263.72554;207.35966
0.04;283.761;43.665;263.73476;207.33792
0.05;283.884;43.665;263.73783;207.33068
0.05;284.253;43.419;263.74704;207.30898
0.04;284.499;43.419;263.75317;207.29453
0.05;284.622;43.419;263.75623;207.28731
0.04;284.868;43.296;263.76235;207.27287
0.05;284.991;43.419;263.76541;207.26566
0.05;285.36;43.419;263.77458;207.24404
0.04;285.606;43.296;263.78068;207.22965
0.05;285.975;43.296;263.78983;207.20808
0.05;286.344;43.173;263.79896;207.18653
0.05;286.59;43.173;263.80504;207.17219
0.04;286.836;43.05;263.81112;207.15785
0.05;287.082;43.05;263.81719;207.14353
0.04;287.205;43.05;263.82022;207.13638
0.05;287.328;43.05;263.82325;207.12922
0.05;287.574;42.927;263.82931;207.11492
0.04;287.82;43.05;263.83537;207.10064
0.05;288.189;42.804;263.84444;207.07923
0.05;288.435;42.927;263.85048;207.06498
0.04;288.681;42.927;263.85651;207.05074
0.05;288.927;42.927;263.86254;207.03651
0.05;289.173;42.927;263.86856;207.02229
0.04;289.419;42.927;263.87458;207.00808
0.05;289.542;42.927;263.87759;207.00098
0.05;289.788;43.05;263.8836;206.98679
0.04;290.034;43.05;263.8896;206.97262
0.05;290.28;43.05;263.8956;206.95845
0.05;290.403;43.173;263.8986;206.95137
0.04;290.772;43.173;263.90758;206.93016
0.05;291.018;43.173;263.91357;206.91603
0.04;291.387;43.173;263.92253;206.89486
0.06;291.633;43.173;263.9285;206.88076
0.04;292.002;43.173;263.93745;206.85963
0.05;292.248;43.173;263.9434;206.84556
0.04;292.494;43.173;263.94935;206.8315
0.05;292.74;43.05;263.9553;206.81746
0.05;292.986;43.05;263.96124;206.80342
0.04;293.232;42.927;263.96718;206.7894
0.05;293.355;42.927;263.97014;206.78239
0.04;293.601;42.927;263.97607;206.76839
0.05;293.847;42.804;263.98199;206.75439
0.05;294.093;42.804;263.98791;206.74041
0.05;294.339;42.681;263.99382;206.72644
0.04;294.708;42.558;264.00268;206.70551
0.05;294.831;42.558;264.00563;206.69853
0.05;295.077;42.558;264.01153;206.6846
0.04;295.323;42.435;264.01742;206.67067
0.05;295.446;42.558;264.02036;206.66371
0.05;295.692;42.558;264.02625;206.64981
0.04;296.061;42.558;264.03507;206.62897
0.05;296.184;42.681;264.038;206.62203
0.04;296.43;42.804;264.04387;206.60815
0.05;296.676;42.804;264.04973;206.59429
0.05;297.168;42.558;264.06145;206.5666
0.05;297.414;42.558;264.0673;206.55277
0.04;297.66;42.681;264.07314;206.53896
0.05;298.029;42.435;264.0819;206.51825
0.05;298.152;42.435;264.08481;206.51136
0.04;298.275;42.435;264.08773;206.50446
0.05;298.521;42.435;264.09355;206.49069
0.04;298.767;42.435;264.09938;206.47692
0.05;298.89;42.435;264.10228;206.47004
0.05;299.136;42.435;264.1081;206.45629
0.05;299.505;42.435;264.11681;206.43569
0.04;299.751;42.312;264.12261;206.42197
0.05;300.12;42.312;264.13131;206.4014
0.05;300.366;42.189;264.1371;206.38771
0.04;300.612;42.189;264.14288;206.37403
0.05;300.981;41.943;264.15155;206.35352
0.04;301.227;41.82;264.15732;206.33987
0.05;301.596;41.574;264.16598;206.3194
0.05;301.842;41.574;264.17174;206.30577
0.04;301.965;41.451;264.17462;206.29896
0.05;302.211;41.451;264.18037;206.28535
0.05;302.457;41.328;264.18612;206.27175
0.05;302.58;41.328;264.18899;206.26495
0.04;302.826;41.328;264.19473;206.25137
0.05;303.072;41.328;264.20047;206.23779
0.04;303.195;41.328;264.20334;206.23101
0.05;303.318;41.328;264.20621;206.22423
0.05;303.564;41.205;264.21193;206.21067
0.04;303.933;41.205;264.22052;206.19036
0.05;304.179;41.205;264.22624;206.17684
0.05;304.548;41.082;264.2348;206.15657
0.05;304.794;41.328;264.24051;206.14307
0.04;305.163;41.328;264.24906;206.12284
0.05;305.409;41.328;264.25475;206.10936
0.04;305.532;41.574;264.2576;206.10263
0.05;305.778;41.451;264.26328;206.08917
0.05;306.147;41.328;264.27181;206.06901
0.04;306.393;41.205;264.27748;206.05557
0.05;306.639;41.205;264.28315;206.04215
0.05;306.762;41.205;264.28599;206.03545
0.04;307.008;41.205;264.29165;206.02204
0.05;307.254;41.205;264.29731;206.00864
0.05;307.5;41.082;264.30297;205.99526
0.04;307.746;41.205;264.30862;205.98188
0.05;307.992;41.082;264.31427;205.96852
0.05;308.115;41.205;264.31709;205.96184
0.04;308.484;41.082;264.32555;205.94182
0.05;308.73;41.205;264.33118;205.92849
0.05;308.976;41.205;264.33681;205.91516
0.04;309.345;40.959;264.34525;205.8952
0.05;309.468;41.205;264.34806;205.88855
0.04;309.837;40.959;264.35648;205.86861
0.05;310.083;40.959;264.36209;205.85533
0.05;310.452;40.836;264.3705;205.83544
0.05;310.575;40.959;264.3733;205.82881
0.04;310.944;40.836;264.38169;205.80894
0.05;311.19;40.713;264.38729;205.79571
0.05;311.436;40.713;264.39287;205.78249
0.04;311.682;40.713;264.39845;205.76927
0.05;311.805;40.836;264.40124;205.76267
0.04;312.051;40.713;264.40682;205.74947
0.05;312.174;40.713;264.40961;205.74288
0.05;312.42;40.713;264.41518;205.72969
0.05;312.666;40.59;264.42074;205.71652
0.04;312.912;40.59;264.42631;205.70336
0.05;313.158;40.59;264.43186;205.6902
0.05;313.527;40.467;264.44019;205.67049
0.04;313.773;40.467;264.44574;205.65736
0.05;314.142;40.344;264.45405;205.63769
0.04;314.265;40.467;264.45682;205.63113
0.05;314.511;40.344;264.46236;205.61803
0.05;314.757;40.221;264.46789;205.60494
0.04;315.003;40.221;264.47342;205.59186
0.05;315.249;40.098;264.47894;205.57879
0.05;315.495;40.221;264.48446;205.56573
0.05;315.864;40.098;264.49273;205.54616
0.04;316.11;39.975;264.49824;205.53312
0.05;316.356;39.975;264.50375;205.52009
0.04;316.602;39.852;264.50925;205.50707
0.05;316.848;39.852;264.51475;205.49406
0.05;317.217;39.606;264.52299;205.47457
0.04;317.34;39.606;264.52573;205.46807
0.05;317.586;39.606;264.53122;205.45509
0.05;317.709;39.606;264.53396;205.4486
0.04;317.955;39.483;264.53944;205.43564
0.05;318.078;39.483;264.54218;205.42916
0.05;318.447;39.36;264.55039;205.40973
0.04;318.693;39.36;264.55586;205.39679
0.05;319.062;39.237;264.56405;205.3774
0.05;319.431;38.991;264.57224;205.35803
0.04;319.677;38.868;264.57769;205.34513
0.05;319.923;38.745;264.58314;205.33224
0.05;320.169;38.622;264.58859;205.31935
0.04;320.292;38.622;264.59131;205.31291
0.05;320.538;38.622;264.59675;205.30004
0.04;320.784;38.499;264.60219;205.28718
0.05;321.03;38.376;264.60762;205.27433
0.05;321.153;38.376;264.61034;205.26791
0.05;321.522;38.376;264.61848;205.24865
0.04;321.891;38.13;264.62661;205.22942
0.05;322.137;38.13;264.63203;205.21661
0.05;322.506;38.007;264.64015;205.19741
0.04;322.629;38.007;264.64285;205.19101
0.05;322.752;38.007;264.64556;205.18462
0.05;322.875;38.13;264.64826;205.17823
0.04;323.121;38.007;264.65366;205.16545
0.05;323.367;38.007;264.65906;205.15269
0.04;323.613;37.884;264.66446;205.13993
0.05;323.982;37.761;264.67254;205.12081
0.05;324.351;37.638;264.68062;205.10171
0.05;324.597;37.515;264.686;205.08898
0.04;324.843;37.515;264.69138;205.07627
0.05;325.089;37.392;264.69676;205.06356
0.05;325.335;37.146;264.70213;205.05087
0.04;325.458;37.146;264.70481;205.04452
0.05;325.704;37.023;264.71018;205.03184
0.04;325.95;36.9;264.71554;205.01916
0.05;326.319;36.777;264.72358;205.00017
0.05;326.442;36.9;264.72626;204.99384
0.04;326.688;36.9;264.73161;204.98119
0.05;326.934;36.9;264.73696;204.96855
0.05;327.18;36.777;264.74231;204.95592
0.05;327.426;36.777;264.74765;204.94329
0.04;327.672;36.777;264.75299;204.93068
0.05;327.918;36.654;264.75832;204.91807
0.04;328.164;36.654;264.76366;204.90547
0.05;328.41;36.654;264.76899;204.89288
0.05;328.533;36.777;264.77165;204.88659
0.04;328.902;36.654;264.77964;204.86772
0.05;329.025;36.777;264.7823;204.86144
0.05;329.394;36.531;264.79027;204.8426
0.05;329.64;36.531;264.79559;204.83005
0.04;329.886;36.531;264.8009;204.81751
0.05;330.132;36.531;264.8062;204.80498
0.04;330.378;36.531;264.81151;204.79245
0.05;330.501;36.654;264.81416;204.7862
0.05;330.87;36.408;264.82211;204.76743
0.04;331.116;36.285;264.8274;204.75493
0.05;331.362;36.285;264.83269;204.74244
0.05;331.731;36.162;264.84062;204.72372
0.04;331.854;36.162;264.84327;204.71748
0.05;332.223;35.916;264.85119;204.69878
0.05;332.592;35.793;264.8591;204.6801
0.04;332.838;35.67;264.86438;204.66766
0.05;332.961;35.793;264.86701;204.66144
0.05;333.207;35.67;264.87228;204.64901
0.04;333.453;35.424;264.87755;204.63658
0.05;333.699;35.424;264.88281;204.62417
0.05;333.822;35.301;264.88544;204.61796
0.04;334.068;35.301;264.8907;204.60556
0.05;334.314;35.178;264.89595;204.59316
0.04;334.56;34.932;264.90121;204.58077
0.05;334.806;34.932;264.90646;204.56839
0.05;335.175;34.809;264.91433;204.54984
0.05;335.421;34.686;264.91957;204.53747
0.04;335.667;34.686;264.92481;204.52512
0.05;335.913;34.563;264.93004;204.51277
0.05;336.159;34.317;264.93528;204.50044
0.04;336.282;34.317;264.93789;204.49427
0.05;336.528;34.194;264.94312;204.48194
0.04;336.774;34.194;264.94835;204.46962
0.05;337.02;34.071;264.95357;204.45731
0.05;337.389;34.071;264.96141;204.43886
0.04;337.758;33.948;264.96923;204.42042
0.05;338.004;33.948;264.97444;204.40814
0.05;338.25;33.948;264.97965;204.39587
0.05;338.496;33.702;264.98486;204.3836
0.04;338.742;33.702;264.99007;204.37134
0.05;338.988;33.579;264.99527;204.35909
0.04;339.234;33.456;265.00047;204.34684
0.05;339.357;33.456;265.00307;204.34072
0.05;339.603;33.333;265.00826;204.32849
0.04;339.849;33.21;265.01346;204.31626
0.05;340.095;33.21;265.01865;204.30404
0.05;340.341;33.087;265.02383;204.29183
0.05;340.587;33.087;265.02902;204.27963
0.04;340.833;32.964;265.0342;204.26743
0.05;341.079;32.964;265.03938;204.25524
0.04;341.325;32.841;265.04456;204.24306
0.05;341.571;32.718;265.04974;204.23088
0.05;341.694;32.718;265.05232;204.2248
0.04;341.94;32.718;265.05749;204.21263
0.05;342.186;32.595;265.06266;204.20047
0.05;342.432;32.595;265.06783;204.18832
0.04;342.801;32.472;265.07557;204.17011
0.05;343.047;32.595;265.08073;204.15798
0.05;343.293;32.472;265.08589;204.14585
0.04;343.539;32.472;265.09105;204.13373
0.05;344.031;32.349;265.10135;204.10951
0.05;344.154;32.349;265.10392;204.10346
0.04;344.4;32.349;265.10907;204.09137
0.05;344.646;32.103;265.11422;204.07928
0.05;344.769;32.226;265.11679;204.07323
0.04;345.015;32.226;265.12193;204.06116
0.05;345.261;32.103;265.12707;204.04909
0.05;345.63;31.857;265.13477;204.03099
0.04;345.876;31.734;265.13991;204.01894
0.05;346.122;31.734;265.14504;204.00689
0.04;346.368;31.488;265.15016;203.99485
0.05;346.614;31.611;265.15529;203.98281
0.05;346.86;31.488;265.16042;203.97078
0.05;346.983;31.488;265.16298;203.96477
0.04;347.106;31.365;265.16554;203.95876
0.05;347.352;31.365;265.17066;203.94675
0.05;347.598;31.242;265.17577;203.93474
0.04;347.967;31.119;265.18345;203.91674
0.05;348.213;31.242;265.18856;203.90475
0.04;348.582;30.996;265.19622;203.88677
0.05;348.828;30.996;265.20133;203.8748
0.05;349.074;30.996;265.20643;203.86283
0.05;349.443;30.75;265.21409;203.84489
0.04;349.689;30.75;265.21919;203.83293
0.05;349.935;30.504;265.22428;203.82099
0.05;350.058;30.381;265.22683;203.81502
0.04;350.427;30.258;265.23447;203.79711
0.05;350.55;30.258;265.23702;203.79115
0.04;350.796;30.135;265.24211;203.77922
0.05;350.919;30.135;265.24465;203.77326
0.05;351.165;30.012;265.24974;203.76135
0.04;351.411;29.889;265.25483;203.74944
0.05;351.657;29.766;265.25991;203.73754
0.05;352.026;29.766;265.26753;203.71969
0.05;352.272;29.766;265.27261;203.70781
0.04;352.518;29.643;265.27769;203.69592
0.05;352.641;29.643;265.28022;203.68999
0.04;352.887;29.643;265.2853;203.67811
0.05;353.256;29.397;265.2929;203.66032
0.05;353.502;29.274;265.29797;203.64846
0.04;353.748;29.151;265.30304;203.63661
0.05;354.117;29.028;265.31064;203.61884
0.05;354.363;29.028;265.3157;203.60701
0.05;354.609;28.905;265.32076;203.59518
0.04;354.855;28.905;265.32582;203.58335
0.05;355.101;28.782;265.33088;203.57153
0.04;355.347;28.659;265.33593;203.55972
0.05;355.593;28.536;265.34099;203.54791
0.05;355.716;28.536;265.34351;203.54201
0.04;355.839;28.536;265.34604;203.53611
0.05;356.085;28.536;265.35109;203.52432
0.05;356.208;28.659;265.35361;203.51842
0.04;356.577;28.413;265.36118;203.50074
0.05;356.823;28.29;265.36623;203.48897
0.05;357.192;28.167;265.37379;203.47131
0.04;357.561;27.921;265.38136;203.45367
0.05;357.807;27.921;265.38639;203.44191
0.05;358.053;27.798;265.39143;203.43016
0.04;358.299;27.675;265.39647;203.41842
0.05;358.545;27.552;265.4015;203.40668
0.05;358.791;27.552;265.40653;203.39494
0.04;359.037;27.552;265.41156;203.38322
0.05;359.283;27.429;265.41659;203.37149
0.04;359.529;27.429;265.42162;203.35978
0.05;359.898;27.183;265.42916;203.34221
0.05;360.144;27.06;265.43418;203.33051
0.05;360.39;27.06;265.43921;203.31881
0.04;360.636;26.937;265.44423;203.30712
0.05;360.882;26.691;265.44925;203.29543
0.05;361.128;26.568;265.45427;203.28375
0.04;361.251;26.568;265.45677;203.27791
0.05;361.497;26.445;265.46179;203.26624
0.04;361.743;26.445;265.4668;203.25457
0.05;361.989;26.322;265.47182;203.2429
0.05;362.235;26.199;265.47683;203.23125
0.04;362.481;26.322;265.48184;203.21959
0.05;362.727;26.199;265.48685;203.20794
0.05;362.973;26.076;265.49186;203.1963
0.05;363.096;26.199;265.49436;203.19048
0.04;363.342;25.953;265.49937;203.17885
0.05;363.588;25.83;265.50437;203.16722
0.04;363.834;25.707;265.50937;203.15559
0.05;364.08;25.83;265.51438;203.14397
0.05;364.203;25.83;265.51688;203.13816
0.04;364.449;25.707;265.52188;203.12655
0.05;364.695;25.584;265.52688;203.11494
0.05;364.941;25.584;265.53187;203.10334
0.05;365.31;25.461;265.53937;203.08595
0.04;365.556;25.461;265.54436;203.07436
0.05;365.925;25.338;265.55185;203.05698
0.05;366.048;25.338;265.55435;203.05119
0.04;366.294;25.215;265.55934;203.03961
0.05;366.54;25.215;265.56433;203.02804
0.04;366.786;25.215;265.56932;203.01648
0.05;367.032;25.215;265.57431;203.00492
0.05;367.278;25.215;265.57929;202.99336
0.04;367.524;25.092;265.58428;202.98181
0.05;367.77;24.969;265.58926;202.97026
0.05;368.016;25.092;265.59425;202.95872
0.05;368.385;24.846;265.60172;202.94141
0.04;368.508;24.846;265.60421;202.93565
0.05;368.877;24.723;265.61168;202.91835
0.04;369.123;24.6;265.61666;202.90683
0.05;369.369;24.477;265.62164;202.89531
0.05;369.615;24.354;265.62662;202.8838
0.04;369.861;24.231;265.63159;202.87229
0.05;369.861;24.108;265.63159;202.87229
0.04;369.861;23.985;265.63159;202.87229
0.05;369.738;23.862;265.62911;202.87805
0.05;369.615;23.739;265.62662;202.8838
0.04;369.492;23.739;265.62413;202.88956
0.05;369.369;23.616;265.62164;202.89531
0.05;369.369;23.493;265.62164;202.89531
0.04;369.246;23.493;265.61915;202.90107
0.05;369.123;23.493;265.61666;202.90683
0.05;369.123;23.493;265.61666;202.90683
0.04;369.123;23.493;265.61666;202.90683
0.05;369.123;23.616;265.61666;202.90683
0.05;369.246;23.616;265.61915;202.90107
0.04;369.369;23.616;265.62164;202.89531
0.05;369.369;23.616;265.62164;202.89531
0.05;369.492;23.493;265.62413;202.88956
0.04;369.492;23.493;265.62413;202.88956
0.05;369.492;23.37;265.62413;202.88956
0.05;369.369;23.247;265.62164;202.89531
0.04;369.369;23.247;265.62164;202.89531
0.05;369.246;23.124;265.61915;202.90107
0.04;369.246;23.124;265.61915;202.90107
0.05;369.369;23.001;265.62164;202.89531
0.05;369.369;22.878;265.62164;202.89531
0.05;369.492;22.632;265.62413;202.88956
0.04;369.492;22.509;265.62413;202.88956
0.05;369.492;22.386;265.62413;202.88956
0.05;369.492;22.263;265.62413;202.88956
0.04;369.369;22.263;265.62164;202.89531
0.05;369.369;22.14;265.62164;202.89531
0.04;369.369;22.017;265.62164;202.89531
0.05;369.246;21.894;265.61915;202.90107
0.05;369.123;21.894;265.61666;202.90683
0.04;369.123;21.771;265.61666;202.90683
0.05;369.123;21.648;265.61666;202.90683
0.05;369.123;21.525;265.61666;202.90683
0.04;369.123;21.525;265.61666;202.90683
0.05;369.123;21.402;265.61666;202.90683
0.04;369;21.525;265.61417;202.91259
0.05;369;21.402;265.61417;202.91259
0.05;369.123;21.156;265.61666;202.90683
0.05;369.123;21.033;265.61666;202.90683
0.04;369.123;21.033;265.61666;202.90683
0.05;369.123;21.156;265.61666;202.90683
0.05;369.123;21.033;265.61666;202.90683
0.04;369.123;21.033;265.61666;202.90683
0.05;369.123;20.91;265.61666;202.90683
0.04;369.246;20.787;265.61915;202.90107
0.05;369.246;20.787;265.61915;202.90107
0.05;369.369;20.664;265.62164;202.89531
0.04;369.369;20.541;265.62164;202.89531
0.05;369.246;20.541;265.61915;202.90107
0.05;369.123;20.418;265.61666;202.90683
0.04;369.123;20.418;265.61666;202.90683
0.05;369.123;20.295;265.61666;202.90683
0.04;369.246;20.049;265.61915;202.90107
0.05;369.246;19.926;265.61915;202.90107
0.05;369.246;19.926;265.61915;202.90107
0.05;369.123;19.926;265.61666;202.90683
0.04;369.123;19.926;265.61666;202.90683
0.05;369.123;19.803;265.61666;202.90683
0.05;369.123;19.68;265.61666;202.90683
0.04;369.123;19.557;265.61666;202.90683
0.05;369.123;19.557;265.61666;202.90683
0.04;369.123;19.557;265.61666;202.90683
0.05;369.123;19.434;265.61666;202.90683
0.05;369.123;19.434;265.61666;202.90683
0.04;369.123;19.434;265.61666;202.90683
0.05;369.246;19.188;265.61915;202.90107
0.05;369.246;19.188;265.61915;202.90107
0.04;369.246;19.065;265.61915;202.90107
0.05;369.246;18.942;265.61915;202.90107
0.05;369.246;18.696;265.61915;202.90107
0.04;369.123;18.819;265.61666;202.90683
0.05;369.123;18.696;265.61666;202.90683
0.05;369.123;18.573;265.61666;202.90683
0.04;369;18.573;265.61417;202.91259
0.05;369.123;18.327;265.61666;202.90683
0.05;369.123;18.204;265.61666;202.90683
0.04;369.123;18.081;265.61666;202.90683
0.05;369.246;17.835;265.61915;202.90107
0.04;369.123;17.958;265.61666;202.90683
0.05;369.246;17.712;265.61915;202.90107
0.05;369.246;17.589;265.61915;202.90107
0.04;369.123;17.466;265.61666;202.90683
0.05;369.123;17.22;265.61666;202.90683
0.05;369.123;16.974;265.61666;202.90683
0.05;369.123;16.728;265.61666;202.90683
0.04;369.123;16.359;265.61666;202.90683
0.05;369.123;16.236;265.61666;202.90683
0.04;369.123;16.236;265.61666;202.90683
0.05;369.246;15.99;265.61915;202.90107
0.05;369.123;15.99;265.61666;202.90683
0.04;369.246;15.744;265.61915;202.90107
0.05;369.123;15.744;265.61666;202.90683
0.05;369.246;15.498;265.61915;202.90107
0.04;369.246;15.252;265.61915;202.90107
0.05;369.246;15.129;265.61915;202.90107
0.04;369.123;15.129;265.61666;202.90683
0.05;369.246;14.883;265.61915;202.90107
