time_s,ordinate_values
785.51,-1.23E-4
785.52,-1.23E-4
785.53,-1.23E-4
785.54,-1.22E-4
785.55,-1.22E-4
785.56,-1.21E-4
785.57,-1.2E-4
785.58,-1.19E-4
785.59,-1.17E-4
785.6,-1.16E-4
785.61,-1.14E-4
785.62,-1.14E-4
785.63,-1.14E-4
785.64,-1.14E-4
785.65,-1.16E-4
785.66,-1.18E-4
785.67,-1.2E-4
785.68,-1.22E-4
785.69,-1.25E-4
785.7,-1.29E-4
785.71,-1.32E-4
785.72,-1.36E-4
785.73,-1.38E-4
785.74,-1.39E-4
785.75,-1.38E-4
785.76,-1.36E-4
785.77,-1.33E-4
785.78,-1.29E-4
785.79,-1.27E-4
785.8,-1.25E-4
785.81,-1.25E-4
785.82,-1.26E-4
785.83,-1.27E-4
785.84,-1.27E-4
785.85,-1.27E-4
785.86,-1.26E-4
785.87,-1.25E-4
785.88,-1.24E-4
785.89,-1.23E-4
785.9,-1.23E-4
785.91,-1.23E-4
785.92,-1.25E-4
785.93,-1.27E-4
785.94,-1.29E-4
785.95,-1.31E-4
785.96,-1.33E-4
785.97,-1.35E-4
785.98,-1.36E-4
785.99,-1.36E-4
786,-1.36E-4
786.01,-1.35E-4
786.02,-1.34E-4
786.03,-1.32E-4
786.04,-1.3E-4
786.05,-1.28E-4
786.06,-1.26E-4
786.07,-1.24E-4
786.08,-1.22E-4
786.09,-1.19E-4
786.1,-1.17E-4
786.11,-1.15E-4
786.12,-1.13E-4
786.13,-1.12E-4
786.14,-1.11E-4
786.15,-1.1E-4
786.16,-1.1E-4
786.17,-1.1E-4
786.18,-1.11E-4
786.19,-1.13E-4
786.2,-1.16E-4
786.21,-1.19E-4
786.22,-1.22E-4
786.23,-1.25E-4
786.24,-1.28E-4
786.25,-1.29E-4
786.26,-1.3E-4
786.27,-1.3E-4
786.28,-1.29E-4
786.29,-1.29E-4
786.3,-1.3E-4
786.31,-1.31E-4
786.32,-1.32E-4
786.33,-1.34E-4
786.34,-1.35E-4
786.35,-1.35E-4
786.36,-1.35E-4
786.37,-1.35E-4
786.38,-1.34E-4
786.39,-1.34E-4
786.4,-1.34E-4
786.41,-1.34E-4
786.42,-1.34E-4
786.43,-1.33E-4
786.44,-1.31E-4
786.45,-1.29E-4
786.46,-1.28E-4
786.47,-1.26E-4
786.48,-1.25E-4
786.49,-1.24E-4
786.5,-1.24E-4
786.51,-1.23E-4
786.52,-1.23E-4
786.53,-1.23E-4
786.54,-1.23E-4
786.55,-1.24E-4
786.56,-1.24E-4
786.57,-1.24E-4
786.58,-1.24E-4
786.59,-1.24E-4
786.6,-1.25E-4
786.61,-1.25E-4
786.62,-1.26E-4
786.63,-1.26E-4
786.64,-1.27E-4
786.65,-1.27E-4
786.66,-1.26E-4
786.67,-1.25E-4
786.68,-1.23E-4
786.69,-1.21E-4
786.7,-1.19E-4
786.71,-1.18E-4
786.72,-1.18E-4
786.73,-1.17E-4
786.74,-1.17E-4
786.75,-1.16E-4
786.76,-1.15E-4
786.77,-1.15E-4
786.78,-1.15E-4
786.79,-1.15E-4
786.8,-1.16E-4
786.81,-1.18E-4
786.82,-1.2E-4
786.83,-1.22E-4
786.84,-1.23E-4
786.85,-1.24E-4
786.86,-1.25E-4
786.87,-1.26E-4
786.88,-1.28E-4
786.89,-1.3E-4
786.9,-1.33E-4
786.91,-1.36E-4
786.92,-1.38E-4
786.93,-1.39E-4
786.94,-1.4E-4
786.95,-1.4E-4
786.96,-1.4E-4
786.97,-1.39E-4
786.98,-1.39E-4
786.99,-1.38E-4
787,-1.37E-4
787.01,-1.36E-4
787.02,-1.35E-4
787.03,-1.34E-4
787.04,-1.33E-4
787.05,-1.32E-4
787.06,-1.31E-4
787.07,-1.3E-4
787.08,-1.29E-4
787.09,-1.28E-4
787.1,-1.27E-4
787.11,-1.26E-4
787.12,-1.26E-4
787.13,-1.25E-4
787.14,-1.24E-4
787.15,-1.23E-4
787.16,-1.21E-4
787.17,-1.2E-4
787.18,-1.2E-4
787.19,-1.19E-4
787.2,-1.19E-4
787.21,-1.19E-4
787.22,-1.2E-4
787.23,-1.2E-4
787.24,-1.2E-4
787.25,-1.2E-4
787.26,-1.2E-4
787.27,-1.21E-4
787.28,-1.21E-4
787.29,-1.21E-4
787.3,-1.22E-4
787.31,-1.22E-4
787.32,-1.23E-4
787.33,-1.25E-4
787.34,-1.28E-4
787.35,-1.31E-4
787.36,-1.33E-4
787.37,-1.35E-4
787.38,-1.35E-4
787.39,-1.34E-4
787.4,-1.33E-4
787.41,-1.3E-4
787.42,-1.28E-4
787.43,-1.27E-4
787.44,-1.26E-4
787.45,-1.25E-4
787.46,-1.25E-4
787.47,-1.25E-4
787.48,-1.25E-4
787.49,-1.25E-4
787.5,-1.24E-4
787.51,-1.24E-4
787.52,-1.23E-4
787.53,-1.22E-4
787.54,-1.21E-4
787.55,-1.2E-4
787.56,-1.19E-4
787.57,-1.19E-4
787.58,-1.19E-4
787.59,-1.2E-4
787.6,-1.21E-4
787.61,-1.22E-4
787.62,-1.22E-4
787.63,-1.23E-4
787.64,-1.23E-4
787.65,-1.22E-4
787.66,-1.22E-4
787.67,-1.23E-4
787.68,-1.23E-4
787.69,-1.24E-4
787.7,-1.26E-4
787.71,-1.27E-4
787.72,-1.29E-4
787.73,-1.3E-4
787.74,-1.32E-4
787.75,-1.33E-4
787.76,-1.33E-4
787.77,-1.33E-4
787.78,-1.32E-4
787.79,-1.32E-4
787.8,-1.31E-4
787.81,-1.31E-4
787.82,-1.3E-4
787.83,-1.29E-4
787.84,-1.27E-4
787.85,-1.25E-4
787.86,-1.22E-4
787.87,-1.2E-4
787.88,-1.18E-4
787.89,-1.16E-4
787.9,-1.16E-4
787.91,-1.16E-4
787.92,-1.16E-4
787.93,-1.16E-4
787.94,-1.17E-4
787.95,-1.17E-4
787.96,-1.17E-4
787.97,-1.17E-4
787.98,-1.17E-4
787.99,-1.17E-4
788,-1.18E-4
788.01,-1.18E-4
788.02,-1.19E-4
788.03,-1.2E-4
788.04,-1.21E-4
788.05,-1.23E-4
788.06,-1.25E-4
788.07,-1.27E-4
788.08,-1.29E-4
788.09,-1.3E-4
788.1,-1.31E-4
788.11,-1.31E-4
788.12,-1.31E-4
788.13,-1.3E-4
788.14,-1.29E-4
788.15,-1.27E-4
788.16,-1.25E-4
788.17,-1.23E-4
788.18,-1.21E-4
788.19,-1.19E-4
788.2,-1.18E-4
788.21,-1.17E-4
788.22,-1.17E-4
788.23,-1.18E-4
788.24,-1.18E-4
788.25,-1.19E-4
788.26,-1.19E-4
788.27,-1.18E-4
788.28,-1.18E-4
788.29,-1.18E-4
788.3,-1.18E-4
788.31,-1.18E-4
788.32,-1.19E-4
788.33,-1.19E-4
788.34,-1.2E-4
788.35,-1.2E-4
788.36,-1.2E-4
788.37,-1.19E-4
788.38,-1.18E-4
788.39,-1.17E-4
788.4,-1.16E-4
788.41,-1.16E-4
788.42,-1.16E-4
788.43,-1.16E-4
788.44,-1.15E-4
788.45,-1.15E-4
788.46,-1.14E-4
788.47,-1.13E-4
788.48,-1.11E-4
788.49,-1.09E-4
788.5,-1.08E-4
788.51,-1.07E-4
788.52,-1.06E-4
788.53,-1.06E-4
788.54,-1.05E-4
788.55,-1.05E-4
788.56,-1.05E-4
788.57,-1.05E-4
788.58,-1.05E-4
788.59,-1.06E-4
788.6,-1.08E-4
788.61,-1.1E-4
788.62,-1.12E-4
788.63,-1.15E-4
788.64,-1.17E-4
788.65,-1.19E-4
788.66,-1.2E-4
788.67,-1.21E-4
788.68,-1.21E-4
788.69,-1.2E-4
788.7,-1.19E-4
788.71,-1.19E-4
788.72,-1.19E-4
788.73,-1.18E-4
788.74,-1.17E-4
788.75,-1.15E-4
788.76,-1.13E-4
788.77,-1.11E-4
788.78,-1.08E-4
788.79,-1.07E-4
788.8,-1.07E-4
788.81,-1.07E-4
788.82,-1.08E-4
788.83,-1.09E-4
788.84,-1.1E-4
788.85,-1.11E-4
788.86,-1.12E-4
788.87,-1.13E-4
788.88,-1.14E-4
788.89,-1.15E-4
788.9,-1.16E-4
788.91,-1.17E-4
788.92,-1.18E-4
788.93,-1.19E-4
788.94,-1.21E-4
788.95,-1.22E-4
788.96,-1.22E-4
788.97,-1.24E-4
788.98,-1.25E-4
788.99,-1.26E-4
789,-1.27E-4
789.01,-1.27E-4
789.02,-1.27E-4
789.03,-1.26E-4
789.04,-1.25E-4
789.05,-1.24E-4
789.06,-1.24E-4
789.07,-1.23E-4
789.08,-1.22E-4
789.09,-1.22E-4
789.1,-1.22E-4
789.11,-1.22E-4
789.12,-1.23E-4
789.13,-1.23E-4
789.14,-1.24E-4
789.15,-1.24E-4
789.16,-1.23E-4
789.17,-1.22E-4
789.18,-1.22E-4
789.19,-1.22E-4
789.2,-1.23E-4
789.21,-1.25E-4
789.22,-1.27E-4
789.23,-1.3E-4
789.24,-1.31E-4
789.25,-1.31E-4
789.26,-1.3E-4
789.27,-1.28E-4
789.28,-1.25E-4
789.29,-1.23E-4
789.3,-1.21E-4
789.31,-1.2E-4
789.32,-1.18E-4
789.33,-1.18E-4
789.34,-1.18E-4
789.35,-1.19E-4
789.36,-1.21E-4
789.37,-1.23E-4
789.38,-1.25E-4
789.39,-1.26E-4
789.4,-1.25E-4
789.41,-1.23E-4
789.42,-1.21E-4
789.43,-1.19E-4
789.44,-1.17E-4
789.45,-1.17E-4
789.46,-1.17E-4
789.47,-1.18E-4
789.48,-1.19E-4
789.49,-1.2E-4
789.5,-1.21E-4
789.51,-1.22E-4
789.52,-1.23E-4
789.53,-1.23E-4
789.54,-1.23E-4
789.55,-1.22E-4
789.56,-1.21E-4
789.57,-1.21E-4
789.58,-1.21E-4
789.59,-1.23E-4
789.6,-1.25E-4
789.61,-1.27E-4
789.62,-1.29E-4
789.63,-1.3E-4
789.64,-1.31E-4
789.65,-1.32E-4
789.66,-1.32E-4
789.67,-1.32E-4
789.68,-1.32E-4
789.69,-1.32E-4
789.7,-1.31E-4
789.71,-1.31E-4
789.72,-1.31E-4
789.73,-1.31E-4
789.74,-1.31E-4
789.75,-1.3E-4
789.76,-1.29E-4
789.77,-1.28E-4
789.78,-1.27E-4
789.79,-1.26E-4
789.8,-1.25E-4
789.81,-1.25E-4
789.82,-1.26E-4
789.83,-1.28E-4
789.84,-1.29E-4
789.85,-1.29E-4
789.86,-1.29E-4
789.87,-1.28E-4
789.88,-1.27E-4
789.89,-1.27E-4
789.9,-1.26E-4
789.91,-1.25E-4
789.92,-1.25E-4
789.93,-1.24E-4
789.94,-1.23E-4
789.95,-1.22E-4
789.96,-1.21E-4
789.97,-1.2E-4
789.98,-1.19E-4
789.99,-1.19E-4
790,-1.18E-4
790.01,-1.17E-4
790.02,-1.16E-4
790.03,-1.15E-4
790.04,-1.13E-4
790.05,-1.12E-4
790.06,-1.11E-4
790.07,-1.11E-4
790.08,-1.11E-4
790.09,-1.11E-4
790.1,-1.12E-4
790.11,-1.13E-4
790.12,-1.14E-4
790.13,-1.15E-4
790.14,-1.17E-4
790.15,-1.18E-4
790.16,-1.19E-4
790.17,-1.2E-4
790.18,-1.2E-4
790.19,-1.19E-4
790.2,-1.18E-4
790.21,-1.18E-4
790.22,-1.17E-4
790.23,-1.17E-4
790.24,-1.17E-4
790.25,-1.17E-4
790.26,-1.17E-4
790.27,-1.18E-4
790.28,-1.18E-4
790.29,-1.18E-4
790.3,-1.19E-4
790.31,-1.2E-4
790.32,-1.2E-4
790.33,-1.21E-4
790.34,-1.22E-4
790.35,-1.22E-4
790.36,-1.22E-4
790.37,-1.21E-4
790.38,-1.21E-4
790.39,-1.2E-4
790.4,-1.19E-4
790.41,-1.19E-4
790.42,-1.19E-4
790.43,-1.18E-4
790.44,-1.19E-4
790.45,-1.19E-4
790.46,-1.19E-4
790.47,-1.2E-4
790.48,-1.2E-4
790.49,-1.21E-4
790.5,-1.21E-4
790.51,-1.21E-4
790.52,-1.22E-4
790.53,-1.23E-4
790.54,-1.24E-4
790.55,-1.25E-4
790.56,-1.26E-4
790.57,-1.27E-4
790.58,-1.26E-4
790.59,-1.25E-4
790.6,-1.23E-4
790.61,-1.2E-4
790.62,-1.19E-4
790.63,-1.18E-4
790.64,-1.18E-4
790.65,-1.19E-4
790.66,-1.2E-4
790.67,-1.2E-4
790.68,-1.2E-4
790.69,-1.19E-4
790.7,-1.18E-4
790.71,-1.16E-4
790.72,-1.15E-4
790.73,-1.14E-4
790.74,-1.14E-4
790.75,-1.15E-4
790.76,-1.16E-4
790.77,-1.18E-4
790.78,-1.19E-4
790.79,-1.2E-4
790.8,-1.2E-4
790.81,-1.2E-4
790.82,-1.19E-4
790.83,-1.17E-4
790.84,-1.16E-4
790.85,-1.14E-4
790.86,-1.13E-4
790.87,-1.13E-4
790.88,-1.14E-4
790.89,-1.15E-4
790.9,-1.18E-4
790.91,-1.2E-4
790.92,-1.22E-4
790.93,-1.23E-4
790.94,-1.23E-4
790.95,-1.23E-4
790.96,-1.22E-4
790.97,-1.21E-4
790.98,-1.19E-4
790.99,-1.17E-4
791,-1.14E-4
791.01,-1.12E-4
791.02,-1.1E-4
791.03,-1.08E-4
791.04,-1.07E-4
791.05,-1.06E-4
791.06,-1.06E-4
791.07,-1.06E-4
791.08,-1.06E-4
791.09,-1.05E-4
791.1,-1.05E-4
791.11,-1.05E-4
791.12,-1.06E-4
791.13,-1.07E-4
791.14,-1.08E-4
791.15,-1.1E-4
791.16,-1.12E-4
791.17,-1.14E-4
791.18,-1.15E-4
791.19,-1.17E-4
791.2,-1.18E-4
791.21,-1.2E-4
791.22,-1.21E-4
791.23,-1.22E-4
791.24,-1.23E-4
791.25,-1.24E-4
791.26,-1.25E-4
791.27,-1.25E-4
791.28,-1.25E-4
791.29,-1.25E-4
791.3,-1.25E-4
791.31,-1.25E-4
791.32,-1.25E-4
791.33,-1.26E-4
791.34,-1.26E-4
791.35,-1.27E-4
791.36,-1.27E-4
791.37,-1.28E-4
791.38,-1.28E-4
791.39,-1.28E-4
791.4,-1.27E-4
791.41,-1.27E-4
791.42,-1.25E-4
791.43,-1.24E-4
791.44,-1.23E-4
791.45,-1.21E-4
791.46,-1.2E-4
791.47,-1.2E-4
791.48,-1.2E-4
791.49,-1.2E-4
791.5,-1.21E-4
791.51,-1.21E-4
791.52,-1.23E-4
791.53,-1.24E-4
791.54,-1.25E-4
791.55,-1.26E-4
791.56,-1.26E-4
791.57,-1.26E-4
791.58,-1.25E-4
791.59,-1.24E-4
791.6,-1.22E-4
791.61,-1.2E-4
791.62,-1.18E-4
791.63,-1.16E-4
791.64,-1.15E-4
791.65,-1.15E-4
791.66,-1.15E-4
791.67,-1.16E-4
791.68,-1.16E-4
791.69,-1.17E-4
791.7,-1.19E-4
791.71,-1.2E-4
791.72,-1.21E-4
791.73,-1.22E-4
791.74,-1.23E-4
791.75,-1.23E-4
791.76,-1.23E-4
791.77,-1.23E-4
791.78,-1.24E-4
791.79,-1.26E-4
791.8,-1.28E-4
791.81,-1.31E-4
791.82,-1.34E-4
791.83,-1.36E-4
791.84,-1.37E-4
791.85,-1.38E-4
791.86,-1.37E-4
791.87,-1.36E-4
791.88,-1.34E-4
791.89,-1.32E-4
791.9,-1.31E-4
791.91,-1.29E-4
791.92,-1.29E-4
791.93,-1.28E-4
791.94,-1.27E-4
791.95,-1.27E-4
791.96,-1.25E-4
791.97,-1.24E-4
791.98,-1.22E-4
791.99,-1.21E-4
792,-1.21E-4
792.01,-1.21E-4
792.02,-1.22E-4
792.03,-1.23E-4
792.04,-1.24E-4
792.05,-1.24E-4
792.06,-1.24E-4
792.07,-1.24E-4
792.08,-1.23E-4
792.09,-1.23E-4
792.1,-1.24E-4
792.11,-1.24E-4
792.12,-1.25E-4
792.13,-1.25E-4
792.14,-1.25E-4
792.15,-1.25E-4
792.16,-1.25E-4
792.17,-1.25E-4
792.18,-1.26E-4
792.19,-1.26E-4
792.2,-1.27E-4
792.21,-1.27E-4
792.22,-1.26E-4
792.23,-1.24E-4
792.24,-1.22E-4
792.25,-1.19E-4
792.26,-1.17E-4
792.27,-1.15E-4
792.28,-1.14E-4
792.29,-1.15E-4
792.3,-1.16E-4
792.31,-1.18E-4
792.32,-1.21E-4
792.33,-1.24E-4
792.34,-1.27E-4
792.35,-1.3E-4
792.36,-1.32E-4
792.37,-1.32E-4
792.38,-1.33E-4
792.39,-1.32E-4
792.4,-1.32E-4
792.41,-1.31E-4
792.42,-1.31E-4
792.43,-1.29E-4
792.44,-1.28E-4
792.45,-1.27E-4
792.46,-1.25E-4
792.47,-1.24E-4
792.48,-1.24E-4
792.49,-1.24E-4
792.5,-1.25E-4
792.51,-1.25E-4
792.52,-1.26E-4
792.53,-1.26E-4
792.54,-1.25E-4
792.55,-1.25E-4
792.56,-1.24E-4
792.57,-1.25E-4
792.58,-1.25E-4
792.59,-1.26E-4
792.6,-1.28E-4
792.61,-1.29E-4
792.62,-1.3E-4
792.63,-1.31E-4
792.64,-1.32E-4
792.65,-1.33E-4
792.66,-1.34E-4
792.67,-1.34E-4
792.68,-1.34E-4
792.69,-1.33E-4
792.7,-1.33E-4
792.71,-1.33E-4
792.72,-1.33E-4
792.73,-1.32E-4
792.74,-1.32E-4
792.75,-1.32E-4
792.76,-1.31E-4
792.77,-1.3E-4
792.78,-1.29E-4
792.79,-1.29E-4
792.8,-1.29E-4
792.81,-1.3E-4
792.82,-1.31E-4
792.83,-1.31E-4
792.84,-1.31E-4
792.85,-1.31E-4
792.86,-1.3E-4
792.87,-1.29E-4
792.88,-1.28E-4
792.89,-1.28E-4
792.9,-1.28E-4
792.91,-1.28E-4
792.92,-1.28E-4
792.93,-1.28E-4
792.94,-1.28E-4
792.95,-1.27E-4
792.96,-1.26E-4
792.97,-1.25E-4
792.98,-1.25E-4
792.99,-1.24E-4
793,-1.23E-4
793.01,-1.21E-4
793.02,-1.21E-4
793.03,-1.2E-4
793.04,-1.2E-4
793.05,-1.2E-4
793.06,-1.21E-4
793.07,-1.21E-4
793.08,-1.2E-4
793.09,-1.2E-4
793.1,-1.2E-4
793.11,-1.19E-4
793.12,-1.19E-4
793.13,-1.2E-4
793.14,-1.2E-4
793.15,-1.2E-4
793.16,-1.19E-4
793.17,-1.18E-4
793.18,-1.17E-4
793.19,-1.17E-4
793.2,-1.17E-4
793.21,-1.18E-4
793.22,-1.18E-4
793.23,-1.19E-4
793.24,-1.18E-4
793.25,-1.17E-4
793.26,-1.15E-4
793.27,-1.13E-4
793.28,-1.11E-4
793.29,-1.09E-4
793.3,-1.08E-4
793.31,-1.07E-4
793.32,-1.08E-4
793.33,-1.08E-4
793.34,-1.1E-4
793.35,-1.11E-4
793.36,-1.13E-4
793.37,-1.14E-4
793.38,-1.15E-4
793.39,-1.15E-4
793.4,-1.15E-4
793.41,-1.16E-4
793.42,-1.17E-4
793.43,-1.19E-4
793.44,-1.21E-4
793.45,-1.24E-4
793.46,-1.26E-4
793.47,-1.27E-4
793.48,-1.28E-4
793.49,-1.29E-4
793.5,-1.28E-4
793.51,-1.27E-4
793.52,-1.26E-4
793.53,-1.24E-4
793.54,-1.23E-4
793.55,-1.23E-4
793.56,-1.23E-4
793.57,-1.25E-4
793.58,-1.26E-4
793.59,-1.28E-4
793.6,-1.29E-4
793.61,-1.3E-4
793.62,-1.29E-4
793.63,-1.29E-4
793.64,-1.28E-4
793.65,-1.28E-4
793.66,-1.28E-4
793.67,-1.29E-4
793.68,-1.29E-4
793.69,-1.3E-4
793.7,-1.3E-4
793.71,-1.31E-4
793.72,-1.33E-4
793.73,-1.34E-4
793.74,-1.36E-4
793.75,-1.37E-4
793.76,-1.37E-4
793.77,-1.37E-4
793.78,-1.36E-4
793.79,-1.34E-4
793.8,-1.33E-4
793.81,-1.32E-4
793.82,-1.32E-4
793.83,-1.31E-4
793.84,-1.3E-4
793.85,-1.28E-4
793.86,-1.26E-4
793.87,-1.24E-4
793.88,-1.22E-4
793.89,-1.21E-4
793.9,-1.21E-4
793.91,-1.21E-4
793.92,-1.21E-4
793.93,-1.21E-4
793.94,-1.22E-4
793.95,-1.22E-4
793.96,-1.22E-4
793.97,-1.23E-4
793.98,-1.25E-4
793.99,-1.26E-4
794,-1.27E-4
794.01,-1.27E-4
794.02,-1.26E-4
794.03,-1.25E-4
794.04,-1.23E-4
794.05,-1.21E-4
794.06,-1.2E-4
794.07,-1.2E-4
794.08,-1.2E-4
794.09,-1.2E-4
794.1,-1.2E-4
794.11,-1.2E-4
794.12,-1.21E-4
794.13,-1.21E-4
794.14,-1.22E-4
794.15,-1.23E-4
794.16,-1.24E-4
794.17,-1.24E-4
794.18,-1.23E-4
794.19,-1.22E-4
794.2,-1.2E-4
794.21,-1.18E-4
794.22,-1.17E-4
794.23,-1.16E-4
794.24,-1.16E-4
794.25,-1.17E-4
794.26,-1.18E-4
794.27,-1.2E-4
794.28,-1.22E-4
794.29,-1.24E-4
794.3,-1.25E-4
794.31,-1.26E-4
794.32,-1.27E-4
794.33,-1.27E-4
794.34,-1.26E-4
794.35,-1.25E-4
794.36,-1.24E-4
794.37,-1.23E-4
794.38,-1.23E-4
794.39,-1.23E-4
794.4,-1.23E-4
794.41,-1.22E-4
794.42,-1.22E-4
794.43,-1.22E-4
794.44,-1.21E-4
794.45,-1.2E-4
794.46,-1.19E-4
794.47,-1.18E-4
794.48,-1.16E-4
794.49,-1.14E-4
794.5,-1.11E-4
794.51,-1.1E-4
794.52,-1.09E-4
794.53,-1.09E-4
794.54,-1.1E-4
794.55,-1.13E-4
794.56,-1.15E-4
794.57,-1.17E-4
794.58,-1.19E-4
794.59,-1.19E-4
794.6,-1.18E-4
794.61,-1.18E-4
794.62,-1.17E-4
794.63,-1.17E-4
794.64,-1.17E-4
794.65,-1.18E-4
794.66,-1.18E-4
794.67,-1.18E-4
794.68,-1.18E-4
794.69,-1.19E-4
794.7,-1.19E-4
794.71,-1.2E-4
794.72,-1.21E-4
794.73,-1.22E-4
794.74,-1.21E-4
794.75,-1.2E-4
794.76,-1.18E-4
794.77,-1.15E-4
794.78,-1.13E-4
794.79,-1.12E-4
794.8,-1.12E-4
794.81,-1.13E-4
794.82,-1.14E-4
794.83,-1.15E-4
794.84,-1.16E-4
794.85,-1.17E-4
794.86,-1.17E-4
794.87,-1.18E-4
794.88,-1.18E-4
794.89,-1.19E-4
794.9,-1.18E-4
794.91,-1.18E-4
794.92,-1.17E-4
794.93,-1.17E-4
794.94,-1.17E-4
794.95,-1.17E-4
794.96,-1.19E-4
794.97,-1.2E-4
794.98,-1.21E-4
794.99,-1.21E-4
795,-1.21E-4
795.01,-1.21E-4
795.02,-1.2E-4
795.03,-1.19E-4
795.04,-1.19E-4
795.05,-1.18E-4
795.06,-1.17E-4
795.07,-1.17E-4
795.08,-1.17E-4
795.09,-1.17E-4
795.1,-1.18E-4
795.11,-1.18E-4
795.12,-1.2E-4
795.13,-1.21E-4
795.14,-1.22E-4
795.15,-1.23E-4
795.16,-1.24E-4
795.17,-1.24E-4
795.18,-1.24E-4
795.19,-1.25E-4
795.2,-1.25E-4
795.21,-1.25E-4
795.22,-1.25E-4
795.23,-1.24E-4
795.24,-1.22E-4
795.25,-1.2E-4
795.26,-1.18E-4
795.27,-1.16E-4
795.28,-1.16E-4
795.29,-1.16E-4
795.3,-1.17E-4
795.31,-1.18E-4
795.32,-1.19E-4
795.33,-1.2E-4
795.34,-1.2E-4
795.35,-1.2E-4
795.36,-1.2E-4
795.37,-1.19E-4
795.38,-1.18E-4
795.39,-1.16E-4
795.4,-1.14E-4
795.41,-1.13E-4
795.42,-1.12E-4
795.43,-1.13E-4
795.44,-1.14E-4
795.45,-1.16E-4
795.46,-1.18E-4
795.47,-1.2E-4
795.48,-1.21E-4
795.49,-1.22E-4
795.5,-1.22E-4
795.51,-1.22E-4
795.52,-1.22E-4
795.53,-1.21E-4
795.54,-1.2E-4
795.55,-1.19E-4
795.56,-1.17E-4
795.57,-1.16E-4
795.58,-1.16E-4
795.59,-1.16E-4
795.6,-1.16E-4
795.61,-1.17E-4
795.62,-1.18E-4
795.63,-1.18E-4
795.64,-1.18E-4
795.65,-1.18E-4
795.66,-1.17E-4
795.67,-1.17E-4
795.68,-1.17E-4
795.69,-1.18E-4
795.7,-1.18E-4
795.71,-1.18E-4
795.72,-1.17E-4
795.73,-1.17E-4
795.74,-1.17E-4
795.75,-1.17E-4
795.76,-1.17E-4
795.77,-1.18E-4
795.78,-1.18E-4
795.79,-1.19E-4
795.8,-1.2E-4
795.81,-1.2E-4
795.82,-1.2E-4
795.83,-1.19E-4
795.84,-1.17E-4
795.85,-1.15E-4
795.86,-1.13E-4
795.87,-1.11E-4
795.88,-1.1E-4
795.89,-1.11E-4
795.9,-1.13E-4
795.91,-1.16E-4
795.92,-1.19E-4
795.93,-1.23E-4
795.94,-1.25E-4
795.95,-1.27E-4
795.96,-1.28E-4
795.97,-1.29E-4
795.98,-1.29E-4
795.99,-1.3E-4
796,-1.31E-4
796.01,-1.31E-4
796.02,-1.32E-4
796.03,-1.31E-4
796.04,-1.29E-4
796.05,-1.26E-4
796.06,-1.23E-4
796.07,-1.19E-4
796.08,-1.16E-4
796.09,-1.14E-4
796.1,-1.13E-4
796.11,-1.13E-4
796.12,-1.14E-4
796.13,-1.15E-4
796.14,-1.17E-4
796.15,-1.18E-4
796.16,-1.19E-4
796.17,-1.2E-4
796.18,-1.2E-4
796.19,-1.2E-4
796.2,-1.21E-4
796.21,-1.21E-4
796.22,-1.22E-4
796.23,-1.23E-4
796.24,-1.24E-4
796.25,-1.24E-4
796.26,-1.23E-4
796.27,-1.22E-4
796.28,-1.21E-4
796.29,-1.19E-4
796.3,-1.18E-4
796.31,-1.17E-4
796.32,-1.17E-4
796.33,-1.18E-4
796.34,-1.18E-4
796.35,-1.18E-4
796.36,-1.18E-4
796.37,-1.18E-4
796.38,-1.18E-4
796.39,-1.19E-4
796.4,-1.21E-4
796.41,-1.24E-4
796.42,-1.27E-4
796.43,-1.3E-4
796.44,-1.33E-4
796.45,-1.35E-4
796.46,-1.35E-4
796.47,-1.35E-4
796.48,-1.34E-4
796.49,-1.33E-4
796.5,-1.32E-4
796.51,-1.31E-4
796.52,-1.31E-4
796.53,-1.31E-4
796.54,-1.3E-4
796.55,-1.3E-4
796.56,-1.29E-4
796.57,-1.27E-4
796.58,-1.25E-4
796.59,-1.22E-4
796.6,-1.19E-4
796.61,-1.16E-4
796.62,-1.15E-4
796.63,-1.13E-4
796.64,-1.13E-4
796.65,-1.13E-4
796.66,-1.14E-4
796.67,-1.15E-4
796.68,-1.16E-4
796.69,-1.17E-4
796.7,-1.18E-4
796.71,-1.18E-4
796.72,-1.18E-4
796.73,-1.17E-4
796.74,-1.16E-4
796.75,-1.15E-4
796.76,-1.14E-4
796.77,-1.13E-4
796.78,-1.13E-4
796.79,-1.14E-4
796.8,-1.15E-4
796.81,-1.17E-4
796.82,-1.19E-4
796.83,-1.22E-4
796.84,-1.24E-4
796.85,-1.25E-4
796.86,-1.25E-4
796.87,-1.24E-4
796.88,-1.23E-4
796.89,-1.22E-4
796.9,-1.21E-4
796.91,-1.2E-4
796.92,-1.2E-4
796.93,-1.19E-4
796.94,-1.19E-4
796.95,-1.19E-4
796.96,-1.19E-4
796.97,-1.19E-4
796.98,-1.2E-4
796.99,-1.2E-4
797,-1.21E-4
797.01,-1.22E-4
797.02,-1.24E-4
797.03,-1.26E-4
797.04,-1.29E-4
797.05,-1.3E-4
797.06,-1.31E-4
797.07,-1.31E-4
797.08,-1.3E-4
797.09,-1.28E-4
797.1,-1.25E-4
797.11,-1.23E-4
797.12,-1.2E-4
797.13,-1.18E-4
797.14,-1.16E-4
797.15,-1.14E-4
797.16,-1.13E-4
797.17,-1.12E-4
