Deltat;T;DeltaT;pinj;pdet
0.05;310.821;35.67;264.3789;205.81556
0.04;311.067;35.547;264.38449;205.80232
0.05;311.313;35.424;264.39008;205.7891
0.05;311.682;35.178;264.39845;205.76927
0.05;311.928;35.178;264.40403;205.75607
0.04;312.174;35.055;264.40961;205.74288
0.05;312.42;34.932;264.41518;205.72969
0.04;312.666;34.686;264.42074;205.71652
0.05;312.789;34.809;264.42353;205.70994
0.05;313.035;34.686;264.42909;205.69678
0.04;313.404;34.563;264.43742;205.67706
0.05;313.65;34.317;264.44297;205.66393
0.05;313.896;34.194;264.44851;205.6508
0.04;314.142;34.071;264.45405;205.63769
0.05;314.388;33.948;264.45959;205.62458
0.05;314.634;33.702;264.46513;205.61149
0.04;314.757;33.702;264.46789;205.60494
0.05;315.003;33.456;264.47342;205.59186
0.05;315.372;33.21;264.4817;205.57226
0.04;315.618;33.087;264.48722;205.5592
0.05;315.864;32.964;264.49273;205.54616
0.05;316.233;32.841;264.501;205.5266
0.04;316.356;32.718;264.50375;205.52009
0.05;316.602;32.718;264.50925;205.50707
0.04;316.971;32.349;264.51749;205.48756
0.05;317.094;32.226;264.52024;205.48106
0.05;317.34;32.103;264.52573;205.46807
0.05;317.586;31.98;264.53122;205.45509
0.04;317.709;31.857;264.53396;205.4486
0.05;317.955;31.734;264.53944;205.43564
0.05;318.324;31.611;264.54765;205.4162
0.04;318.57;31.488;264.55312;205.40326
0.05;318.816;31.365;264.55859;205.39033
0.04;319.185;31.119;264.56678;205.37094
0.05;319.308;31.119;264.56951;205.36449
0.05;319.677;30.873;264.57769;205.34513
0.04;319.923;30.75;264.58314;205.33224
0.05;320.169;30.381;264.58859;205.31935
0.05;320.415;30.258;264.59403;205.30648
0.05;320.538;30.135;264.59675;205.30004
0.04;320.784;29.889;264.60219;205.28718
0.05;321.03;29.643;264.60762;205.27433
0.04;321.276;29.52;264.61305;205.26149
0.05;321.522;29.274;264.61848;205.24865
0.05;321.768;29.028;264.6239;205.23583
0.04;322.137;28.659;264.63203;205.21661
0.05;322.506;28.536;264.64015;205.19741
0.05;322.752;28.29;264.64556;205.18462
0.04;322.875;28.29;264.64826;205.17823
0.05;323.121;27.921;264.65366;205.16545
0.04;323.367;27.798;264.65906;205.15269
0.05;323.613;27.552;264.66446;205.13993
0.05;323.736;27.306;264.66715;205.13355
0.05;323.982;27.183;264.67254;205.12081
0.04;324.105;27.06;264.67524;205.11444
0.05;324.474;26.814;264.68331;205.09534
0.05;324.72;26.691;264.68869;205.08263
0.04;325.089;26.445;264.69676;205.06356
0.05;325.335;26.322;264.70213;205.05087
0.04;325.704;25.953;264.71018;205.03184
0.05;325.827;25.953;264.71286;205.0255
0.05;326.073;25.707;264.71822;205.01283
0.05;326.442;25.461;264.72626;204.99384
0.04;326.688;25.215;264.73161;204.98119
0.05;326.811;25.092;264.73429;204.97487
0.05;326.934;24.969;264.73696;204.96855
0.04;327.18;24.846;264.74231;204.95592
0.05;327.303;24.723;264.74498;204.9496
0.05;327.549;24.6;264.75032;204.93698
0.04;327.795;24.354;264.75566;204.92437
0.05;328.164;24.231;264.76366;204.90547
0.04;328.287;24.108;264.76632;204.89917
0.05;328.656;23.985;264.77431;204.8803
0.05;329.025;23.616;264.7823;204.86144
0.05;329.271;23.616;264.78762;204.84888
0.04;329.517;23.37;264.79293;204.83633
0.05;329.763;23.247;264.79824;204.82378
0.05;330.009;23.001;264.80355;204.81124
0.04;330.255;22.755;264.80886;204.79872
0.05;330.501;22.509;264.81416;204.7862
0.04;330.87;22.263;264.82211;204.76743
0.05;331.116;22.017;264.8274;204.75493
0.05;331.362;21.648;264.83269;204.74244
0.04;331.362;21.648;264.83269;204.74244
0.05;331.731;21.279;264.84062;204.72372
0.05;331.854;21.156;264.84327;204.71748
0.05;332.1;20.91;264.84855;204.70501
0.04;332.469;20.664;264.85647;204.68633
0.05;332.715;20.541;264.86174;204.67388
0.04;332.961;20.295;264.86701;204.66144
0.05;333.207;20.049;264.87228;204.64901
0.05;333.576;19.803;264.88018;204.63037
0.04;333.822;19.68;264.88544;204.61796
0.05;334.068;19.434;264.8907;204.60556
0.04;334.314;19.188;264.89595;204.59316
0.05;334.56;18.942;264.90121;204.58077
0.05;334.683;18.696;264.90383;204.57458
0.05;334.806;18.573;264.90646;204.56839
0.04;335.052;18.45;264.9117;204.55602
0.05;335.175;18.327;264.91433;204.54984
0.05;335.421;18.204;264.91957;204.53747
0.04;335.79;18.081;264.92743;204.51895
0.05;336.036;17.958;264.93266;204.5066
0.05;336.528;17.712;264.94312;204.48194
0.04;336.651;17.589;264.94574;204.47578
0.05;336.897;17.466;264.95096;204.46347
0.04;337.02;17.343;264.95357;204.45731
0.05;337.266;17.097;264.9588;204.44501
0.05;337.512;16.974;264.96401;204.43271
0.05;337.881;16.728;264.97184;204.41428
0.04;338.127;16.482;264.97705;204.402
0.05;338.373;16.482;264.98226;204.38973
0.05;338.619;16.236;264.98746;204.37747
0.04;338.865;16.236;264.99267;204.36521
0.05;339.111;16.113;264.99787;204.35296
0.04;339.234;15.99;265.00047;204.34684
0.05;339.48;15.744;265.00567;204.33461
0.05;339.726;15.744;265.01086;204.32238
0.04;339.972;15.498;265.01605;204.31015
0.05;340.218;15.498;265.02124;204.29794
0.05;340.464;15.375;265.02643;204.28573
0.05;340.71;15.129;265.03161;204.27353
0.04;340.956;15.129;265.03679;204.26133
0.05;341.202;14.883;265.04197;204.24915
0.04;341.448;14.883;265.04715;204.23697
0.05;341.817;14.514;265.05491;204.21871
0.05;342.063;14.514;265.06008;204.20655
0.04;342.309;14.391;265.06525;204.1944
0.05;342.678;14.145;265.07299;204.17618
0.05;342.924;14.022;265.07815;204.16404
0.04;343.17;13.899;265.08331;204.15191
0.05;343.416;13.653;265.08847;204.13979
0.05;343.662;13.53;265.09362;204.12767
0.04;343.908;13.284;265.09878;204.11556
0.05;344.031;13.284;265.10135;204.10951
0.05;344.277;13.161;265.1065;204.09741
0.04;344.523;12.915;265.11164;204.08532
0.05;344.646;12.915;265.11422;204.07928
0.05;344.892;12.669;265.11936;204.06719
0.04;345.138;12.546;265.1245;204.05512
0.05;345.507;12.3;265.1322;204.03702
0.04;345.753;12.054;265.13734;204.02496
0.05;345.999;12.054;265.14247;204.01291
0.05;346.245;11.808;265.1476;204.00087
0.04;346.491;11.808;265.15273;203.98883
0.05;346.737;11.562;265.15785;203.9768
0.05;346.983;11.439;265.16298;203.96477
0.04;347.229;11.316;265.1681;203.95275
0.05;347.352;11.193;265.17066;203.94675
0.05;347.598;10.947;265.17577;203.93474
0.04;347.844;10.824;265.18089;203.92274
0.05;348.09;10.824;265.186;203.91074
0.05;348.336;10.701;265.19111;203.89876
0.04;348.459;10.824;265.19367;203.89276
0.05;348.828;10.701;265.20133;203.8748
0.05;349.197;10.578;265.20899;203.85685
0.04;349.443;10.578;265.21409;203.84489
0.05;349.812;10.332;265.22174;203.82696
0.04;350.181;10.086;265.22938;203.80905
0.05;350.427;9.963;265.23447;203.79711
0.05;350.673;9.84;265.23956;203.78518
0.04;350.796;9.717;265.24211;203.77922
0.05;350.919;9.594;265.24465;203.77326
0.05;351.165;9.471;265.24974;203.76135
0.04;351.411;9.348;265.25483;203.74944
0.05;351.657;9.225;265.25991;203.73754
0.04;351.903;9.102;265.26499;203.72564
0.05;352.149;8.979;265.27007;203.71375
0.05;352.395;8.856;265.27515;203.70186
0.04;352.641;8.733;265.28022;203.68999
0.05;352.887;8.61;265.2853;203.67811
0.05;353.01;8.733;265.28783;203.67218
0.04;353.256;8.61;265.2929;203.66032
0.05;353.502;8.487;265.29797;203.64846
0.05;353.748;8.487;265.30304;203.63661
0.04;353.994;8.364;265.30811;203.62476
0.05;354.24;8.241;265.31317;203.61292
0.05;354.609;8.118;265.32076;203.59518
0.04;354.978;7.872;265.32835;203.57744
0.05;355.224;7.872;265.33341;203.56563
0.05;355.347;7.872;265.33593;203.55972
0.04;355.593;7.626;265.34099;203.54791
0.05;355.839;7.503;265.34604;203.53611
0.04;356.085;7.38;265.35109;203.52432
0.05;356.331;7.257;265.35614;203.51253
0.05;356.7;7.011;265.36371;203.49485
0.04;356.946;7.011;265.36875;203.48308
0.05;357.069;7.011;265.37127;203.47719
0.05;357.438;6.765;265.37884;203.45955
0.04;357.561;6.642;265.38136;203.45367
0.05;357.807;6.642;265.38639;203.44191
0.04;358.053;6.519;265.39143;203.43016
0.05;358.299;6.519;265.39647;203.41842
0.05;358.422;6.642;265.39898;203.41255
0.04;358.668;6.519;265.40402;203.40081
0.05;358.914;6.396;265.40905;203.38908
0.05;359.16;6.396;265.41408;203.37735
0.04;359.406;6.396;265.41911;203.36563
0.05;359.652;6.396;265.42413;203.35392
0.05;360.021;6.15;265.43167;203.33636
0.04;360.267;6.15;265.4367;203.32466
0.05;360.636;5.904;265.44423;203.30712
0.05;360.759;6.027;265.44674;203.30127
0.04;361.128;5.781;265.45427;203.28375
0.05;361.251;5.781;265.45677;203.27791
0.05;361.62;5.658;265.4643;203.2604
0.04;361.866;5.535;265.46931;203.24873
0.05;362.112;5.412;265.47432;203.23707
0.05;362.358;5.289;265.47934;203.22542
0.04;362.604;5.166;265.48435;203.21377
0.05;362.973;4.92;265.49186;203.1963
0.04;363.096;4.797;265.49436;203.19048
0.05;363.342;4.797;265.49937;203.17885
0.05;363.465;4.674;265.50187;203.17303
0.04;363.711;4.551;265.50687;203.1614
0.05;363.957;4.551;265.51188;203.14978
0.05;364.08;4.428;265.51438;203.14397
0.04;364.326;4.428;265.51938;203.13236
0.05;364.572;4.305;265.52438;203.12075
0.04;364.818;4.059;265.52938;203.10914
0.05;365.064;4.059;265.53437;203.09754
0.05;365.433;3.813;265.54187;203.08015
0.04;365.802;3.69;265.54936;203.06277
0.05;366.048;3.567;265.55435;203.05119
0.04;366.417;3.321;265.56184;203.03383
0.05;366.54;3.444;265.56433;203.02804
0.05;366.786;3.321;265.56932;203.01648
0.04;367.032;3.321;265.57431;203.00492
0.05;367.155;3.321;265.5768;202.99914
0.05;367.401;3.321;265.58179;202.98758
0.04;367.647;3.198;265.58677;202.97603
0.05;367.893;3.198;265.59176;202.96449
0.04;368.139;3.075;265.59674;202.95295
0.05;368.508;2.952;265.60421;202.93565
0.05;368.631;2.952;265.6067;202.92988
0.04;368.877;2.829;265.61168;202.91835
0.05;369.123;2.706;265.61666;202.90683
0.05;369.369;2.583;265.62164;202.89531
0.04;369.492;2.583;265.62413;202.88956
0.05;369.492;2.583;265.62413;202.88956
0.05;369.615;2.46;265.62662;202.8838
0.04;369.615;2.46;265.62662;202.8838
0.04;369.492;2.46;265.62413;202.88956
0.05;369.492;2.337;265.62413;202.88956
0.05;369.369;2.337;265.62164;202.89531
0.04;369.492;2.091;265.62413;202.88956
0.05;369.369;2.091;265.62164;202.89531
0.04;369.246;1.968;265.61915;202.90107
0.05;369.123;1.968;265.61666;202.90683
0.05;369.123;1.845;265.61666;202.90683
0.04;369.123;1.845;265.61666;202.90683
0.05;369.123;1.599;265.61666;202.90683
0.05;369.246;1.476;265.61915;202.90107
0.04;369.246;1.476;265.61915;202.90107
0.05;369.246;1.353;265.61915;202.90107
0.05;369.246;1.23;265.61915;202.90107
0.04;369.246;0.984;265.61915;202.90107
0.05;369.246;0.861;265.61915;202.90107
0.04;369.246;0.738;265.61915;202.90107
0.05;369.246;0.738;265.61915;202.90107
0.05;369.246;0.738;265.61915;202.90107
0.04;369.246;0.615;265.61915;202.90107
0.04;369.246;0.615;265.61915;202.90107
0.05;369.123;0.615;265.61666;202.90683
0.05;369.123;0.615;265.61666;202.90683
0.04;369.123;0.615;265.61666;202.90683
0.05;369.123;0.615;265.61666;202.90683
0.05;369.123;0.615;265.61666;202.90683
0.04;369.123;0.738;265.61666;202.90683
0.05;369.123;0.738;265.61666;202.90683
0.04;369.246;0.492;265.61915;202.90107
0.05;369.369;0.369;265.62164;202.89531
0.05;369.246;0.369;265.61915;202.90107
0.04;369.369;0.123;265.62164;202.89531
0.05;369.246;0.123;265.61915;202.90107
0.05;369.246;0;265.61915;202.90107
0.04;369.123;0;265.61666;202.90683
0.05;369.123;-0.123;265.61666;202.90683
0.05;369;-0.123;265.61417;202.91259
0.04;369.123;-0.246;265.61666;202.90683
0.05;369;-0.123;265.61417;202.91259
0.04;369;-0.246;265.61417;202.91259
0.05;369;-0.246;265.61417;202.91259
0.05;369.123;-0.246;265.61666;202.90683
0.04;369.123;-0.246;265.61666;202.90683
0.05;369.246;-0.369;265.61915;202.90107
0.05;369.246;-0.369;265.61915;202.90107
0.04;369.123;-0.246;265.61666;202.90683
0.05;369.123;-0.246;265.61666;202.90683
0.04;369.123;-0.246;265.61666;202.90683
0.05;369.123;-0.369;265.61666;202.90683
0.05;369;-0.246;265.61417;202.91259
0.04;368.877;-0.246;265.61168;202.91835
0.05;368.877;-0.369;265.61168;202.91835
0.04;369;-0.492;265.61417;202.91259
0.05;369;-0.492;265.61417;202.91259
0.05;369;-0.615;265.61417;202.91259
0.04;369.123;-0.615;265.61666;202.90683
0.05;369;-0.615;265.61417;202.91259
0.05;369;-0.738;265.61417;202.91259
0.04;369.123;-0.861;265.61666;202.90683
0.05;369;-0.738;265.61417;202.91259
0.05;369.123;-0.861;265.61666;202.90683
0.04;369;-0.861;265.61417;202.91259
0.05;369;-0.861;265.61417;202.91259
0.04;369;-0.861;265.61417;202.91259
0.05;369;-0.861;265.61417;202.91259
0.05;369;-0.861;265.61417;202.91259
0.04;369;-0.861;265.61417;202.91259
0.05;369;-0.984;265.61417;202.91259
0.05;369;-0.984;265.61417;202.91259
0.04;369;-0.861;265.61417;202.91259
0.05;369;-0.984;265.61417;202.91259
0.04;369;-1.23;265.61417;202.91259
0.05;369;-1.353;265.61417;202.91259
0.05;369;-1.353;265.61417;202.91259
0.04;369;-1.476;265.61417;202.91259
0.05;369;-1.599;265.61417;202.91259
0.05;369;-1.599;265.61417;202.91259
0.04;369.123;-1.845;265.61666;202.90683
0.05;369;-1.722;265.61417;202.91259
0.04;369.123;-1.722;265.61666;202.90683
0.05;369.123;-1.722;265.61666;202.90683
0.05;369.123;-1.722;265.61666;202.90683
0.04;369;-1.599;265.61417;202.91259
0.05;369;-1.722;265.61417;202.91259
0.04;369;-1.845;265.61417;202.91259
0.05;368.877;-1.722;265.61168;202.91835
0.05;369;-1.845;265.61417;202.91259
0.04;369;-1.845;265.61417;202.91259
0.05;368.877;-1.722;265.61168;202.91835
0.05;369;-1.722;265.61417;202.91259
0.04;369;-1.722;265.61417;202.91259
0.05;369;-1.722;265.61417;202.91259
0.05;369;-1.722;265.61417;202.91259
0.04;369;-1.845;265.61417;202.91259
0.05;369;-1.845;265.61417;202.91259
0.04;369.123;-1.968;265.61666;202.90683
0.05;369.123;-1.968;265.61666;202.90683
0.05;369.123;-1.968;265.61666;202.90683
0.04;369;-1.845;265.61417;202.91259
0.05;369;-1.845;265.61417;202.91259
0.05;369;-1.845;265.61417;202.91259
0.04;369;-1.845;265.61417;202.91259
0.05;369;-1.968;265.61417;202.91259
0.04;369.123;-2.091;265.61666;202.90683
0.05;369.123;-2.091;265.61666;202.90683
0.05;369.246;-2.337;265.61915;202.90107
0.04;369.123;-2.337;265.61666;202.90683
0.05;369.123;-2.46;265.61666;202.90683
0.04;369.123;-2.46;265.61666;202.90683
0.05;369.246;-2.583;265.61915;202.90107
0.05;369.123;-2.583;265.61666;202.90683
0.04;369.123;-2.583;265.61666;202.90683
0.05;369.123;-2.583;265.61666;202.90683
0.05;369.123;-2.706;265.61666;202.90683
0.04;369;-2.583;265.61417;202.91259
0.05;369;-2.706;265.61417;202.91259
0.05;369;-2.706;265.61417;202.91259
0.04;369;-2.829;265.61417;202.91259
0.05;368.877;-2.706;265.61168;202.91835
0.04;369;-2.952;265.61417;202.91259
0.05;369;-2.952;265.61417;202.91259
0.05;369.123;-2.952;265.61666;202.90683
0.04;369.123;-2.952;265.61666;202.90683
0.05;369.246;-3.075;265.61915;202.90107
0.05;369.123;-2.952;265.61666;202.90683
0.04;369.123;-2.952;265.61666;202.90683
0.05;369.123;-2.952;265.61666;202.90683
0.04;369;-2.829;265.61417;202.91259
0.05;368.877;-2.829;265.61168;202.91835
0.05;368.877;-2.829;265.61168;202.91835
0.04;369;-2.952;265.61417;202.91259
0.05;369;-2.952;265.61417;202.91259
0.05;369;-3.075;265.61417;202.91259
0.04;369.123;-3.198;265.61666;202.90683
0.05;369.123;-3.198;265.61666;202.90683
0.04;369.123;-3.198;265.61666;202.90683
0.05;369.123;-3.198;265.61666;202.90683
0.05;369;-2.952;265.61417;202.91259
0.04;369;-3.075;265.61417;202.91259
0.05;369.123;-3.198;265.61666;202.90683
0.05;369;-3.075;265.61417;202.91259
0.04;369;-2.952;265.61417;202.91259
0.05;369;-2.829;265.61417;202.91259
0.04;369;-2.829;265.61417;202.91259
0.05;369;-2.829;265.61417;202.91259
0.05;369;-2.829;265.61417;202.91259
0.04;369.123;-2.952;265.61666;202.90683
0.05;369;-2.829;265.61417;202.91259
0.05;369;-2.952;265.61417;202.91259
0.04;369;-2.952;265.61417;202.91259
0.05;368.877;-2.952;265.61168;202.91835
0.05;368.877;-2.952;265.61168;202.91835
0.04;368.754;-2.829;265.60919;202.92412
0.05;368.754;-2.829;265.60919;202.92412
0.05;368.877;-2.829;265.61168;202.91835
0.04;369;-2.952;265.61417;202.91259
0.05;369;-2.952;265.61417;202.91259
0.05;369.123;-3.075;265.61666;202.90683
0.04;369.123;-3.075;265.61666;202.90683
0.05;369.123;-3.075;265.61666;202.90683
0.04;369;-3.075;265.61417;202.91259
0.05;369;-3.075;265.61417;202.91259
0.05;369;-2.952;265.61417;202.91259
0.04;369;-2.952;265.61417;202.91259
0.05;369;-2.952;265.61417;202.91259
0.05;369.123;-3.075;265.61666;202.90683
0.04;369.123;-2.952;265.61666;202.90683
0.05;369;-2.829;265.61417;202.91259
0.04;369;-2.829;265.61417;202.91259
0.05;369;-2.829;265.61417;202.91259
0.05;369;-2.829;265.61417;202.91259
0.04;369;-2.829;265.61417;202.91259
0.05;369;-2.952;265.61417;202.91259
0.05;369;-2.952;265.61417;202.91259
0.04;369;-2.952;265.61417;202.91259
0.05;369;-3.075;265.61417;202.91259
0.04;369;-3.075;265.61417;202.91259
0.05;369.123;-3.198;265.61666;202.90683
0.05;369;-3.198;265.61417;202.91259
0.04;369;-3.321;265.61417;202.91259
0.05;369;-3.321;265.61417;202.91259
0.05;369;-3.444;265.61417;202.91259
0.04;368.877;-3.321;265.61168;202.91835
0.05;368.877;-3.444;265.61168;202.91835
0.04;368.877;-3.444;265.61168;202.91835
0.05;368.877;-3.321;265.61168;202.91835
0.05;369;-3.444;265.61417;202.91259
0.04;369;-3.321;265.61417;202.91259
0.05;369.123;-3.444;265.61666;202.90683
0.05;369.123;-3.444;265.61666;202.90683
0.04;369.123;-3.444;265.61666;202.90683
0.05;369.123;-3.444;265.61666;202.90683
0.04;369.123;-3.444;265.61666;202.90683
0.05;369;-3.444;265.61417;202.91259
0.05;368.877;-3.444;265.61168;202.91835
0.04;368.877;-3.444;265.61168;202.91835
0.05;368.877;-3.444;265.61168;202.91835
0.05;368.877;-3.321;265.61168;202.91835
0.04;368.877;-3.321;265.61168;202.91835
0.05;369;-3.321;265.61417;202.91259
0.04;369;-3.198;265.61417;202.91259
0.05;369.123;-3.321;265.61666;202.90683
0.05;369.246;-3.321;265.61915;202.90107
0.04;369.246;-3.444;265.61915;202.90107
0.05;369.246;-3.567;265.61915;202.90107
0.05;369.123;-3.444;265.61666;202.90683
0.05;369;-3.567;265.61417;202.91259
0.04;368.877;-3.567;265.61168;202.91835
0.05;368.877;-3.69;265.61168;202.91835
0.04;368.754;-3.567;265.60919;202.92412
0.05;368.754;-3.567;265.60919;202.92412
0.05;368.877;-3.69;265.61168;202.91835
0.04;368.877;-3.69;265.61168;202.91835
0.05;369;-3.813;265.61417;202.91259
0.05;369.123;-3.813;265.61666;202.90683
0.04;369.123;-3.813;265.61666;202.90683
0.05;369.123;-3.936;265.61666;202.90683
0.04;369;-3.69;265.61417;202.91259
0.05;369;-3.813;265.61417;202.91259
0.05;369.123;-3.936;265.61666;202.90683
0.04;369.123;-4.059;265.61666;202.90683
0.05;369.123;-4.305;265.61666;202.90683
0.05;369.123;-4.551;265.61666;202.90683
0.04;369.123;-4.797;265.61666;202.90683
0.05;369;-4.797;265.61417;202.91259
0.04;369;-4.797;265.61417;202.91259
0.05;369;-4.92;265.61417;202.91259
0.05;368.877;-4.92;265.61168;202.91835
0.04;368.877;-4.92;265.61168;202.91835
0.05;368.754;-4.797;265.60919;202.92412
0.05;368.754;-4.797;265.60919;202.92412
0.04;368.877;-4.92;265.61168;202.91835
0.05;368.877;-4.92;265.61168;202.91835
0.04;368.877;-4.797;265.61168;202.91835
0.05;369;-4.92;265.61417;202.91259
0.05;369.123;-5.043;265.61666;202.90683
0.04;369.123;-5.043;265.61666;202.90683
0.05;369.123;-5.166;265.61666;202.90683
0.05;369.123;-5.166;265.61666;202.90683
0.04;369;-5.166;265.61417;202.91259
0.05;369;-5.166;265.61417;202.91259
0.04;369;-5.166;265.61417;202.91259
0.05;369;-5.166;265.61417;202.91259
0.05;369.123;-5.289;265.61666;202.90683
0.04;369;-5.043;265.61417;202.91259
0.05;369;-5.043;265.61417;202.91259
0.05;369;-5.043;265.61417;202.91259
0.04;369;-4.92;265.61417;202.91259
0.05;369;-4.92;265.61417;202.91259
0.04;369;-5.043;265.61417;202.91259
0.05;369;-5.043;265.61417;202.91259
0.05;369;-5.043;265.61417;202.91259
0.04;369;-5.043;265.61417;202.91259
0.05;369;-5.043;265.61417;202.91259
0.05;369;-5.043;265.61417;202.91259
0.04;369.123;-5.166;265.61666;202.90683
0.05;369.123;-5.166;265.61666;202.90683
0.04;369;-5.043;265.61417;202.91259
0.05;369;-5.166;265.61417;202.91259
0.05;369;-5.166;265.61417;202.91259
0.04;368.877;-5.043;265.61168;202.91835
0.05;368.877;-5.043;265.61168;202.91835
0.05;368.754;-4.92;265.60919;202.92412
0.04;368.754;-4.797;265.60919;202.92412
0.05;368.877;-4.92;265.61168;202.91835
0.04;369;-4.92;265.61417;202.91259
0.05;369;-4.797;265.61417;202.91259
0.05;369.123;-4.92;265.61666;202.90683
0.04;369.123;-4.797;265.61666;202.90683
0.05;369.123;-4.674;265.61666;202.90683
0.05;369;-4.551;265.61417;202.91259
0.04;369;-4.551;265.61417;202.91259
0.05;369;-4.551;265.61417;202.91259
0.04;369;-4.428;265.61417;202.91259
0.05;369.123;-4.551;265.61666;202.90683
0.05;369;-4.428;265.61417;202.91259
0.04;368.877;-4.182;265.61168;202.91835
0.05;368.877;-4.059;265.61168;202.91835
0.05;368.877;-4.059;265.61168;202.91835
0.04;369;-4.182;265.61417;202.91259
0.05;369;-4.182;265.61417;202.91259
0.04;369.123;-4.182;265.61666;202.90683
0.05;369;-3.936;265.61417;202.91259
0.05;369;-3.936;265.61417;202.91259
0.04;369;-3.936;265.61417;202.91259
0.05;369;-3.936;265.61417;202.91259
0.05;369;-3.936;265.61417;202.91259
0.04;369;-3.936;265.61417;202.91259
0.05;369.123;-3.936;265.61666;202.90683
0.04;369.123;-3.936;265.61666;202.90683
0.05;369;-3.813;265.61417;202.91259
0.05;369;-3.936;265.61417;202.91259
0.05;369;-3.936;265.61417;202.91259
0.04;369;-3.936;265.61417;202.91259
0.05;369;-3.936;265.61417;202.91259
0.05;369.123;-4.182;265.61666;202.90683
0.04;369.123;-4.182;265.61666;202.90683
0.05;369.123;-4.182;265.61666;202.90683
0.04;369.123;-4.059;265.61666;202.90683
0.05;369.123;-4.182;265.61666;202.90683
0.05;369.123;-4.305;265.61666;202.90683
0.04;369.123;-4.305;265.61666;202.90683
0.05;369;-4.305;265.61417;202.91259
0.05;369;-4.428;265.61417;202.91259
0.04;368.877;-4.305;265.61168;202.91835
0.05;368.877;-4.428;265.61168;202.91835
0.04;368.877;-4.551;265.61168;202.91835
0.05;368.877;-4.674;265.61168;202.91835
0.05;368.877;-4.551;265.61168;202.91835
0.04;368.877;-4.551;265.61168;202.91835
0.05;369;-4.551;265.61417;202.91259
0.05;369;-4.428;265.61417;202.91259
0.04;369;-4.428;265.61417;202.91259
0.05;369;-4.305;265.61417;202.91259
0.05;369;-4.305;265.61417;202.91259
0.04;369;-4.305;265.61417;202.91259
0.05;369.123;-4.305;265.61666;202.90683
0.04;369.123;-4.305;265.61666;202.90683
0.05;368.877;-4.428;265.61168;202.91835
0.05;365.679;-4.797;265.54686;203.06856
0.04;364.941;-7.872;265.53187;203.10334
0.05;361.989;-10.824;265.47182;203.2429
0.04;358.299;-10.332;265.39647;203.41842
0.05;354.855;-13.161;265.32582;203.58335
0.04;351.534;-16.851;265.25737;203.74349
0.05;347.598;-19.065;265.17577;203.93474
0.05;344.154;-22.017;265.10392;204.10346
0.04;340.218;-25.707;265.02124;204.29794
0.05;336.159;-31.365;264.93528;204.50044
0.04;330.747;-30.012;264.81946;204.77368
0.05;327.057;-35.424;264.73963;204.96223
0.05;320.907;-36.408;264.60491;205.28076
0.04;317.586;-42.804;264.53122;205.45509
0.05;310.329;-42.804;264.3677;205.84207
0.05;306.516;-46.248;264.28032;206.04886
0.04;300.612;-49.2;264.14288;206.37403
0.05;297.045;-52.767;264.05852;206.57352
0.04;289.911;-51.783;263.8866;206.9797
0.05;286.713;-54.858;263.80808;207.16502
0.05;280.317;-54.366;263.64818;207.54192
0.04;276.627;-59.655;263.55412;207.7633
0.05;269.862;-56.826;263.37805;208.17694
0.05;266.172;-60.393;263.27996;208.40694
0.04;259.776;-60.762;263.10631;208.81323
0.05;256.086;-63.591;263.00397;209.05215
0.04;252.888;-67.404;262.91395;209.26196
0.05;246.984;-64.575;262.74442;209.65621
0.05;243.54;-67.896;262.64347;209.89043
0.04;237.759;-65.805;262.47047;210.2908
0.05;233.946;-67.527;262.35386;210.55995
0.05;230.994;-70.356;262.26218;210.77117
0.04;224.352;-67.035;262.05129;211.25567
0.05;221.154;-67.404;261.94741;211.49363
0.04;218.079;-70.356;261.84605;211.72538
0.05;211.929;-67.65;261.6389;212.19769
0.05;208.977;-68.142;261.53731;212.42866
0.04;204.795;-67.527;261.39095;212.7607
0.05;201.351;-68.511;261.26821;213.03847
0.05;197.907;-68.265;261.14345;213.32022
0.04;194.709;-68.265;261.02575;213.58545
0.05;190.773;-64.944;260.8784;213.91675
0.04;188.067;-65.928;260.77547;214.14767
0.05;184.377;-66.42;260.63295;214.46677
0.05;180.564;-65.805;260.48302;214.80168
0.04;177.243;-65.559;260.35017;215.09772
0.05;174.291;-63.099;260.2303;215.36432
0.05;170.847;-63.345;260.08829;215.6795
0.04;168.018;-61.131;259.96988;215.9418
0.04;164.697;-61.623;259.82881;216.25366
0.05;161.499;-59.163;259.69083;216.55806
0.05;161.13;-62.484;259.67477;216.59344
0.04;157.44;-59.532;259.51263;216.95026
0.05;153.996;-59.778;259.35871;217.28824
0.05;153.381;-59.778;259.33096;217.34911
0.04;149.814;-59.655;259.16837;217.70518
0.05;146.124;-56.334;258.99726;218.07908
0.04;145.632;-56.334;258.97422;218.12937
0.05;142.557;-55.842;258.82898;218.44597
0.05;138.867;-53.013;258.65187;218.83122
0.04;138.375;-55.35;258.62803;218.88303
0.05;135.423;-53.013;258.48377;219.1961
0.05;134.562;-52.767;258.44132;219.28812
0.04;131.364;-52.398;258.28212;219.63279
0.04;130.749;-52.275;258.25122;219.69959
0.05;127.797;-50.307;258.1017;220.02258
0.05;124.353;-49.692;257.92463;220.40436
0.04;124.107;-49.569;257.91187;220.43183
0.05;120.909;-46.986;257.74468;220.79153
0.05;120.417;-49.323;257.71874;220.84728
0.04;116.604;-45.633;257.51565;221.28316
