Time,Intensity
0.04814,339333
0.04847,338956
0.0488,338715
0.04914,339207
0.04947,339298
0.0498,339446
0.05014,339549
0.05047,340015
0.0508,339821
0.05114,339856
0.05147,339911
0.0518,340102
0.05214,341332
0.05247,340484
0.0528,341353
0.05314,340194
0.05347,340265
0.0538,340206
0.05414,341017
0.05447,341610
0.0548,341568
0.05514,342442
0.05547,341802
0.0558,340509
0.05614,342416
0.05647,341957
0.0568,341830
0.05714,341776
0.05747,343286
0.0578,341861
0.05814,342565
0.05847,343270
0.0588,343108
0.05914,342650
0.05947,342105
0.0598,342144
0.06014,343599
0.06047,343246
0.0608,342394
0.06114,343107
0.06147,343628
0.0618,343045
0.06214,343804
0.06247,343359
0.0628,343467
0.06314,344104
0.06347,344336
0.0638,343910
0.06414,344105
0.06447,345122
0.0648,345027
0.06514,344911
0.06547,344693
0.0658,345403
0.06614,345957
0.06647,345460
0.0668,346315
0.06714,345169
0.06747,345234
0.0678,346422
0.06814,345099
0.06847,345623
0.0688,345963
0.06914,346042
0.06947,345549
0.0698,346173
0.07014,345089
0.07047,345684
0.0708,347196
0.07114,346815
0.07147,346340
0.0718,346345
0.07214,346403
0.07247,346194
0.0728,347183
0.07314,347857
0.07347,347819
0.0738,348378
0.07414,347866
0.07447,347924
0.0748,348354
0.07514,346638
0.07547,348020
0.0758,347989
0.07614,347877
0.07647,347870
0.0768,347903
0.07714,347346
0.07747,347514
0.0778,347575
0.07814,347557
0.07847,347973
0.0788,348687
0.07914,348132
0.07947,347141
0.0798,348902
0.08014,347812
0.08047,348505
0.0808,349470
0.08114,349233
0.08147,349620
0.0818,350205
0.08214,349888
0.08247,350114
0.0828,351407
0.08314,350127
0.08347,350904
0.0838,350658
0.08414,349539
0.08447,350526
0.0848,352054
0.08514,351877
0.08547,352324
0.0858,351838
0.08614,351194
0.08647,350387
0.0868,350856
0.08714,350993
0.08747,351847
0.0878,351670
0.08814,351328
0.08847,351114
0.0888,351633
0.08914,353853
0.08947,351990
0.0898,351875
0.09014,353361
0.09047,352901
0.0908,351984
0.09114,351252
0.09147,347958
0.0918,346464
0.09214,342269
0.09247,313925
0.0928,528453
0.09314,623415
0.09347,382349
0.0938,157632
0.09414,54002
0.09447,28586
0.0948,21158
0.09514,18404
0.09547,16295
0.0958,16069
0.09614,15690
0.09647,15548
0.0968,14167
0.09714,13090
0.09747,13267
0.0978,12902
0.09814,12469
0.09847,12868
0.0988,12630
0.09914,12228
0.09947,11859
0.0998,11578
0.10014,11939
0.10047,11667
0.1008,11343
0.10114,11246
0.10147,11110
0.1018,11647
0.10214,11654
0.10247,12640
0.1028,17314
0.10314,28830
0.10347,44077
0.1038,52002
0.10414,46641
0.10447,33047
0.1048,21771
0.10514,14391
0.10547,11065
0.1058,10544
0.10614,12535
0.10647,16953
0.1068,24453
0.10714,30265
0.10747,28423
0.1078,22837
0.10814,16551
0.10847,12633
0.1088,9939
0.10914,8659
0.10947,8574
0.1098,8083
0.11014,8494
0.11047,9007
0.1108,9032
0.11114,8641
0.11147,8550
0.1118,8325
0.11214,8999
0.11247,8811
0.1128,8781
0.11314,8868
0.11347,9484
0.1138,9316
0.11414,8589
0.11447,9354
0.1148,9285
0.11514,9534
0.11547,9192
0.1158,8549
0.11614,7710
0.11647,7795
0.1168,6985
0.11714,7316
0.11747,8008
0.1178,7564
0.11814,7255
0.11847,7339
0.1188,6656
0.11914,7035
0.11947,7365
0.1198,8004
0.12014,7673
0.12047,8298
0.1208,7731
0.12114,7476
0.12147,7127
0.1218,7234
0.12214,7582
0.12247,7776
0.1228,7767
0.12314,7490
0.12347,7243
0.1238,7403
0.12414,7408
0.12447,7424
0.1248,6686
0.12514,7113
0.12547,6943
0.1258,7566
0.12614,7034
0.12647,6531
0.1268,6314
0.12714,6059
0.12747,6977
0.1278,7400
0.12814,6526
0.12847,6911
0.1288,6392
0.12914,7010
0.12947,6892
0.1298,6568
0.13014,6043
0.13047,6229
0.1308,6104
0.13114,6568
0.13147,6554
0.1318,7186
0.13214,7970
0.13247,8341
0.1328,8402
0.13314,9891
0.13347,10391
0.1338,11106
0.13414,12430
0.13447,12015
0.1348,11759
0.13514,9949
0.13547,9229
0.1358,8840
0.13614,7755
0.13647,7402
0.1368,8016
0.13714,7613
0.13747,6671
0.1378,6478
0.13814,6677
0.13847,6314
0.1388,6009
0.13914,6085
0.13947,6781
0.1398,6304
0.14014,5884
0.14047,5853
0.1408,5875
0.14114,6170
0.14147,6537
0.1418,6406
0.14214,6031
0.14247,5984
0.1428,5916
0.14314,5682
0.14347,6379
0.1438,6473
0.14414,6098
0.14447,5828
0.1448,5428
0.14514,5930
0.14547,6039
0.1458,5618
0.14614,5649
0.14647,5802
0.1468,6172
0.14714,6673
0.14747,6269
0.1478,6233
0.14814,6301
0.14847,6263
0.1488,6297
0.14914,7226
0.14947,7050
0.1498,5957
0.15014,5967
0.15047,5785
0.1508,5568
0.15114,5899
0.15147,6103
0.1518,6695
0.15214,6397
0.15247,6247
0.1528,5623
0.15314,5682
0.15347,6213
0.1538,6729
0.15414,6253
0.15447,6118
0.1548,6281
0.15514,6977
0.15547,7048
0.1558,8858
0.15614,10962
0.15647,12549
0.1568,14012
0.15714,15805
0.15747,18551
0.1578,19368
0.15814,20113
0.15847,21918
0.1588,19951
0.15914,19201
0.15947,17484
0.1598,15247
0.16014,12704
0.16047,12041
0.1608,10475
0.16114,10086
0.16147,8424
0.1618,7819
0.16214,7580
0.16247,7020
0.1628,7431
0.16314,6898
0.16347,6476
0.1638,6766
0.16414,6193
0.16447,7039
0.1648,6589
0.16514,6008
0.16547,5996
0.1658,5925
0.16614,6505
0.16647,6188
0.1668,5597
0.16714,5586
0.16747,5111
0.1678,5732
0.16814,5874
0.16847,5211
0.1688,5672
0.16914,5530
0.16947,5330
0.1698,5550
0.17014,6122
0.17047,5683
0.1708,5709
0.17114,5293
0.17147,5575
0.1718,5086
0.17214,5676
0.17247,6038
0.1728,6822
0.17314,6536
0.17347,5737
0.1738,5971
0.17414,6317
0.17447,6401
0.1748,5613
0.17514,5985
0.17547,5538
0.1758,6408
0.17614,6281
0.17647,5697
0.1768,5355
0.17714,5437
0.17747,5065
0.1778,5135
0.17814,6145
0.17847,5910
0.1788,5066
0.17914,5003
0.17947,5171
0.1798,5698
0.18014,5895
0.18047,5625
0.1808,5126
0.18114,4979
0.18147,4811
0.1818,5244
0.18214,5551
0.18247,5356
0.1828,5086
0.18314,5165
0.18347,4978
0.1838,5396
0.18414,5869
0.18447,5248
0.1848,5104
0.18514,4917
0.18547,5105
0.1858,4986
0.18614,5121
0.18647,4765
0.1868,4680
0.18714,5304
0.18747,5128
0.1878,5770
0.18814,5263
0.18847,5097
0.1888,4721
0.18914,4266
0.18947,4697
0.1898,5182
0.19014,5661
0.19047,5689
0.1908,4918
0.19114,4951
0.19147,4855
0.1918,4732
0.19214,4947
0.19247,4906
0.1928,5807
0.19314,5313
0.19347,4937
0.1938,5097
0.19414,5036
0.19447,4929
0.1948,4763
0.19514,5368
0.19547,5658
0.1958,5090
0.19614,5112
0.19647,4949
0.1968,5079
0.19714,4823
0.19747,5040
0.1978,5626
0.19814,5180
0.19847,5212
0.1988,5170
0.19914,4889
0.19947,4984
0.1998,5791
0.20014,5162
0.20047,4718
0.2008,4606
0.20114,5360
0.20147,6011
0.2018,5681
0.20214,4974
0.20247,5164
0.2028,4883
0.20314,5222
0.20347,5072
0.2038,4770
0.20414,5061
0.20447,5299
0.2048,5407
0.20514,5289
0.20547,5065
0.2058,4743
0.20614,4706
0.20647,4787
0.2068,5137
0.20714,6051
0.20747,5030
0.2078,5113
0.20814,5023
0.20847,4945
0.2088,5986
0.20914,5695
0.20947,5297
0.2098,4584
0.21014,5161
0.21047,5234
0.2108,5118
0.21114,4957
0.21147,5127
0.2118,4922
0.21214,5403
0.21247,5409
0.2128,4947
0.21314,5053
0.21347,4936
0.2138,5887
0.21414,5458
0.21447,4873
0.2148,5037
0.21514,4601
0.21547,4770
0.2158,4908
0.21614,4936
0.21647,5008
0.2168,5795
0.21714,5449
0.21747,5018
0.2178,5302
0.21814,5064
0.21847,4859
0.2188,5836
0.21914,5519
0.21947,5038
0.2198,5119
0.22014,5067
0.22047,5584
0.2208,5337
0.22114,4857
0.22147,4962
0.2218,4734
0.22214,5236
0.22247,5419
0.2228,4842
0.22314,5025
0.22347,4670
0.2238,5865
0.22414,5464
0.22447,5077
0.2248,4840
0.22514,4745
0.22547,4642
0.2258,4801
0.22614,5385
0.22647,5471
0.2268,4574
0.22714,5361
0.22747,5002
0.2278,5339
0.22814,5853
0.22847,4815
0.2288,4942
0.22914,4802
0.22947,4986
0.2298,4781
0.23014,4728
0.23047,4925
0.2308,4804
0.23114,4815
0.23147,5391
0.2318,5131
0.23214,4889
0.23247,4987
0.2328,4844
0.23314,5086
0.23347,5878
0.2338,5641
0.23414,4919
0.23447,5001
0.2348,5109
0.23514,5171
0.23547,6074
0.2358,7607
0.23614,10307
0.23647,14956
0.2368,19091
0.23714,22965
0.23747,28132
0.2378,30096
0.23814,31039
0.23847,28850
0.2388,25291
0.23914,19975
0.23947,15376
0.2398,13012
0.24014,9044
0.24047,8057
0.2408,7254
0.24114,6249
0.24147,6386
0.2418,5826
0.24214,5882
0.24247,5540
0.2428,4937
0.24314,6016
0.24347,5381
0.2438,5218
0.24414,5181
0.24447,4840
0.2448,5657
0.24514,5452
0.24547,4939
0.2458,4895
0.24614,4707
0.24647,4891
0.2468,4851
0.24714,4800
0.24747,5074
0.2478,4933
0.24814,5280
0.24847,4641
0.2488,4509
0.24914,4733
0.24947,4699
0.2498,4976
0.25014,5209
0.25047,5084
0.2508,4895
0.25114,4515
0.25147,4891
0.2518,4370
0.25214,4708
0.25247,5216
0.2528,5678
0.25314,5252
0.25347,5131
0.2538,5048
0.25414,5138
0.25447,4596
0.2548,4889
0.25514,4660
0.25547,5687
0.2558,5025
0.25614,4750
0.25647,4797
0.2568,5241
0.25714,5530
0.25747,5512
0.2578,4868
0.25814,5080
0.25847,5195
0.2588,4991
0.25914,5977
0.25947,4705
0.2598,5434
0.26014,5012
0.26047,5108
0.2608,5945
0.26114,5046
0.26147,4850
0.2618,5391
0.26214,4837
0.26247,5905
0.2628,4462
0.26314,5357
0.26347,4652
0.2638,4979
0.26414,5145
0.26447,5641
0.2648,5083
0.26514,5060
0.26547,6822
0.2658,7902
0.26614,8261
0.26647,8192
0.2668,7879
0.26714,7575
0.26747,7718
0.2678,6845
0.26814,6277
0.26847,5714
0.2688,5654
0.26914,6217
0.26947,5983
0.2698,5659
0.27014,5529
0.27047,5071
0.2708,5603
0.27114,6456
0.27147,7163
0.2718,6914
0.27214,5718
0.27247,6300
0.2728,6234
0.27314,6216
0.27347,5590
0.2738,5878
0.27414,6306
0.27447,5404
0.2748,5269
0.27514,5133
0.27547,5150
0.2758,5166
0.27614,5092
0.27647,5643
0.2768,5653
0.27714,4997
0.27747,5488
0.2778,4950
0.27814,5922
0.27847,6103
0.2788,5348
0.27914,5430
0.27947,5016
0.2798,5600
0.28014,6248
0.28047,5182
0.2808,5662
0.28114,5091
0.28147,5710
0.2818,5830
0.28214,5249
0.28247,6549
0.2828,6199
0.28314,6704
0.28347,7013
0.2838,6244
0.28414,6525
0.28447,6219
0.2848,5887
0.28514,5582
0.28547,5843
0.2858,5496
0.28614,5454
0.28647,5439
0.2868,5483
0.28714,5571
0.28747,5295
0.2878,5263
0.28814,5338
0.28847,6316
0.2888,5557
0.28914,5304
0.28947,4894
0.2898,5646
0.29014,5075
0.29047,5255
0.2908,5676
0.29114,7234
0.29147,8638
0.2918,11181
0.29214,17804
0.29247,26775
0.2928,37739
0.29314,46217
0.29347,49224
0.2938,47608
0.29414,38734
0.29447,28709
0.2948,19644
0.29514,13957
0.29547,9538
0.2958,7541
0.29614,6081
0.29647,5269
0.2968,5553
0.29714,5269
0.29747,5511
0.2978,5657
0.29814,5306
0.29847,5388
0.2988,5095
0.29914,5492
0.29947,5458
0.2998,4879
0.30014,4843
0.30047,5104
0.3008,5265
0.30114,5705
0.30147,4948
0.3018,5018
0.30214,5106
0.30247,5236
0.3028,5637
0.30314,5418
0.30347,5017
0.3038,4563
0.30414,4947
0.30447,4650
0.3048,4386
0.30514,4831
0.30547,5550
0.3058,4884
0.30614,5008
0.30647,4997
0.3068,4503
0.30714,4575
0.30747,4756
0.3078,5260
0.30814,5706
0.30847,5220
0.3088,5101
0.30914,5065
0.30947,4809
0.3098,5013
0.31014,4642
0.31047,4970
0.3108,5451
0.31114,5213
0.31147,4875
0.3118,5002
0.31214,4611
0.31247,5260
0.3128,5639
0.31314,4878
0.31347,4935
0.3138,4583
0.31414,5068
0.31447,5420
0.3148,5048
0.31514,5010
0.31547,4589
0.3158,4742
0.31614,4496
0.31647,4969
0.3168,5334
0.31714,5187
0.31747,4714
0.3178,4390
0.31814,4644
0.31847,5147
0.3188,5097
0.31914,4744
0.31947,4407
0.3198,4586
0.32014,5350
0.32047,5660
0.3208,4734
0.32114,4710
0.32147,4803
0.3218,4984
0.32214,4923
0.32247,5980
0.3228,5216
0.32314,4463
0.32347,4721
0.3238,4439
0.32414,4744
0.32447,4815
0.3248,5087
0.32514,5515
0.32547,4764
0.3258,4732
0.32614,4924
0.32647,4455
0.3268,4816
0.32714,4803
0.32747,4950
0.3278,5237
0.32814,4723
0.32847,4724
0.3288,4404
0.32914,4546
0.32947,4623
0.3298,5205
0.33014,5311
0.33047,4737
0.3308,4457
0.33114,4705
0.33147,4609
0.3318,5123
0.33214,5196
0.33247,4608
0.3328,4782
0.33314,4420
0.33347,4451
0.3338,4505
0.33414,5433
0.33447,5078
0.3348,4965
0.33514,4902
0.33547,6153
0.3358,8524
0.33614,14356
0.33647,24098
0.3368,38770
0.33714,52287
0.33747,62860
0.3378,65134
0.33814,58016
0.33847,45785
0.3388,32316
0.33914,19884
0.33947,12852
0.3398,8984
0.34014,7122
0.34047,5482
0.3408,5408
0.34114,4922
0.34147,4732
0.3418,5187
0.34214,5375
0.34247,4653
0.3428,5442
0.34314,4968
0.34347,4984
0.3438,4911
0.34414,4828
0.34447,4705
0.3448,4531
0.34514,4530
0.34547,4837
0.3458,4617
0.34614,4823
0.34647,5162
0.3468,5801
0.34714,5817
0.34747,6709
0.3478,7644
0.34814,7660
0.34847,8812
0.3488,8832
0.34914,9619
0.34947,8259
0.3498,7021
0.35014,6584
0.35047,5699
0.3508,5142
0.35114,5193
0.35147,5179
0.3518,5068
0.35214,4337
0.35247,4502
0.3528,4309
0.35314,4181
0.35347,4930
0.3538,4785
0.35414,4405
0.35447,4466
0.3548,4216
0.35514,4460
0.35547,4863
0.3558,4186
0.35614,4326
0.35647,4295
0.3568,4390
0.35714,4843
0.35747,4613
0.3578,4341
0.35814,4188
0.35847,4233
0.3588,4178
0.35914,4458
0.35947,4021
0.3598,3922
0.36014,4106
0.36047,4220
0.3608,4407
0.36114,5000
0.36147,4353
0.3618,4295
0.36214,4385
0.36247,4315
0.3628,4380
0.36314,5005
0.36347,4611
0.3638,4216
0.36414,4410
0.36447,4325
0.3648,4589
0.36514,4300
0.36547,4176
0.3658,4410
0.36614,4398
0.36647,4596
0.3668,4183
0.36714,4395
0.36747,4097
0.3678,4079
0.36814,4483
0.36847,4895
0.3688,4032
0.36914,3750
0.36947,4207
0.3698,4309
0.37014,4305
0.37047,4198
0.3708,4135
0.37114,3893
0.37147,4653
0.3718,4352
0.37214,4112
0.37247,4366
0.3728,4494
0.37314,4516
0.37347,4435
0.3738,4556
0.37414,4824
0.37447,5089
0.3748,7784
0.37514,11048
0.37547,17553
0.3758,26007
0.37614,40148
0.37647,54835
0.3768,68363
0.37714,74332
0.37747,72203
0.3778,60884
0.37814,44977
0.37847,29002
0.3788,17939
0.37914,10734
0.37947,7282
0.3798,5306
0.38014,4999
0.38047,5000
0.3808,4075
0.38114,4323
0.38147,4659
0.3818,4422
0.38214,4415
0.38247,4854
0.3828,4413
0.38314,4280
0.38347,4179
0.3838,4381
0.38414,3970
0.38447,4375
0.3848,4263
0.38514,4431
0.38547,4251
0.3858,4518
0.38614,4142
0.38647,4238
0.3868,4319
0.38714,4132
0.38747,4343
0.3878,4359
0.38814,4473
0.38847,4059
0.3888,4307
0.38914,4143
0.38947,4409
0.3898,4751
0.39014,4404
0.39047,3982
0.3908,4612
0.39114,3975
0.39147,4555
0.3918,4446
0.39214,4223
0.39247,3878
0.3928,4143
0.39314,4046
0.39347,4133
0.3938,4595
0.39414,3939
0.39447,4095
0.3948,4509
0.39514,4234
0.39547,4870
0.3958,4034
0.39614,4826
0.39647,4223
0.3968,4096
0.39714,4924
0.39747,4169
0.3978,4248
0.39814,4620
0.39847,4010
0.3988,5003
0.39914,4503
0.39947,4299
0.3998,4245
0.40014,4248
0.40047,4643
0.4008,4970
0.40114,5289
0.40147,5056
0.4018,4984
0.40214,5535
0.40247,5825
0.4028,5994
0.40314,6236
0.40347,5859
0.4038,6493
0.40414,6393
0.40447,6675
0.4048,6348
0.40514,5776
0.40547,6262
0.4058,5992
0.40614,6382
0.40647,6402
0.4068,6200
0.40714,5991
0.40747,6054
0.4078,6406
0.40814,6869
0.40847,7113
0.4088,7523
0.40914,8710
0.40947,8639
0.4098,8584
0.41014,8944
0.41047,9067
0.4108,9575
0.41114,12525
0.41147,17510
0.4118,26474
0.41214,42811
0.41247,61892
0.4128,78976
0.41314,92290
0.41347,91196
0.4138,78807
0.41414,59246
0.41447,37918
0.4148,22159
0.41514,12837
0.41547,7702
0.4158,5679
0.41614,4808
0.41647,4955
0.4168,4339
0.41714,4034
0.41747,4339
0.4178,4337
0.41814,4483
0.41847,4576
0.4188,4250
0.41914,4013
0.41947,4022
0.4198,4204
0.42014,3608
0.42047,4387
0.4208,4067
0.42114,4207
0.42147,4555
0.4218,3809
0.42214,4042
0.42247,4127
0.4228,4318
0.42314,3980
0.42347,4819
0.4238,4252
0.42414,4063
0.42447,3755
0.4248,4118
0.42514,3999
0.42547,3757
0.4258,4611
0.42614,4476
0.42647,4204
0.4268,4054
0.42714,4064
0.42747,4086
0.4278,3578
0.42814,4300
0.42847,4435
0.4288,4480
0.42914,4012
0.42947,3885
0.4298,4158
0.43014,4333
0.43047,4901
0.4308,4094
0.43114,3791
0.43147,4372
0.4318,4056
0.43214,4678
0.43247,4371
0.4328,4038
0.43314,4281
0.43347,4227
0.4338,4654
0.43414,4717
0.43447,4621
0.4348,4278
0.43514,4374
0.43547,4493
0.4358,4754
0.43614,4517
0.43647,4540
0.4368,3920
0.43714,4331
0.43747,4312
0.4378,5308
0.43814,4914
0.43847,4457
0.4388,4460
0.43914,4567
0.43947,4456
0.4398,4794
0.44014,4668
0.44047,4976
0.4408,4777
0.44114,4133
0.44147,4297
0.4418,4309
0.44214,4788
0.44247,4890
0.4428,5495
0.44314,5400
0.44347,5226
0.4438,5340
0.44414,5086
0.44447,6692
0.4448,9096
0.44514,13266
0.44547,22766
0.4458,35987
0.44614,54413
0.44647,76821
0.4468,95221
0.44714,103640
0.44747,101906
0.4478,85013
0.44814,60644
0.44847,38640
0.4488,23556
0.44914,12740
0.44947,7979
0.4498,6328
0.45014,4792
0.45047,4661
0.4508,4567
0.45114,4282
0.45147,4907
0.4518,4291
0.45214,4423
0.45247,4199
0.4528,4348
0.45314,4982
0.45347,4316
0.4538,3740
0.45414,4428
0.45447,3927
0.4548,4371
0.45514,4044
0.45547,3832
0.4558,4320
0.45614,3710
0.45647,4014
0.4568,4505
0.45714,4357
0.45747,4174
0.4578,4066
0.45814,4445
0.45847,4265
0.4588,4106
0.45914,3835
0.45947,3978
0.4598,4312
0.46014,4245
0.46047,4161
0.4608,4137
0.46114,4008
0.46147,4010
0.4618,4251
0.46214,4075
0.46247,4326
0.4628,4844
0.46314,5577
0.46347,6681
0.4638,7858
0.46414,8963
0.46447,9740
0.4648,10150
0.46514,9769
0.46547,9057
0.4658,8019
0.46614,7230
0.46647,6212
0.4668,5866
0.46714,5847
0.46747,4652
0.4678,4498
0.46814,4155
0.46847,4542
0.4688,4686
0.46914,4784
0.46947,4425
0.4698,4295
0.47014,4193
0.47047,4349
0.4708,4933
0.47114,4349
0.47147,4260
0.4718,4043
0.47214,3917
0.47247,4351
0.4728,4264
0.47314,4009
0.47347,4031
0.4738,4168
0.47414,4715
0.47447,4500
0.4748,4374
0.47514,4112
0.47547,4312
0.4758,4455
0.47614,4942
0.47647,5152
0.4768,5776
0.47714,6314
0.47747,9927
0.4778,16381
0.47814,26977
0.47847,43612
0.4788,63413
0.47914,88978
0.47947,106678
0.4798,113370
0.48014,109371
0.48047,90422
0.4808,64409
0.48114,41477
0.48147,24142
0.4818,14364
0.48214,8747
0.48247,5908
0.4828,5025
0.48314,4931
0.48347,5251
0.4838,4536
0.48414,4572
0.48447,4637
0.4848,4318
0.48514,4432
0.48547,4160
0.4858,4398
0.48614,4621
0.48647,4818
0.4868,4605
0.48714,4206
0.48747,3903
0.4878,4055
0.48814,4482
0.48847,5228
0.4888,4556
0.48914,4544
0.48947,4507
0.4898,4395
0.49014,4861
0.49047,4676
0.4908,4199
0.49114,4010
0.49147,4336
0.4918,4742
0.49214,4386
0.49247,4388
0.4928,4319
0.49314,4263
0.49347,4526
0.4938,4783
0.49414,4244
0.49447,4334
0.4948,4301
0.49514,4097
0.49547,4737
0.4958,5098
0.49614,4471
0.49647,4761
0.4968,4222
0.49714,4306
0.49747,4266
0.4978,4564
0.49814,4325
0.49847,4812
0.4988,4373
0.49914,4352
0.49947,4427
0.4998,4308
0.50014,4248
0.50047,4506
0.5008,4790
0.50114,4981
0.50147,4376
0.5018,4258
0.50214,4196
0.50247,4472
0.5028,4270
0.50314,5178
0.50347,5069
0.5038,4655
0.50414,4116
0.50447,4133
0.5048,4411
0.50514,4016
0.50547,4387
0.5058,4565
0.50614,4374
0.50647,4399
0.5068,4438
0.50714,4143
0.50747,4806
0.5078,4976
0.50814,4525
0.50847,5192
0.5088,6903
0.50914,9797
0.50947,15703
0.5098,27007
0.51014,42606
0.51047,65963
0.5108,91640
0.51114,114029
0.51147,124642
0.5118,123073
0.51214,106633
0.51247,82505
0.5128,56307
0.51314,34451
0.51347,20034
0.5138,11959
0.51414,7370
0.51447,6946
0.5148,5744
0.51514,5784
0.51547,5606
0.5158,5786
0.51614,6428
0.51647,6454
0.5168,6086
0.51714,5941
0.51747,6089
0.5178,5955
0.51814,5002
0.51847,4783
0.5188,4332
0.51914,4393
0.51947,4594
0.5198,5073
0.52014,4342
0.52047,4149
0.5208,4337
0.52114,4226
0.52147,4052
0.5218,4668
0.52214,4712
0.52247,4466
0.5228,4902
0.52314,4481
0.52347,4947
0.5238,5327
0.52414,4794
0.52447,5011
0.5248,5359
0.52514,5414
0.52547,4171
0.5258,4413
0.52614,4725
0.52647,4136
0.5268,5397
0.52714,4731
0.52747,4297
0.5278,4672
0.52814,4232
0.52847,4892
0.5288,4806
0.52914,4436
0.52947,3996
0.5298,4601
0.53014,4897
0.53047,5475
0.5308,4404
0.53114,4188
0.53147,4118
0.5318,4579
0.53214,4789
0.53247,4275
0.5328,4078
0.53314,4312
0.53347,4123
0.5338,4882
0.53414,4786
0.53447,4639
0.5348,4139
0.53514,4302
0.53547,4389
0.5358,4011
0.53614,4128
0.53647,4594
0.5368,4595
0.53714,4449
0.53747,4035
0.5378,4107
0.53814,3550
0.53847,4466
0.5388,4724
0.53914,6462
0.53947,8207
0.5398,12758
0.54014,21323
0.54047,36503
0.5408,57837
0.54114,83407
0.54147,110000
0.5418,127590
0.54214,137501
0.54247,128395
0.5428,107343
0.54314,81427
0.54347,54431
0.5438,33230
0.54414,19867
0.54447,12300
0.5448,7757
0.54514,5857
0.54547,5522
0.5458,5132
0.54614,5380
0.54647,4930
0.5468,4706
0.54714,4582
0.54747,4725
0.5478,5189
0.54814,5473
0.54847,4686
0.5488,4532
0.54914,4477
0.54947,5465
0.5498,4793
0.55014,4628
0.55047,4373
0.5508,4535
0.55114,4998
0.55147,5253
0.5518,4712
0.55214,4361
0.55247,4463
0.5528,4633
0.55314,5414
0.55347,4994
0.5538,4546
0.55414,4280
0.55447,4595
0.5548,4405
0.55514,4633
0.55547,5278
0.5558,5087
0.55614,4820
0.55647,4535
0.5568,4713
0.55714,4790
0.55747,4404
0.5578,5070
0.55814,5658
0.55847,5673
0.5588,4895
0.55914,5195
0.55947,5132
0.5598,5281
0.56014,5145
0.56047,5162
0.5608,5071
0.56114,5869
0.56147,6181
0.5618,5522
0.56214,5677
0.56247,6041
0.5628,6117
0.56314,7155
0.56347,5676
0.5638,5581
0.56414,4842
0.56447,5119
0.5648,5176
0.56514,5255
0.56547,5718
0.5658,4823
0.56614,4708
0.56647,5000
0.5668,5318
0.56714,5558
0.56747,5338
0.5678,4868
0.56814,4719
0.56847,4769
0.5688,5795
0.56914,8095
0.56947,11894
0.5698,18626
0.57014,31441
0.57047,52219
0.5708,75164
0.57114,100670
0.57147,124634
0.5718,136988
0.57214,141414
0.57247,126977
0.5728,105722
0.57314,77700
0.57347,52887
0.5738,32402
0.57414,19570
0.57447,12741
0.5748,9112
0.57514,6314
0.57547,5430
0.5758,4972
0.57614,4951
0.57647,4772
0.5768,5229
0.57714,5522
0.57747,4713
0.5778,4756
0.57814,4573
0.57847,4678
0.5788,5028
0.57914,5586
0.57947,5118
0.5798,4865
0.58014,4673
0.58047,4564
0.5808,4307
0.58114,4340
0.58147,4185
0.5818,4439
