time_s,ordinate_values
-0.79,0
-0.78,0
-0.77,0
-0.76,0
-0.75,0
-0.74,2E-6
-0.73,3E-6
-0.72,5E-6
-0.71,6E-6
-0.7,5E-6
-0.69,4E-6
-0.68,3E-6
-0.67,1E-6
-0.66,1E-6
-0.65,0
-0.64,0
-0.63,-1E-6
-0.62,-2E-6
-0.61,-4E-6
-0.6,-6E-6
-0.59,-6E-6
-0.58,-6E-6
-0.57,-6E-6
-0.56,-5E-6
-0.55,-5E-6
-0.54,-4E-6
-0.53,-4E-6
-0.52,-3E-6
-0.51,-2E-6
-0.5,-1E-6
-0.49,0
-0.48,0
-0.47,1E-6
-0.46,1E-6
-0.45,2E-6
-0.44,2E-6
-0.43,2E-6
-0.42,2E-6
-0.41,2E-6
-0.4,1E-6
-0.39,1E-6
-0.38,0
-0.37,-1E-6
-0.36,-3E-6
-0.35,-6E-6
-0.34,-9E-6
-0.33,-1.3E-5
-0.32,-1.6E-5
-0.31,-1.9E-5
-0.3,-2E-5
-0.29,-2.1E-5
-0.28,-2.1E-5
-0.27,-1.9E-5
-0.26,-1.7E-5
-0.25,-1.5E-5
-0.24,-1.4E-5
-0.23,-1.5E-5
-0.22,-1.7E-5
-0.21,-1.8E-5
-0.2,-2E-5
-0.19,-2E-5
-0.18,-2E-5
-0.17,-1.9E-5
-0.16,-1.8E-5
-0.15,-1.5E-5
-0.14,-1.2E-5
-0.13,-8E-6
-0.12,-4E-6
-0.11,-2E-6
-0.1,-1E-6
-0.09,-2E-6
-0.08,-4E-6
-0.07,-6E-6
-0.06,-7E-6
-0.05,-6E-6
-0.04,-4E-6
-0.03,-2E-6
-0.02,-1E-6
-0.01,-1E-6
0,-2E-6
0.01,-4E-6
0.02,-4E-6
0.03,-4E-6
0.04,-2E-6
0.05,-1E-6
0.06,-1E-6
0.07,-2E-6
0.08,-3E-6
0.09,-4E-6
0.1,-4E-6
0.11,-2E-6
0.12,0
0.13,0
0.14,1E-6
0.15,1E-6
0.16,1E-6
0.17,0
0.18,1E-6
0.19,2E-6
0.2,3E-6
0.21,4E-6
0.22,4E-6
0.23,3E-6
0.24,2E-6
0.25,2E-6
0.26,1E-6
0.27,1E-6
0.28,1E-6
0.29,1E-6
0.3,1E-6
0.31,0
0.32,0
0.33,1E-6
0.34,2E-6
0.35,4E-6
0.36,7E-6
0.37,1E-5
0.38,1.3E-5
0.39,1.5E-5
0.4,1.6E-5
0.41,1.6E-5
0.42,1.7E-5
0.43,1.7E-5
0.44,1.7E-5
0.45,1.8E-5
0.46,1.7E-5
0.47,1.6E-5
0.48,1.5E-5
0.49,1.3E-5
0.5,1.1E-5
0.51,9E-6
0.52,7E-6
0.53,4E-6
0.54,1E-6
0.55,-1E-6
0.56,-3E-6
0.57,-3E-6
0.58,0
0.59,5E-6
0.6,1.1E-5
0.61,1.6E-5
0.62,1.9E-5
0.63,2.1E-5
0.64,2.2E-5
0.65,2.3E-5
0.66,2.5E-5
0.67,2.6E-5
0.68,2.7E-5
0.69,2.7E-5
0.7,2.7E-5
0.71,2.6E-5
0.72,2.6E-5
0.73,2.6E-5
0.74,2.7E-5
0.75,2.8E-5
0.76,2.8E-5
0.77,2.7E-5
0.78,2.4E-5
0.79,2.2E-5
0.8,2E-5
0.81,2E-5
0.82,2E-5
0.83,2.1E-5
0.84,2.1E-5
0.85,2E-5
0.86,1.8E-5
0.87,1.7E-5
0.88,1.7E-5
0.89,1.8E-5
0.9,2.1E-5
0.91,2.4E-5
0.92,2.5E-5
0.93,2.5E-5
0.94,2.3E-5
0.95,2.1E-5
0.96,2E-5
0.97,2.1E-5
0.98,2.2E-5
0.99,2.4E-5
1,2.6E-5
1.01,2.7E-5
1.02,2.7E-5
1.03,2.6E-5
1.04,2.5E-5
1.05,2.5E-5
1.06,2.6E-5
1.07,2.7E-5
1.08,2.9E-5
1.09,3E-5
1.1,3.1E-5
1.11,3.1E-5
1.12,3.1E-5
1.13,3.1E-5
1.14,3.2E-5
1.15,3.4E-5
1.16,3.5E-5
1.17,3.6E-5
1.18,3.5E-5
1.19,3.4E-5
1.2,3.2E-5
1.21,3E-5
1.22,2.8E-5
1.23,2.6E-5
1.24,2.4E-5
1.25,2.2E-5
1.26,2.1E-5
1.27,2E-5
1.28,2E-5
1.29,2.2E-5
1.3,2.5E-5
1.31,2.7E-5
1.32,2.9E-5
1.33,3E-5
1.34,3E-5
1.35,2.9E-5
1.36,2.8E-5
1.37,2.7E-5
1.38,2.7E-5
1.39,2.7E-5
1.4,2.6E-5
1.41,2.5E-5
1.42,2.3E-5
1.43,2.1E-5
1.44,2E-5
1.45,2E-5
1.46,2E-5
1.47,2.1E-5
1.48,2.1E-5
1.49,2E-5
1.5,1.8E-5
1.51,1.6E-5
1.52,1.4E-5
1.53,1.3E-5
1.54,1.2E-5
1.55,1.2E-5
1.56,1.2E-5
1.57,1.1E-5
1.58,1E-5
1.59,8E-6
1.6,6E-6
1.61,5E-6
1.62,4E-6
1.63,5E-6
1.64,5E-6
1.65,6E-6
1.66,8E-6
1.67,9E-6
1.68,1E-5
1.69,1.1E-5
1.7,1.1E-5
1.71,1E-5
1.72,9E-6
1.73,7E-6
1.74,4E-6
1.75,2E-6
1.76,0
1.77,0
1.78,0
1.79,0
1.8,0
1.81,0
1.82,-2E-6
1.83,-3E-6
1.84,-5E-6
1.85,-5E-6
1.86,-5E-6
1.87,-4E-6
1.88,-3E-6
1.89,-2E-6
1.9,-1E-6
1.91,0
1.92,0
1.93,1E-6
1.94,2E-6
1.95,3E-6
1.96,4E-6
1.97,4E-6
1.98,4E-6
1.99,4E-6
2,4E-6
2.01,4E-6
2.02,5E-6
2.03,5E-6
2.04,5E-6
2.05,5E-6
2.06,5E-6
2.07,5E-6
2.08,5E-6
2.09,5E-6
2.1,5E-6
2.11,6E-6
2.12,7E-6
2.13,9E-6
2.14,1E-5
2.15,1.3E-5
2.16,1.4E-5
2.17,1.5E-5
2.18,1.4E-5
2.19,1.3E-5
2.2,1.1E-5
2.21,9E-6
2.22,7E-6
2.23,5E-6
2.24,4E-6
2.25,3E-6
2.26,2E-6
2.27,1E-6
2.28,0
2.29,0
2.3,0
2.31,-1E-6
2.32,-1E-6
2.33,-2E-6
2.34,-3E-6
2.35,-3E-6
2.36,-4E-6
2.37,-4E-6
2.38,-4E-6
2.39,-2E-6
2.4,-1E-6
2.41,0
2.42,0
2.43,0
2.44,0
2.45,0
2.46,0
2.47,1E-6
2.48,2E-6
2.49,2E-6
2.5,2E-6
2.51,1E-6
2.52,0
2.53,-1E-6
2.54,-2E-6
2.55,-3E-6
2.56,-4E-6
2.57,-5E-6
2.58,-5E-6
2.59,-5E-6
2.6,-4E-6
2.61,-3E-6
2.62,-1E-6
2.63,0
2.64,1E-6
2.65,2E-6
2.66,2E-6
2.67,3E-6
2.68,3E-6
2.69,4E-6
2.7,5E-6
2.71,6E-6
2.72,7E-6
2.73,7E-6
2.74,7E-6
2.75,7E-6
2.76,6E-6
2.77,6E-6
2.78,6E-6
2.79,7E-6
2.8,7E-6
2.81,7E-6
2.82,7E-6
2.83,6E-6
2.84,4E-6
2.85,2E-6
2.86,1E-6
2.87,0
2.88,0
2.89,1E-6
2.9,3E-6
2.91,5E-6
2.92,8E-6
2.93,9E-6
2.94,1.1E-5
2.95,1.4E-5
2.96,1.6E-5
2.97,1.8E-5
2.98,2E-5
2.99,2.1E-5
3,1.9E-5
3.01,1.6E-5
3.02,1.1E-5
3.03,6E-6
3.04,1E-6
3.05,-1E-6
3.06,-3E-6
3.07,-3E-6
3.08,-3E-6
3.09,-3E-6
3.1,-4E-6
3.11,-5E-6
3.12,-5E-6
3.13,-5E-6
3.14,-4E-6
3.15,-3E-6
3.16,-2E-6
3.17,-3E-6
3.18,-4E-6
3.19,-5E-6
3.2,-5E-6
3.21,-5E-6
3.22,-3E-6
3.23,-1E-6
3.24,0
3.25,0
3.26,0
3.27,-1E-6
3.28,-2E-6
3.29,-1E-6
3.3,2E-6
3.31,7E-6
3.32,1.3E-5
3.33,1.8E-5
3.34,2E-5
3.35,2.1E-5
3.36,2E-5
3.37,2E-5
3.38,2E-5
3.39,2.2E-5
3.4,2.5E-5
3.41,2.7E-5
3.42,2.7E-5
3.43,2.4E-5
3.44,1.9E-5
3.45,1.1E-5
3.46,4E-6
3.47,0
3.48,-2E-6
3.49,-2E-6
3.5,0
3.51,0
3.52,2E-6
3.53,4E-6
3.54,6E-6
3.55,1E-5
3.56,1.6E-5
3.57,2.1E-5
3.58,2.5E-5
3.59,2.7E-5
3.6,2.6E-5
3.61,2.4E-5
3.62,2.2E-5
3.63,2.1E-5
3.64,2E-5
3.65,2E-5
3.66,1.9E-5
3.67,1.8E-5
3.68,1.6E-5
3.69,1.4E-5
3.7,1.2E-5
3.71,1E-5
3.72,6E-6
3.73,2E-6
3.74,-2E-6
3.75,-7E-6
3.76,-1.1E-5
3.77,-1.3E-5
3.78,-1.3E-5
3.79,-1.2E-5
3.8,-1.1E-5
3.81,-1E-5
3.82,-1E-5
3.83,-9E-6
3.84,-7E-6
3.85,-2E-6
3.86,3E-6
3.87,1.1E-5
3.88,1.8E-5
3.89,2.3E-5
3.9,2.8E-5
3.91,3.1E-5
3.92,3.3E-5
3.93,3.6E-5
3.94,3.9E-5
3.95,4.1E-5
3.96,4.2E-5
3.97,4E-5
3.98,3.7E-5
3.99,3.1E-5
4,2.5E-5
4.01,2E-5
4.02,1.4E-5
4.03,1E-5
4.04,6E-6
4.05,2E-6
4.06,-1E-6
4.07,-4E-6
4.08,-6E-6
4.09,-5E-6
4.1,-2E-6
4.11,1E-6
4.12,6E-6
4.13,9E-6
4.14,1E-5
4.15,9E-6
4.16,7E-6
4.17,5E-6
4.18,3E-6
4.19,4E-6
4.2,5E-6
4.21,7E-6
4.22,9E-6
4.23,9E-6
4.24,9E-6
4.25,9E-6
4.26,8E-6
4.27,8E-6
4.28,7E-6
4.29,6E-6
4.3,4E-6
4.31,1E-6
4.32,-2E-6
4.33,-6E-6
4.34,-1E-5
4.35,-1.3E-5
4.36,-1.7E-5
4.37,-1.9E-5
4.38,-2.1E-5
4.39,-2.1E-5
4.4,-1.9E-5
4.41,-1.5E-5
4.42,-1E-5
4.43,-5E-6
4.44,0
4.45,2E-6
4.46,5E-6
4.47,8E-6
4.48,1.1E-5
4.49,1.5E-5
4.5,1.8E-5
4.51,2.1E-5
4.52,2.2E-5
4.53,2.1E-5
4.54,1.7E-5
4.55,1.3E-5
4.56,8E-6
4.57,4E-6
4.58,0
4.59,-2E-6
4.6,-5E-6
4.61,-9E-6
4.62,-1.4E-5
4.63,-1.9E-5
4.64,-2.5E-5
4.65,-3E-5
4.66,-3.3E-5
4.67,-3.5E-5
4.68,-3.5E-5
4.69,-3.4E-5
4.7,-3.1E-5
4.71,-2.7E-5
4.72,-2.1E-5
4.73,-1.4E-5
4.74,-7E-6
4.75,0
4.76,4E-6
4.77,8E-6
4.78,1E-5
4.79,1.1E-5
4.8,1.2E-5
4.81,1.3E-5
4.82,1.3E-5
4.83,1.2E-5
4.84,1.1E-5
4.85,7E-6
4.86,3E-6
4.87,-1E-6
4.88,-6E-6
4.89,-9E-6
4.9,-1.1E-5
4.91,-1.1E-5
4.92,-1.1E-5
4.93,-1.1E-5
4.94,-1.2E-5
4.95,-1.3E-5
4.96,-1.6E-5
4.97,-1.7E-5
4.98,-1.7E-5
4.99,-1.5E-5
5,-1.3E-5
5.01,-1.2E-5
5.02,-1.2E-5
5.03,-1.3E-5
5.04,-1.5E-5
5.05,-1.5E-5
5.06,-1.2E-5
5.07,-8E-6
5.08,-1E-6
5.09,3E-6
5.1,7E-6
5.11,7E-6
5.12,6E-6
5.13,5E-6
5.14,4E-6
5.15,4E-6
5.16,6E-6
5.17,7E-6
5.18,7E-6
5.19,5E-6
5.2,0
5.21,-5E-6
5.22,-1.1E-5
5.23,-1.7E-5
5.24,-2E-5
5.25,-2.1E-5
5.26,-2.1E-5
5.27,-1.9E-5
5.28,-1.6E-5
5.29,-1.3E-5
5.3,-1.1E-5
5.31,-1E-5
5.32,-8E-6
5.33,-6E-6
5.34,-3E-6
5.35,0
5.36,2E-6
5.37,5E-6
5.38,7E-6
5.39,8E-6
5.4,9E-6
5.41,1E-5
5.42,1.1E-5
5.43,1.2E-5
5.44,1.3E-5
5.45,1.3E-5
5.46,1.2E-5
5.47,1.1E-5
5.48,9E-6
5.49,6E-6
5.5,3E-6
5.51,0
5.52,-3E-6
5.53,-6E-6
5.54,-9E-6
5.55,-1.2E-5
5.56,-1.4E-5
5.57,-1.5E-5
5.58,-1.6E-5
5.59,-1.6E-5
5.6,-1.5E-5
5.61,-1.4E-5
5.62,-1.3E-5
5.63,-1.2E-5
5.64,-1E-5
5.65,-9E-6
5.66,-9E-6
5.67,-9E-6
5.68,-9E-6
5.69,-9E-6
5.7,-1E-5
5.71,-9E-6
5.72,-9E-6
5.73,-8E-6
5.74,-7E-6
5.75,-7E-6
5.76,-7E-6
5.77,-7E-6
5.78,-8E-6
5.79,-9E-6
5.8,-9E-6
5.81,-1E-5
5.82,-9E-6
5.83,-9E-6
5.84,-7E-6
5.85,-6E-6
5.86,-4E-6
5.87,-2E-6
5.88,0
5.89,0
5.9,2E-6
5.91,4E-6
5.92,6E-6
5.93,8E-6
5.94,1E-5
5.95,1.2E-5
5.96,1.4E-5
5.97,1.4E-5
5.98,1.3E-5
5.99,1.1E-5
6,9E-6
6.01,6E-6
6.02,3E-6
6.03,0
6.04,-3E-6
6.05,-6E-6
6.06,-9E-6
6.07,-1E-5
6.08,-1.1E-5
6.09,-1.3E-5
6.1,-1.5E-5
6.11,-1.8E-5
6.12,-2.2E-5
6.13,-2.5E-5
6.14,-2.7E-5
6.15,-2.8E-5
6.16,-2.7E-5
6.17,-2.5E-5
6.18,-2.3E-5
6.19,-2E-5
6.2,-1.8E-5
6.21,-1.6E-5
6.22,-1.5E-5
6.23,-1.4E-5
6.24,-1.3E-5
6.25,-1.2E-5
6.26,-1.1E-5
6.27,-9E-6
6.28,-8E-6
6.29,-7E-6
6.3,-6E-6
6.31,-7E-6
6.32,-8E-6
6.33,-9E-6
6.34,-1.1E-5
6.35,-1.2E-5
6.36,-1.4E-5
6.37,-1.4E-5
6.38,-1.3E-5
6.39,-1.2E-5
6.4,-1E-5
6.41,-8E-6
6.42,-8E-6
6.43,-7E-6
6.44,-8E-6
6.45,-9E-6
6.46,-9E-6
6.47,-1E-5
6.48,-9E-6
6.49,-8E-6
6.5,-6E-6
6.51,-4E-6
6.52,-1E-6
6.53,0
6.54,1E-6
6.55,2E-6
6.56,2E-6
6.57,1E-6
6.58,1E-6
6.59,1E-6
6.6,2E-6
6.61,3E-6
6.62,4E-6
6.63,5E-6
6.64,6E-6
6.65,6E-6
6.66,5E-6
6.67,4E-6
6.68,4E-6
6.69,3E-6
6.7,4E-6
6.71,4E-6
6.72,4E-6
6.73,4E-6
6.74,3E-6
6.75,1E-6
6.76,0
6.77,0
6.78,-1E-6
6.79,0
6.8,0
6.81,1E-6
6.82,2E-6
6.83,2E-6
6.84,2E-6
6.85,1E-6
6.86,0
6.87,-1E-6
6.88,-3E-6
6.89,-4E-6
6.9,-4E-6
6.91,-4E-6
6.92,-4E-6
6.93,-3E-6
6.94,-4E-6
6.95,-5E-6
6.96,-7E-6
6.97,-9E-6
6.98,-1.2E-5
6.99,-1.4E-5
7,-1.4E-5
7.01,-1.4E-5
7.02,-1.3E-5
7.03,-1.2E-5
7.04,-1.2E-5
7.05,-1E-5
7.06,-9E-6
7.07,-6E-6
7.08,-1E-6
7.09,4E-6
7.1,1E-5
7.11,1.6E-5
7.12,1.9E-5
7.13,2.1E-5
7.14,2E-5
7.15,1.8E-5
7.16,1.4E-5
7.17,1.1E-5
7.18,7E-6
7.19,4E-6
7.2,2E-6
7.21,0
7.22,-3E-6
7.23,-6E-6
7.24,-9E-6
7.25,-1.2E-5
7.26,-1.4E-5
7.27,-1.7E-5
7.28,-1.8E-5
7.29,-1.9E-5
7.3,-1.9E-5
7.31,-1.8E-5
7.32,-1.7E-5
7.33,-1.5E-5
7.34,-1.3E-5
7.35,-1.2E-5
7.36,-1.1E-5
7.37,-9E-6
7.38,-8E-6
7.39,-8E-6
7.4,-8E-6
7.41,-9E-6
7.42,-1.1E-5
7.43,-1.4E-5
7.44,-1.7E-5
7.45,-2E-5
7.46,-2.3E-5
7.47,-2.4E-5
7.48,-2.5E-5
7.49,-2.6E-5
7.5,-2.6E-5
7.51,-2.5E-5
7.52,-2.4E-5
7.53,-2.2E-5
7.54,-2E-5
7.55,-1.7E-5
7.56,-1.5E-5
7.57,-1.3E-5
7.58,-1.1E-5
7.59,-1E-5
7.6,-9E-6
7.61,-8E-6
7.62,-7E-6
7.63,-6E-6
7.64,-5E-6
7.65,-5E-6
7.66,-5E-6
7.67,-7E-6
7.68,-9E-6
7.69,-1.2E-5
7.7,-1.5E-5
7.71,-1.7E-5
7.72,-1.9E-5
7.73,-1.9E-5
7.74,-2E-5
7.75,-2E-5
7.76,-1.9E-5
7.77,-1.8E-5
7.78,-1.7E-5
7.79,-1.5E-5
7.8,-1.3E-5
7.81,-1.2E-5
7.82,-1.1E-5
7.83,-1.1E-5
7.84,-1E-5
7.85,-9E-6
7.86,-8E-6
7.87,-7E-6
7.88,-6E-6
7.89,-5E-6
7.9,-6E-6
7.91,-7E-6
7.92,-9E-6
7.93,-1.1E-5
7.94,-1.2E-5
7.95,-1.4E-5
7.96,-1.5E-5
7.97,-1.6E-5
7.98,-1.6E-5
7.99,-1.7E-5
8,-1.8E-5
8.01,-1.9E-5
8.02,-2.1E-5
8.03,-2.3E-5
8.04,-2.6E-5
8.05,-2.8E-5
8.06,-3E-5
8.07,-3.1E-5
8.08,-2.9E-5
8.09,-2.6E-5
8.1,-2.2E-5
8.11,-1.7E-5
8.12,-1.3E-5
8.13,-9E-6
8.14,-7E-6
8.15,-6E-6
8.16,-6E-6
8.17,-5E-6
8.18,-5E-6
8.19,-5E-6
8.2,-5E-6
8.21,-6E-6
8.22,-7E-6
8.23,-9E-6
8.24,-1E-5
8.25,-1E-5
8.26,-9E-6
8.27,-8E-6
8.28,-6E-6
8.29,-4E-6
8.3,-3E-6
8.31,-2E-6
8.32,-1E-6
8.33,-1E-6
8.34,-1E-6
8.35,0
8.36,0
8.37,0
8.38,0
8.39,-1E-6
8.4,-1E-6
8.41,-2E-6
8.42,-2E-6
8.43,-2E-6
8.44,-2E-6
8.45,-2E-6
8.46,-3E-6
8.47,-4E-6
8.48,-6E-6
8.49,-8E-6
8.5,-1E-5
8.51,-1.2E-5
8.52,-1.3E-5
8.53,-1.4E-5
8.54,-1.4E-5
8.55,-1.3E-5
8.56,-1.2E-5
8.57,-1.1E-5
8.58,-9E-6
8.59,-8E-6
8.6,-6E-6
8.61,-5E-6
8.62,-5E-6
8.63,-5E-6
8.64,-6E-6
8.65,-7E-6
8.66,-8E-6
8.67,-9E-6
8.68,-1E-5
8.69,-1E-5
8.7,-1.1E-5
8.71,-1.2E-5
8.72,-1.2E-5
8.73,-1.3E-5
8.74,-1.4E-5
8.75,-1.5E-5
8.76,-1.6E-5
8.77,-1.6E-5
8.78,-1.6E-5
8.79,-1.5E-5
8.8,-1.4E-5
8.81,-1.3E-5
8.82,-1.2E-5
8.83,-1.1E-5
8.84,-1.1E-5
8.85,-1E-5
8.86,-1E-5
8.87,-9E-6
8.88,-8E-6
8.89,-6E-6
8.9,-5E-6
8.91,-4E-6
8.92,-4E-6
8.93,-4E-6
8.94,-4E-6
8.95,-4E-6
8.96,-4E-6
8.97,-4E-6
8.98,-4E-6
8.99,-3E-6
9,-3E-6
9.01,-2E-6
9.02,-2E-6
9.03,-3E-6
9.04,-3E-6
9.05,-3E-6
9.06,-3E-6
9.07,-3E-6
9.08,-2E-6
9.09,-1E-6
9.1,0
9.11,1E-6
9.12,1E-6
9.13,1E-6
9.14,0
9.15,-1E-6
9.16,-2E-6
9.17,-3E-6
9.18,-4E-6
9.19,-5E-6
9.2,-6E-6
9.21,-7E-6
9.22,-8E-6
9.23,-9E-6
9.24,-9E-6
9.25,-7E-6
9.26,-4E-6
9.27,-1E-6
9.28,2E-6
9.29,5E-6
9.3,6E-6
9.31,8E-6
9.32,8E-6
9.33,8E-6
9.34,9E-6
9.35,9E-6
9.36,1E-5
9.37,1E-5
9.38,1E-5
9.39,1E-5
9.4,8E-6
9.41,7E-6
9.42,6E-6
9.43,4E-6
9.44,4E-6
9.45,4E-6
9.46,4E-6
9.47,4E-6
9.48,4E-6
9.49,3E-6
9.5,2E-6
9.51,2E-6
9.52,1E-6
9.53,0
9.54,0
9.55,-1E-6
9.56,-2E-6
9.57,-3E-6
9.58,-3E-6
9.59,-3E-6
9.6,-3E-6
9.61,-2E-6
9.62,-2E-6
9.63,-2E-6
9.64,-3E-6
9.65,-3E-6
9.66,-3E-6
9.67,-3E-6
9.68,-3E-6
9.69,-3E-6
9.7,-2E-6
9.71,-1E-6
9.72,0
9.73,1E-6
9.74,2E-6
9.75,2E-6
9.76,3E-6
9.77,3E-6
9.78,2E-6
9.79,2E-6
9.8,2E-6
9.81,2E-6
9.82,2E-6
9.83,1E-6
9.84,1E-6
9.85,0
9.86,0
9.87,0
9.88,-1E-6
9.89,-2E-6
9.9,-3E-6
9.91,-5E-6
9.92,-7E-6
9.93,-9E-6
9.94,-1.1E-5
9.95,-1.3E-5
9.96,-1.4E-5
9.97,-1.5E-5
9.98,-1.4E-5
9.99,-1.3E-5
10,-1.2E-5
10.01,-1.1E-5
10.02,-1E-5
10.03,-9E-6
10.04,-9E-6
10.05,-9E-6
10.06,-8E-6
10.07,-6E-6
10.08,-4E-6
10.09,-1E-6
10.1,1E-6
10.11,2E-6
10.12,3E-6
10.13,2E-6
10.14,0
10.15,-1E-6
10.16,-3E-6
10.17,-5E-6
10.18,-7E-6
10.19,-9E-6
10.2,-1E-5
10.21,-1.1E-5
10.22,-1.2E-5
10.23,-1.1E-5
10.24,-1E-5
10.25,-8E-6
10.26,-6E-6
10.27,-3E-6
10.28,-2E-6
10.29,-1E-6
10.3,0
10.31,0
10.32,1E-6
10.33,2E-6
10.34,3E-6
10.35,3E-6
10.36,3E-6
10.37,2E-6
10.38,1E-6
10.39,0
10.4,-2E-6
10.41,-3E-6
10.42,-4E-6
10.43,-4E-6
10.44,-4E-6
10.45,-3E-6
10.46,-3E-6
10.47,-2E-6
10.48,-1E-6
10.49,-1E-6
10.5,-1E-6
10.51,-1E-6
10.52,-1E-6
10.53,-2E-6
10.54,-3E-6
10.55,-3E-6
10.56,-2E-6
10.57,0
10.58,0
10.59,2E-6
10.6,4E-6
10.61,4E-6
10.62,4E-6
10.63,2E-6
10.64,0
10.65,-1E-6
10.66,-3E-6
10.67,-5E-6
10.68,-6E-6
10.69,-6E-6
10.7,-6E-6
10.71,-6E-6
10.72,-5E-6
10.73,-5E-6
10.74,-6E-6
10.75,-6E-6
10.76,-8E-6
10.77,-9E-6
10.78,-1E-5
10.79,-1.1E-5
10.8,-1E-5
10.81,-9E-6
10.82,-7E-6
10.83,-4E-6
10.84,-2E-6
10.85,0
10.86,3E-6
10.87,5E-6
10.88,7E-6
10.89,8E-6
10.9,8E-6
10.91,6E-6
10.92,2E-6
10.93,-2E-6
10.94,-7E-6
10.95,-1.2E-5
10.96,-1.5E-5
10.97,-1.6E-5
10.98,-1.6E-5
10.99,-1.6E-5
11,-1.6E-5
11.01,-1.8E-5
11.02,-1.9E-5
11.03,-2E-5
11.04,-1.8E-5
11.05,-1.4E-5
11.06,-7E-6
11.07,0
11.08,7E-6
11.09,1.2E-5
11.1,1.5E-5
11.11,1.5E-5
11.12,1.6E-5
11.13,1.7E-5
11.14,1.9E-5
11.15,2.2E-5
11.16,2.2E-5
11.17,1.8E-5
11.18,1.1E-5
11.19,1E-6
11.2,-8E-6
11.21,-1.6E-5
11.22,-1.9E-5
11.23,-1.7E-5
11.24,-1.3E-5
11.25,-9E-6
11.26,-8E-6
11.27,-1E-5
11.28,-1.5E-5
11.29,-2E-5
11.3,-2.2E-5
11.31,-1.9E-5
11.32,-1.3E-5
11.33,-6E-6
11.34,-2E-6
11.35,-1E-6
11.36,-5E-6
11.37,-9E-6
11.38,-1.3E-5
11.39,-1.4E-5
11.4,-1.2E-5
11.41,-8E-6
11.42,-5E-6
11.43,-4E-6
11.44,-7E-6
11.45,-1.1E-5
11.46,-1.4E-5
11.47,-1.4E-5
11.48,-1.1E-5
11.49,-6E-6
11.5,-1E-6
11.51,0
11.52,0
11.53,-4E-6
11.54,-8E-6
11.55,-9E-6
11.56,-7E-6
11.57,-2E-6
11.58,3E-6
11.59,7E-6
11.6,8E-6
11.61,6E-6
11.62,3E-6
11.63,2E-6
11.64,1E-6
11.65,2E-6
11.66,2E-6
11.67,0
11.68,-3E-6
11.69,-1E-5
11.7,-1.6E-5
11.71,-2E-5
11.72,-2E-5
11.73,-1.7E-5
11.74,-1.2E-5
11.75,-6E-6
11.76,0
11.77,3E-6
11.78,7E-6
11.79,1.1E-5
11.8,1.5E-5
11.81,2E-5
11.82,2.4E-5
11.83,2.6E-5
11.84,2.6E-5
11.85,2.3E-5
11.86,2E-5
11.87,1.7E-5
11.88,1.7E-5
11.89,1.7E-5
11.9,1.8E-5
11.91,1.7E-5
11.92,1.5E-5
11.93,1E-5
11.94,5E-6
11.95,0
11.96,-3E-6
11.97,-5E-6
11.98,-7E-6
11.99,-8E-6
12,-1E-5
12.01,-1.2E-5
12.02,-1.4E-5
12.03,-1.3E-5
12.04,-1.1E-5
12.05,-6E-6
12.06,-1E-6
12.07,2E-6
12.08,5E-6
12.09,5E-6
12.1,4E-6
12.11,2E-6
12.12,1E-6
12.13,0
12.14,0
12.15,0
12.16,0
12.17,0
12.18,0
12.19,0
12.2,0
12.21,2E-6
12.22,3E-6
12.23,3E-6
12.24,0
12.25,-3E-6
12.26,-7E-6
12.27,-1E-5
12.28,-1.1E-5
12.29,-1.1E-5
12.3,-1E-5
12.31,-1E-5
12.32,-1.1E-5
12.33,-1.3E-5
12.34,-1.4E-5
12.35,-1.5E-5
12.36,-1.5E-5
12.37,-1.3E-5
12.38,-1.1E-5
12.39,-9E-6
12.4,-8E-6
12.41,-7E-6
12.42,-7E-6
12.43,-8E-6
12.44,-7E-6
12.45,-6E-6
12.46,-5E-6
12.47,-5E-6
12.48,-5E-6
12.49,-7E-6
12.5,-9E-6
12.51,-1E-5
12.52,-1.1E-5
12.53,-1E-5
12.54,-1E-5
12.55,-1E-5
12.56,-1E-5
12.57,-1.2E-5
12.58,-1.4E-5
12.59,-1.5E-5
12.6,-1.5E-5
12.61,-1.5E-5
12.62,-1.4E-5
12.63,-1.4E-5
12.64,-1.4E-5
12.65,-1.5E-5
12.66,-1.6E-5
12.67,-1.7E-5
12.68,-1.7E-5
12.69,-1.6E-5
12.7,-1.3E-5
12.71,-1E-5
12.72,-7E-6
12.73,-5E-6
12.74,-4E-6
12.75,-4E-6
12.76,-5E-6
12.77,-6E-6
12.78,-6E-6
12.79,-6E-6
12.8,-5E-6
12.81,-4E-6
12.82,-2E-6
12.83,0
12.84,1E-6
12.85,3E-6
12.86,4E-6
12.87,4E-6
12.88,3E-6
12.89,1E-6
12.9,-2E-6
12.91,-5E-6
12.92,-8E-6
12.93,-9E-6
12.94,-1E-5
12.95,-1E-5
12.96,-9E-6
12.97,-9E-6
12.98,-1E-5
12.99,-1.1E-5
13,-1.3E-5
13.01,-1.4E-5
13.02,-1.6E-5
13.03,-1.8E-5
13.04,-2E-5
13.05,-2.2E-5
13.06,-2.4E-5
13.07,-2.5E-5
13.08,-2.6E-5
13.09,-2.7E-5
13.1,-2.7E-5
13.11,-2.7E-5
13.12,-2.8E-5
13.13,-2.9E-5
