Deltat;T;DeltaT;pinj;pdet
0.05;212.0315;0;261.63374;212.20152
0.05;212.298;0;261.64281;212.18085
0.04;212.5112;0;261.65006;212.16434
0.05;212.7777;0;261.65911;212.14371
0.04;212.9909;0;261.66634;212.12723
0.05;213.2574;0;261.67537;212.10664
0.05;213.5239;0;261.68439;212.08608
0.04;213.7371;0;261.6916;212.06964
0.05;214.0036;0;261.70059;212.04912
0.04;214.2168;0;261.70778;212.03272
0.05;214.4833;0;261.71676;212.01223
0.04;214.6965;0;261.72394;211.99586
0.05;214.963;0;261.73289;211.97542
0.05;215.2295;0;261.74184;211.95499
0.04;215.4427;0;261.74899;211.93867
0.05;215.7092;0;261.75792;211.91829
0.05;215.9757;0;261.76684;211.89793
0.04;216.1889;0;261.77396;211.88166
0.05;216.4554;0;261.78286;211.86133
0.04;216.6686;0;261.78997;211.84509
0.05;216.9351;0;261.79884;211.82481
0.05;217.2016;0;261.80771;211.80455
0.04;217.4148;0;261.8148;211.78836
0.05;217.6813;0;261.82364;211.76814
0.05;217.9478;0;261.83248;211.74794
0.05;218.2143;0;261.8413;211.72776
0.04;218.4275;0;261.84836;211.71163
0.05;218.694;0;261.85716;211.69149
0.04;218.9072;0;261.8642;211.6754
0.05;219.1737;0;261.87298;211.6553
0.04;219.3869;0;261.88001;211.63923
0.05;219.6534;0;261.88877;211.61917
0.05;219.9199;0;261.89753;211.59913
0.04;220.1331;0;261.90453;211.58311
0.05;220.3996;0;261.91326;211.56311
0.04;220.6128;0;261.92025;211.54712
0.05;220.8793;0;261.92896;211.52716
0.05;221.1458;0;261.93767;211.50722
0.04;221.359;0;261.94463;211.49128
0.05;221.6255;0;261.95332;211.47138
0.05;221.892;0;261.962;211.45149
0.04;222.1052;0;261.96893;211.4356
0.05;222.3717;0;261.97759;211.41576
0.04;222.5849;0;261.98451;211.3999
0.05;222.8514;0;261.99315;211.38009
0.05;223.1179;0;262.00178;211.36031
0.04;223.3311;0;262.00867;211.34449
0.05;223.5976;0;262.01728;211.32475
0.05;223.8641;0;262.02589;211.30502
0.04;224.0773;0;262.03276;211.28925
0.05;224.3438;0;262.04134;211.26956
0.05;224.6103;0;262.04991;211.2499
0.04;224.8235;0;262.05676;211.23418
0.05;225.09;0;262.06531;211.21455
0.05;225.3565;0;262.07386;211.19494
0.04;225.5697;0;262.08068;211.17926
0.05;225.8362;0;262.08921;211.15969
0.05;226.1027;0;262.09772;211.14014
0.04;226.3159;0;262.10452;211.12451
0.05;226.5824;0;262.11302;211.105
0.04;226.7956;0;262.11981;211.0894
0.05;227.0621;0;262.12828;211.06993
0.05;227.3286;0;262.13675;211.05047
0.04;227.5418;0;262.14352;211.03492
0.05;227.8083;0;262.15196;211.0155
0.05;228.0748;0;262.1604;210.9961
0.04;228.288;0;262.16715;210.98059
0.05;228.5545;0;262.17557;210.96123
0.04;228.7677;0;262.18229;210.94576
0.05;229.0342;0;262.1907;210.92643
0.05;229.3007;0;262.19909;210.90713
0.04;229.5139;0;262.20579;210.8917
0.05;229.7804;0;262.21417;210.87243
0.05;230.0469;0;262.22253;210.85318
0.04;230.2601;0;262.22922;210.8378
0.05;230.5266;0;262.23756;210.81858
0.04;230.7398;0;262.24423;210.80323
0.05;231.0063;0;262.25256;210.78405
0.05;231.2728;0;262.26088;210.7649
0.04;231.486;0;262.26753;210.74959
0.05;231.7525;0;262.27583;210.73047
0.05;232.019;0;262.28412;210.71137
0.04;232.2322;0;262.29074;210.6961
0.05;232.4987;0;262.29902;210.67704
0.04;232.7119;0;262.30563;210.6618
0.05;232.9784;0;262.31388;210.64277
0.05;233.2449;0;262.32213;210.62377
0.04;233.4581;0;262.32872;210.60858
0.05;233.7246;0;262.33694;210.5896
0.05;233.9911;0;262.34516;210.57065
0.04;234.2043;0;262.35173;210.5555
0.05;234.4708;0;262.35993;210.53659
0.04;234.684;0;262.36649;210.52147
0.05;234.9505;0;262.37467;210.50259
0.05;235.217;0;262.38284;210.48373
0.04;235.4302;0;262.38937;210.46865
0.05;235.6967;0;262.39753;210.44982
0.05;235.9632;0;262.40568;210.43102
0.04;236.1764;0;262.41219;210.41599
0.05;236.4429;0;262.42032;210.39721
0.04;236.6561;0;262.42682;210.38221
0.05;236.9226;0;262.43493;210.36348
0.05;237.1891;0;262.44303;210.34476
0.04;237.4023;0;262.44951;210.3298
0.05;237.6688;0;262.45759;210.31112
0.05;237.9353;0;262.46567;210.29245
0.04;238.1485;0;262.47213;210.27754
0.05;238.415;0;262.48019;210.25891
0.04;238.6282;0;262.48663;210.24402
0.05;238.8947;0;262.49467;210.22543
0.05;239.1612;0;262.5027;210.20685
0.04;239.3744;0;262.50912;210.19201
0.05;239.6409;0;262.51714;210.17347
0.05;239.9074;0;262.52515;210.15495
0.04;240.1206;0;262.53155;210.14015
0.05;240.3871;0;262.53954;210.12166
0.04;240.6003;0;262.54592;210.10689
0.05;240.8668;0;262.5539;210.08843
0.05;241.1333;0;262.56186;210.07
0.04;241.3465;0;262.56823;210.05527
0.05;241.613;0;262.57618;210.03687
0.05;241.8795;0;262.58412;210.01849
0.04;242.0927;0;262.59046;210.0038
0.05;242.3592;0;262.59838;209.98545
0.05;242.6257;0;262.6063;209.96713
0.04;242.8389;0;262.61262;209.95248
0.05;243.1054;0;262.62052;209.93418
0.05;243.3719;0;262.62841;209.91591
0.04;243.5851;0;262.63471;209.9013
0.05;243.8516;0;262.64259;209.88306
0.05;244.1181;0;262.65045;209.86484
0.04;244.3313;0;262.65673;209.85028
0.05;244.5978;0;262.66458;209.83209
0.04;244.811;0;262.67085;209.81755
0.05;245.0775;0;262.67868;209.79939
0.05;245.344;0;262.6865;209.78126
0.04;245.5572;0;262.69275;209.76676
0.05;245.8237;0;262.70056;209.74866
0.05;246.0902;0;262.70836;209.73057
0.04;246.3034;0;262.71459;209.71612
0.05;246.5699;0;262.72237;209.69806
0.04;246.7831;0;262.72859;209.68363
0.05;247.0496;0;262.73635;209.66561
0.05;247.3161;0;262.74411;209.64761
0.04;247.5293;0;262.75031;209.63323
0.05;247.7958;0;262.75805;209.61526
0.05;248.0623;0;262.76578;209.59731
0.04;248.2755;0;262.77196;209.58296
0.05;248.542;0;262.77968;209.56504
0.04;248.7552;0;262.78584;209.55072
0.05;249.0217;0;262.79355;209.53284
0.05;249.2882;0;262.80124;209.51497
0.04;249.5014;0;262.80739;209.50069
0.05;249.7679;0;262.81506;209.48285
0.05;250.0344;0;262.82273;209.46504
0.04;250.2476;0;262.82886;209.4508
0.05;250.5141;0;262.83651;209.43301
0.04;250.7273;0;262.84263;209.4188
0.05;250.9938;0;262.85026;209.40104
0.05;251.2603;0;262.85789;209.38331
0.05;251.5268;0;262.86551;209.36559
0.04;251.74;0;262.8716;209.35143
0.05;252.0065;0;262.87921;209.33375
0.05;252.273;0;262.88681;209.31608
0.04;252.4862;0;262.89288;209.30196
0.05;252.7527;0;262.90046;209.28432
0.05;253.0192;0;262.90803;209.26671
0.04;253.2324;0;262.91408;209.25262
0.05;253.4989;0;262.92164;209.23504
0.04;253.7121;0;262.92768;209.22098
0.05;253.9786;0;262.93523;209.20343
0.05;254.2451;0;262.94276;209.18589
0.04;254.4583;0;262.94878;209.17187
0.05;254.7248;0;262.9563;209.15437
0.04;254.938;0;262.96231;209.14037
0.05;255.2045;0;262.96982;209.1229
0.04;255.4177;0;262.97581;209.10893
0.05;255.6842;0;262.98331;209.09149
0.05;255.9507;0;262.99079;209.07406
0.04;256.1639;0;262.99677;209.06013
0.05;256.4304;0;263.00423;209.04274
0.04;256.6436;0;263.0102;209.02883
0.05;256.9101;0;263.01766;209.01147
0.05;257.1766;0;263.0251;208.99412
0.04;257.3898;0;263.03105;208.98026
0.05;257.6563;0;263.03848;208.96294
0.05;257.9228;0;263.0459;208.94564
0.04;258.136;0;263.05183;208.93181
0.05;258.4025;0;263.05924;208.91454
0.05;258.669;0;263.06664;208.89729
0.04;258.8822;0;263.07256;208.8835
0.05;259.1487;0;263.07994;208.86628
0.04;259.3619;0;263.08584;208.85252
0.05;259.6284;0;263.09322;208.83533
0.05;259.8949;0;263.10058;208.81815
0.04;260.1081;0;263.10646;208.80442
0.05;260.3746;0;263.11381;208.78728
0.04;260.5878;0;263.11969;208.77358
0.05;260.8543;0;263.12702;208.75646
0.05;261.1208;0;263.13435;208.73936
0.04;261.334;0;263.1402;208.7257
0.05;261.6005;0;263.14752;208.70863
0.05;261.867;0;263.15482;208.69158
0.04;262.0802;0;263.16066;208.67795
0.05;262.3467;0;263.16795;208.66093
0.04;262.5599;0;263.17378;208.64732
0.05;262.8264;0;263.18106;208.63033
0.05;263.0929;0;263.18833;208.61336
0.04;263.3061;0;263.19414;208.59979
0.05;263.5726;0;263.20139;208.58284
0.05;263.8391;0;263.20864;208.56591
0.04;264.0523;0;263.21444;208.55238
0.05;264.3188;0;263.22167;208.53548
0.05;264.5853;0;263.2289;208.5186
0.04;264.7985;0;263.23467;208.5051
0.05;265.065;0;263.24189;208.48825
0.05;265.3315;0;263.24909;208.47141
0.04;265.5447;0;263.25485;208.45795
0.05;265.8112;0;263.26205;208.44114
0.05;266.0777;0;263.26923;208.42435
0.04;266.2909;0;263.27497;208.41092
0.05;266.5574;0;263.28215;208.39416
0.05;266.8239;0;263.28931;208.37741
0.04;267.0371;0;263.29504;208.36402
0.05;267.3036;0;263.30219;208.3473
0.04;267.5168;0;263.3079;208.33394
0.05;267.7833;0;263.31504;208.31725
0.05;268.0498;0;263.32217;208.30057
0.04;268.263;0;263.32787;208.28724
0.05;268.5295;0;263.33499;208.2706
0.05;268.796;0;263.3421;208.25397
0.04;269.0092;0;263.34778;208.24067
0.05;269.2757;0;263.35488;208.22407
0.04;269.4889;0;263.36055;208.2108
0.05;269.7554;0;263.36763;208.19422
0.05;270.0219;0;263.37471;208.17767
0.04;270.2351;0;263.38037;208.16443
0.05;270.5016;0;263.38743;208.1479
0.04;270.7148;0;263.39308;208.13469
0.05;270.9813;0;263.40013;208.11818
0.05;271.2478;0;263.40717;208.10169
0.04;271.461;0;263.4128;208.08852
0.05;271.7275;0;263.41983;208.07206
0.05;271.994;0;263.42685;208.05561
0.04;272.2072;0;263.43247;208.04247
0.05;272.4737;0;263.43948;208.02605
0.05;272.7402;0;263.44648;208.00965
0.04;272.9534;0;263.45208;207.99654
0.05;273.2199;0;263.45907;207.98017
0.04;273.4331;0;263.46466;207.96708
0.05;273.6996;0;263.47164;207.95073
0.05;273.9661;0;263.47861;207.9344
0.04;274.1793;0;263.48419;207.92135
0.05;274.4458;0;263.49115;207.90504
0.05;274.7123;0;263.4981;207.88875
0.04;274.9255;0;263.50366;207.87573
0.05;275.192;0;263.5106;207.85947
0.04;275.4052;0;263.51615;207.84647
0.05;275.6717;0;263.52307;207.83024
0.05;275.9382;0;263.53;207.81402
0.04;276.1514;0;263.53553;207.80105
0.05;276.4179;0;263.54244;207.78486
0.05;276.6844;0;263.54934;207.76868
0.04;276.8976;0;263.55486;207.75575
0.05;277.1641;0;263.56175;207.7396
0.04;277.3773;0;263.56726;207.72669
0.05;277.6438;0;263.57414;207.71056
0.05;277.9103;0;263.58101;207.69445
0.04;278.1235;0;263.5865;207.68157
0.05;278.39;0;263.59336;207.66549
0.05;278.6565;0;263.60021;207.64942
0.04;278.8697;0;263.60569;207.63657
0.05;279.1362;0;263.61253;207.62053
0.04;279.3494;0;263.618;207.60771
0.05;279.6159;0;263.62483;207.59169
0.05;279.8824;0;263.63166;207.57569
0.04;280.0956;0;263.63711;207.5629
0.05;280.3621;0;263.64392;207.54692
0.05;280.6286;0;263.65073;207.53096
0.04;280.8418;0;263.65617;207.5182
0.05;281.1083;0;263.66296;207.50226
0.04;281.3215;0;263.66839;207.48952
0.05;281.588;0;263.67517;207.47361
0.05;281.8545;0;263.68195;207.45772
0.04;282.0677;0;263.68736;207.44501
0.05;282.3342;0;263.69413;207.42914
0.05;282.6007;0;263.70089;207.41328
0.04;282.8139;0;263.70629;207.40061
0.05;283.0804;0;263.71304;207.38478
0.04;283.2936;0;263.71843;207.37212
0.05;283.5601;0;263.72516;207.35632
0.05;283.8266;0;263.73189;207.34052
0.04;284.0398;0;263.73727;207.3279
0.05;284.3063;0;263.74399;207.31213
0.05;284.5728;0;263.7507;207.29638
0.04;284.786;0;263.75607;207.28379
0.05;285.0525;0;263.76277;207.26806
0.04;285.2657;0;263.76812;207.25549
0.05;285.5322;0;263.77481;207.23979
0.05;285.7987;0;263.7815;207.2241
0.04;286.0119;0;263.78684;207.21156
0.05;286.2784;0;263.79351;207.19589
0.05;286.5449;0;263.80018;207.18024
0.04;286.7581;0;263.80551;207.16773
0.05;287.0246;0;263.81216;207.15211
0.04;287.2378;0;263.81748;207.13962
0.05;287.5043;0;263.82413;207.12401
0.05;287.7708;0;263.83077;207.10843
0.04;287.984;0;263.83608;207.09597
0.05;288.2505;0;263.8427;207.0804
0.05;288.517;0;263.84933;207.06485
0.04;288.7302;0;263.85462;207.05242
0.05;288.9967;0;263.86123;207.0369
0.04;289.2099;0;263.86652;207.02449
0.05;289.4764;0;263.87312;207.00898
0.05;289.7429;0;263.87971;206.9935
0.04;289.9561;0;263.88499;206.98111
0.05;290.2226;0;263.89157;206.96565
0.05;290.4891;0;263.89815;206.9502
0.04;290.7023;0;263.90341;206.93785
0.05;290.9688;0;263.90998;206.92242
0.04;291.182;0;263.91523;206.91009
0.05;291.4485;0;263.92179;206.89468
0.05;291.715;0;263.92834;206.87929
0.04;291.9282;0;263.93358;206.86699
0.05;292.1947;0;263.94012;206.85162
0.05;292.4612;0;263.94666;206.83627
0.04;292.6744;0;263.95189;206.82399
0.05;292.9409;0;263.95841;206.80866
0.04;293.1541;0;263.96363;206.79641
0.05;293.4206;0;263.97015;206.7811
0.05;293.6871;0;263.97666;206.76581
0.04;293.9003;0;263.98187;206.75358
0.05;294.1668;0;263.98837;206.73831
0.05;294.4333;0;263.99486;206.72305
0.04;294.6465;0;264.00006;206.71085
0.05;294.913;0;264.00654;206.69562
0.04;295.1262;0;264.01173;206.68344
0.05;295.3927;0;264.0182;206.66822
0.05;295.6592;0;264.02467;206.65302
0.04;295.8724;0;264.02985;206.64087
0.05;296.1389;0;264.03631;206.6257
0.05;296.4054;0;264.04276;206.61053
0.04;296.6186;0;264.04793;206.59841
0.05;296.8851;0;264.05437;206.58327
0.04;297.0983;0;264.05953;206.57116
0.05;297.3648;0;264.06596;206.55604
0.05;297.6313;0;264.07239;206.54093
0.04;297.8445;0;264.07754;206.52886
0.05;298.111;0;264.08396;206.51377
0.05;298.3775;0;264.09037;206.4987
0.04;298.5907;0;264.0955;206.48665
0.05;298.8572;0;264.10191;206.4716
0.04;299.0704;0;264.10703;206.45957
0.05;299.3369;0;264.11343;206.44454
0.05;299.6034;0;264.11983;206.42952
0.04;299.8166;0;264.12494;206.41752
0.05;300.0831;0;264.13132;206.40252
0.05;300.3496;0;264.1377;206.38754
0.04;300.5628;0;264.1428;206.37556
0.05;300.8293;0;264.14917;206.3606
0.04;301.0425;0;264.15426;206.34864
0.05;301.309;0;264.16062;206.3337
0.05;301.5755;0;264.16698;206.31877
0.04;301.7887;0;264.17206;206.30684
0.05;302.0552;0;264.1784;206.29193
0.05;302.3217;0;264.18475;206.27704
0.04;302.5349;0;264.18982;206.26513
0.05;302.8014;0;264.19615;206.25026
0.04;303.0146;0;264.20121;206.23837
0.05;303.2811;0;264.20754;206.22352
0.05;303.5476;0;264.21386;206.20868
0.04;303.7608;0;264.21891;206.19682
0.05;304.0273;0;264.22522;206.182
0.05;304.2938;0;264.23152;206.16719
0.04;304.507;0;264.23657;206.15535
0.05;304.7735;0;264.24286;206.14057
0.04;304.9867;0;264.2479;206.12875
0.05;305.2532;0;264.25419;206.11398
0.05;305.5197;0;264.26047;206.09923
0.04;305.7329;0;264.26549;206.08743
0.05;305.9994;0;264.27177;206.0727
0.05;306.2659;0;264.27804;206.05798
0.04;306.4791;0;264.28305;206.04621
0.05;306.7456;0;264.28931;206.03151
0.04;306.9588;0;264.29432;206.01976
0.05;307.2253;0;264.30058;206.00507
0.05;307.4918;0;264.30682;205.9904
0.04;307.705;0;264.31182;205.97868
0.05;307.9715;0;264.31806;205.96403
0.05;308.238;0;264.3243;205.94939
0.04;308.4512;0;264.32929;205.93769
0.05;308.7177;0;264.33551;205.92307
0.04;308.9309;0;264.34049;205.91138
0.05;309.1974;0;264.34671;205.89678
0.05;309.4639;0;264.35293;205.8822
0.04;309.6771;0;264.3579;205.87054
0.05;309.9436;0;264.36411;205.85597
0.05;310.2101;0;264.37031;205.84141
0.04;310.4233;0;264.37527;205.82977
0.05;310.6898;0;264.38147;205.81524
0.04;310.903;0;264.38642;205.80362
0.05;311.1695;0;264.39261;205.7891
0.05;311.436;0;264.39879;205.77459
0.04;311.6492;0;264.40374;205.763
0.05;311.9157;0;264.40991;205.74851
0.05;312.1822;0;264.41609;205.73403
0.04;312.3954;0;264.42102;205.72246
0.05;312.6619;0;264.42718;205.708
0.04;312.8751;0;264.43211;205.69644
0.05;313.1416;0;264.43827;205.68201
0.05;313.4081;0;264.44442;205.66758
0.04;313.6213;0;264.44934;205.65604
0.05;313.8878;0;264.45549;205.64164
0.05;314.1543;0;264.46163;205.62724
0.04;314.3675;0;264.46654;205.61573
0.05;314.634;0;264.47267;205.60135
0.04;314.8472;0;264.47757;205.58985
0.05;315.1137;0;264.4837;205.57549
0.05;315.3802;0;264.48982;205.56114
0.04;315.5934;0;264.49472;205.54967
0.05;315.8599;0;264.50083;205.53534
0.05;316.1264;0;264.50694;205.52102
0.04;316.3396;0;264.51183;205.50957
0.05;316.6061;0;264.51793;205.49527
0.04;316.8193;0;264.52281;205.48383
0.05;317.0858;0;264.52891;205.46955
0.05;317.3523;0;264.535;205.45527
0.04;317.5655;0;264.53987;205.44386
0.05;317.832;0;264.54596;205.42961
0.05;318.0985;0;264.55204;205.41536
0.04;318.3117;0;264.5569;205.40397
0.05;318.5782;0;264.56298;205.38974
0.04;318.7914;0;264.56784;205.37837
0.05;319.0579;0;264.5739;205.36416
0.05;319.3244;0;264.57997;205.34996
0.04;319.5376;0;264.58482;205.33861
0.05;319.8041;0;264.59088;205.32442
0.05;320.0706;0;264.59693;205.31025
0.04;320.2838;0;264.60177;205.29892
0.05;320.5503;0;264.60782;205.28477
0.04;320.7635;0;264.61265;205.27345
0.05;321.03;0;264.61869;205.25931
0.05;321.2965;0;264.62473;205.24518
0.04;321.5097;0;264.62956;205.23389
0.05;321.7762;0;264.63559;205.21978
0.05;322.0427;0;264.64162;205.20568
0.04;322.2559;0;264.64644;205.1944
0.05;322.5224;0;264.65246;205.18032
0.04;322.7356;0;264.65727;205.16906
0.05;323.0021;0;264.66329;205.15499
0.05;323.2686;0;264.6693;205.14094
0.04;323.4818;0;264.6741;205.1297
0.05;323.7483;0;264.68011;205.11566
0.05;324.0148;0;264.68611;205.10163
0.04;324.228;0;264.69091;205.09041
0.05;324.4945;0;264.6969;205.07639
0.04;324.7077;0;264.7017;205.06519
0.05;324.9742;0;264.70769;205.05119
0.05;325.2407;0;264.71367;205.0372
0.04;325.4539;0;264.71846;205.02602
0.05;325.7204;0;264.72444;205.01205
0.05;325.9869;0;264.73041;204.99809
0.04;326.2001;0;264.73519;204.98692
0.05;326.4666;0;264.74116;204.97298
0.04;326.6798;0;264.74594;204.96183
0.05;326.9463;0;264.7519;204.9479
0.05;327.2128;0;264.75786;204.93398
0.04;327.426;0;264.76263;204.92285
0.05;327.6925;0;264.76859;204.90894
0.05;327.959;0;264.77454;204.89505
0.04;328.1722;0;264.7793;204.88394
0.05;328.4387;0;264.78525;204.87006
0.04;328.6519;0;264.79;204.85896
0.05;328.9184;0;264.79594;204.84509
0.05;329.1849;0;264.80188;204.83124
0.05;329.4514;0;264.80782;204.81739
0.04;329.6646;0;264.81256;204.80632
0.05;329.9311;0;264.81849;204.79249
0.05;330.1976;0;264.82442;204.77867
0.04;330.4108;0;264.82916;204.76762
0.05;330.6773;0;264.83508;204.75381
0.04;330.8905;0;264.83982;204.74277
0.05;331.157;0;264.84573;204.72898
0.05;331.4235;0;264.85165;204.7152
0.04;331.6367;0;264.85638;204.70418
0.05;331.9032;0;264.86228;204.69041
0.05;332.1697;0;264.86819;204.67665
0.04;332.3829;0;264.87291;204.66565
0.05;332.6494;0;264.87881;204.6519
0.04;332.8626;0;264.88353;204.64092
0.05;333.1291;0;264.88942;204.62719
0.05;333.3956;0;264.89532;204.61347
0.04;333.6088;0;264.90003;204.60249
0.05;333.8753;0;264.90592;204.58879
0.05;334.1418;0;264.9118;204.57509
0.04;334.355;0;264.91651;204.56414
0.05;334.6215;0;264.92239;204.55045
0.04;334.8347;0;264.92709;204.53951
0.05;335.1012;0;264.93296;204.52585
0.05;335.3677;0;264.93883;204.51218
0.04;335.5809;0;264.94353;204.50126
0.05;335.8474;0;264.9494;204.48762
0.05;336.1139;0;264.95526;204.47398
0.04;336.3271;0;264.95995;204.46307
0.05;336.5936;0;264.96581;204.44945
0.04;336.8068;0;264.9705;204.43855
0.05;337.0733;0;264.97636;204.42494
0.05;337.3398;0;264.98221;204.41134
0.05;337.6063;0;264.98806;204.39775
0.04;337.8195;0;264.99274;204.38688
0.05;338.086;0;264.99858;204.3733
0.05;338.3525;0;265.00443;204.35973
0.04;338.5657;0;265.0091;204.34887
0.05;338.8322;0;265.01494;204.33531
0.05;339.0987;0;265.02078;204.32176
0.04;339.3119;0;265.02545;204.31093
0.05;339.5784;0;265.03128;204.29739
0.04;339.7916;0;265.03594;204.28657
0.05;340.0581;0;265.04177;204.27304
0.05;340.3246;0;265.0476;204.25952
0.04;340.5378;0;265.05226;204.24872
0.05;340.8043;0;265.05808;204.23521
0.04;341.0175;0;265.06274;204.22442
0.05;341.284;0;265.06856;204.21093
0.05;341.5505;0;265.07437;204.19744
0.04;341.7637;0;265.07902;204.18666
0.05;342.0302;0;265.08484;204.17319
0.05;342.2967;0;265.09065;204.15973
0.04;342.5099;0;265.09529;204.14897
0.05;342.7764;0;265.1011;204.13552
0.04;342.9896;0;265.10574;204.12476
0.05;343.2561;0;265.11154;204.11133
0.05;343.5226;0;265.11735;204.0979
0.04;343.7358;0;265.12198;204.08716
0.05;344.0023;0;265.12778;204.07374
0.05;344.2688;0;265.13358;204.06033
0.05;344.5353;0;265.13937;204.04693
0.04;344.7485;0;265.144;204.03621
0.05;345.015;0;265.14979;204.02282
0.04;345.2282;0;265.15442;204.01211
0.05;345.4947;0;265.1602;203.99874
0.05;345.7612;0;265.16599;203.98536
0.04;345.9744;0;265.17061;203.97467
0.05;346.2409;0;265.17639;203.96131
0.05;346.5074;0;265.18217;203.94796
0.04;346.7206;0;265.18679;203.93728
0.05;346.9871;0;265.19257;203.92395
0.05;347.2536;0;265.19834;203.91061
0.04;347.4668;0;265.20296;203.89995
0.05;347.7333;0;265.20873;203.88663
0.04;347.9465;0;265.21334;203.87598
0.05;348.213;0;265.21911;203.86267
0.05;348.4795;0;265.22488;203.84936
0.04;348.6927;0;265.22949;203.83873
0.05;348.9592;0;265.23525;203.82543
0.05;349.2257;0;265.24101;203.81215
0.04;349.4389;0;265.24562;203.80153
0.05;349.7054;0;265.25137;203.78825
0.04;349.9186;0;265.25598;203.77764
0.05;350.1851;0;265.26173;203.76438
0.05;350.4516;0;265.26749;203.75112
0.04;350.6648;0;265.27209;203.74052
0.05;350.9313;0;265.27784;203.72728
0.05;351.1978;0;265.28359;203.71404
0.05;351.4643;0;265.28933;203.70081
0.04;351.6775;0;265.29393;203.69022
0.05;351.944;0;265.29967;203.677
0.04;352.1572;0;265.30427;203.66643
0.05;352.4237;0;265.31001;203.65322
0.05;352.6902;0;265.31575;203.64002
0.04;352.9034;0;265.32034;203.62946
0.05;353.1699;0;265.32608;203.61626
0.04;353.3831;0;265.33067;203.60571
0.05;353.6496;0;265.3364;203.59253
0.05;353.9161;0;265.34214;203.57935
0.04;354.1293;0;265.34672;203.56882
0.05;354.3958;0;265.35245;203.55565
0.05;354.6623;0;265.35818;203.54249
0.04;354.8755;0;265.36277;203.53197
0.05;355.142;0;265.3685;203.51882
0.05;355.4085;0;265.37422;203.50567
0.04;355.6217;0;265.3788;203.49516
0.05;355.8882;0;265.38453;203.48203
0.04;356.1014;0;265.38911;203.47152
0.05;356.3679;0;265.39483;203.4584
0.05;356.6344;0;265.40055;203.44528
0.04;356.8476;0;265.40513;203.43479
0.05;357.1141;0;265.41084;203.42168
0.05;357.3806;0;265.41656;203.40858
0.05;357.6471;0;265.42228;203.39548
0.04;357.8603;0;265.42685;203.38501
0.05;358.1268;0;265.43257;203.37192
0.04;358.34;0;265.43714;203.36145
0.05;358.6065;0;265.44285;203.34838
0.05;358.873;0;265.44856;203.3353
0.04;359.0862;0;265.45313;203.32485
0.05;359.3527;0;265.45884;203.31179
0.05;359.6192;0;265.46455;203.29873
0.04;359.8324;0;265.46912;203.28828
0.05;360.0989;0;265.47483;203.27524
0.04;360.3121;0;265.47939;203.2648
0.05;360.5786;0;265.4851;203.25176
0.05;360.8451;0;265.4908;203.23873
0.04;361.0583;0;265.49537;203.2283
0.05;361.3248;0;265.50107;203.21528
0.05;361.5913;0;265.50677;203.20226
0.04;361.8045;0;265.51134;203.19184
0.05;362.071;0;265.51704;203.17883
0.04;362.2842;0;265.5216;203.16843
0.05;362.5507;0;265.5273;203.15543
0.05;362.8172;0;265.533;203.14243
0.04;363.0304;0;265.53756;203.13203
0.05;363.2969;0;265.54325;203.11904
0.05;363.5634;0;265.54895;203.10606
0.05;363.8299;0;265.55465;203.09308
0.04;364.0431;0;265.55921;203.0827
0.05;364.3096;0;265.5649;203.06973
0.04;364.5228;0;265.56946;203.05936
0.05;364.7893;0;265.57515;203.04639
0.05;365.0558;0;265.58085;203.03343
0.04;365.269;0;265.5854;203.02307
0.05;365.5355;0;265.59109;203.01012
0.05;365.802;0;265.59679;202.99718
0.04;366.0152;0;265.60134;202.98682
0.05;366.2817;0;265.60703;202.97389
0.04;366.4949;0;265.61158;202.96354
0.05;366.7614;0;265.61727;202.95061
0.05;367.0279;0;265.62296;202.93768
0.04;367.2411;0;265.62752;202.92735
0.05;367.5076;0;265.63321;202.91443
0.05;367.7741;0;265.6389;202.90152
0.04;367.9873;0;265.64345;202.89119
0.05;368.2538;0;265.64913;202.87828
0.04;368.467;0;265.65369;202.86796
0.05;368.7335;0;265.65937;202.85507
0.05;369;0;265.66506;202.84217
15;369;0;265.66506;202.84217
